System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
M,1,0,0,AUG2D,249.724,0.000147993,1.68716e+06,41,61,6.3291e-05,3.24976e-06,0.703099,0
M,1,0,0,AUG2DC,306.606,0.000168616,1.81806e+06,47,48,7.18748e-05,3.13714e-10,0.536063,0
M,1,0,0,AUG2DCQP,495.922,7.63177e-05,6.49764e+06,43,100,6.25391e-05,4.68766e-06,1.71379,0
M,1,0,0,AUG2DQP,380.273,6.09704e-05,6.23663e+06,43,92,4.99171e-05,1.15545e-08,1.61328,0
M,1,0,0,AUG3D,0.0779329,0.000140656,553.99,6,7,8.04216e-05,1.24091e-05,0.0191195,0
M,1,0,0,AUG3DC,0.0969624,0.000125719,771.165,7,8,7.43902e-05,3.74007e-08,0.020159,0
M,1,0,0,AUG3DCQP,0.0533999,5.37567e-05,993.309,18,29,5.21401e-05,3.59744e-06,0.0619673,0
M,1,0,0,AUG3DQP,0.0687397,0.000101801,675.169,15,25,9.82902e-05,2.00607e-12,0.0613618,0
M,1,4,0,BOYD1,38976.6,0.000631351,-6.16962e+07,877,31557,0.000137354,0.000125456,1201.34,0
std::bad_alloc,0,-1,0,BOYD2,-1,-1,-1,-1,-1,-1,-1,-1,0
M,0,0,0,CONT-050,0.247863,0.0543101,-4.31599,48,97,9.95063e-05,2.53523e-06,0.575161,0
M,0,0,0,CONT-100,0.874152,0.188217,-3.77025,57,150,7.58745e-05,3.5465e-06,6.44283,0
M,0,0,0,CONT-101,0.0258353,0.132131,0.221363,75,294,9.93302e-05,1.92309e-06,13.444,0
M,0,0,0,CONT-200,1.49386,0.318869,-3.19101,63,162,8.37098e-05,8.5951e-07,43.1991,0
M,0,0,0,CONT-201,0.485627,2.52295,0.67811,102,580,9.86837e-05,1.0001e-07,161.108,0
M,0,0,0,CONT-300,0.242953,1.2686,-0.0514402,101,936,9.63782e-05,9.35374e-07,883.513,0
M,0,4,1,CVXQP1L,1.08405e+08,0.997244,299569,26,1415,1.29104,0.204103,1282.99,20
M,0,4,0,CVXQP1M,32815.9,0.0301752,1.0547e+06,387,14724,0.0108616,4.27263e-06,1201.25,177
M,1,0,0,CVXQP1S,1.56112,0.000134687,11589.2,71,285,9.54315e-05,1.00491e-05,0.14815,6
M,0,4,1,CVXQP2L,8.17403e+07,0.998752,102174,24,1973,1.36844,0.0565209,1241.25,42
M,1,0,0,CVXQP2M,4.047,4.93443e-06,820151,207,6319,9.859e-05,0.000184413,201.623,10
M,1,0,0,CVXQP2S,0.162224,1.9976e-05,8120.78,47,114,8.51944e-05,6.85258e-06,0.0358317,0
M,0,4,1,CVXQP3L,1.15396e+08,0.997276,315159,20,1076,1.11313,0.0416581,1302.25,13
M,0,4,0,CVXQP3M,263987,0.193705,1.09884e+06,314,11591,0.0200212,5.75392e-07,1204.1,176
M,1,0,0,CVXQP3S,0.735108,6.15491e-05,11942.7,1808,72947,9.99728e-05,3.35001e-06,42.1748,348
M,1,0,0,DPKLO1,0.000405559,0.00109582,0.369691,6,8,6.0413e-05,2.97601e-06,0.00329704,0
M,0,0,0,DTOC3,3.04685,0.0129509,232.216,157,4867,9.72672e-05,7.48948e-05,24.0993,0
