System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,pmm_iter,ssn_iter,krylov_iter,fact,smw_count,pmm_tol_achieved,ssn_tol_achieved,solving_time_sec,linesearch_fail,krylov_fail
S,1,0,0,AUG2D,1.75256,1.03861e-06,1.68741e+06,15,15,0,15,0,4.32282e-07,3.02806e-09,0.107236,0,0
S,1,0,0,AUG2DC,2.58051,1.41914e-06,1.81837e+06,15,15,0,15,0,5.96895e-07,2.74642e-09,0.1058,0,0
S,1,0,0,AUG2DCQP,12.0501,1.8544e-06,6.49812e+06,20,89,799,53,0,7.55376e-07,6.70596e-05,1.01676,0,0
S,1,0,0,AUG2DQP,9.96033,1.59697e-06,6.237e+06,20,54,693,50,0,6.48634e-07,9.40942e-08,0.84543,0,0
S,1,0,0,AUG3D,0.000117187,2.11502e-07,554.068,4,4,0,4,0,1.06335e-07,1.32682e-12,0.00856621,0,0
S,1,0,0,AUG3DC,0.00023692,3.07185e-07,771.262,4,4,0,4,0,1.81702e-07,1.41004e-12,0.00805733,0,0
S,1,0,0,AUG3DCQP,6.12177e-06,6.16268e-09,993.362,23,47,182,30,0,1.63664e-07,1.24678e-06,0.052312,0,0
S,1,0,0,AUG3DQP,0.000112034,1.65918e-07,675.238,6,12,127,12,0,7.37034e-08,3.52256e-10,0.0308788,0,0
S,1,4,0,BOYD1,13629.2,0.000220769,-6.17216e+07,1,19,62,18,0,0.00193557,0.00306052,76.9457,0,0
S,0,4,0,BOYD2,22.4749,1.05731,-1.21813,1,50,165,50,0,0.997976,4.20169e+09,154.798,0,0
S,1,0,0,CONT-050,3.60507e-06,7.89918e-07,-4.56385,6,24,133,21,0,6.85411e-07,0.00136507,0.129406,0,0
S,1,0,0,CONT-100,1.79274e-05,3.86001e-06,-4.64442,9,41,345,35,0,8.64784e-07,4.88033e-09,1.67136,0,0
S,1,0,0,CONT-101,0.000127506,0.000652116,0.1954,12,145,4913,141,0,7.00887e-07,0.000763987,8.56709,0,0
S,1,0,0,CONT-200,5.14687e-05,1.09861e-05,-4.68493,13,45,734,40,0,6.75252e-07,1.90646e-08,15.6652,0,0
S,0,4,0,CONT-201,0.24157,1.25502,-0.0490864,4,200,9128,200,0,0.314003,0.457732,79.0176,0,0
S,0,4,0,CONT-300,0.229077,1.19615,-0.0375644,2,100,4786,100,0,0.156655,0.185754,91.9783,0,0
