System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,25FV47,0.00656918,1.194e-06,5501.85,125,3715,7.33371e-07,1.08276e-05,2.47764,0
S,1,0,0,80BAU3B,4.39831,4.4552e-06,987228,61,1374,9.95701e-07,4.15655e-07,8.03421,0
S,1,0,0,ADLITTLE,0.000324419,1.4387e-09,225495,36,120,9.37468e-08,3.03903e-06,0.00739354,0
S,1,0,0,AFIRO,5.49759e-07,1.18291e-09,-464.753,27,67,7.88077e-09,8.89853e-08,0.00128196,0
K,1,0,0,AGG,6207.86,0.00017248,-3.59856e+07,101,2455,1.08958e-07,5.4564e-05,0.112799,0
K,1,0,0,AGG2,1.81124e-05,8.94913e-13,-2.02393e+07,667,24929,1.42257e-08,2.02114e-05,0.81867,0
K,1,0,0,AGG3,8.91518e-05,8.64534e-12,1.03121e+07,923,35058,1.3238e-07,0.000167626,1.07094,0
S,1,0,0,BANDM,2.41275e-09,1.52101e-11,-158.628,125,3497,1.0357e-07,2.59134e-06,1.76917,0
S,1,0,0,BEACONFD,0.27618,8.22147e-06,33592.8,1726,66606,6.18954e-07,1.37246e-05,1.35702,0
S,1,0,0,BLEND,3.90205e-09,1.2664e-10,-30.8121,27,90,4.94583e-08,5.27172e-09,0.00782763,0
S,1,0,0,BNL1,0.396309,0.000200396,1978.03,152,5063,8.58091e-07,2.99583e-05,2.35919,2
S,1,0,0,BNL2,0.544224,0.000300471,1811.78,261,9669,9.47068e-07,5.15456e-05,17.321,0
S,1,0,0,BOEING1,2.04532e-05,6.10153e-08,-335.214,91,1631,4.74748e-07,2.83642e-05,0.222338,0
K,1,0,0,BOEING2,7.68716e-09,2.44022e-11,-315.019,60,276,1.42244e-08,1.53744e-07,0.0327524,0
S,1,0,0,BORE3D,5.78497e-06,4.21314e-09,1373.08,3599,142050,4.02481e-08,6.67086e-06,2.36189,0
S,1,0,0,BRANDY,0.0143923,9.47792e-06,1518.52,73,1322,9.14257e-07,1.04496e-05,0.174089,0
S,1,0,0,CAPRI,0.00283085,1.05235e-06,2690.02,86,1866,9.62942e-08,2.72172e-05,0.215351,0
S,0,0,0,CYCLE,0.607716,0.116278,-4.61868,366,12915,3.02579e-07,8.6618e-06,57.5877,0
S,1,0,0,CZPROB,0.78286,3.58256e-07,2.1852e+06,41,817,1.81032e-07,1.56671e-05,0.58824,0
S,1,0,0,D2Q06C,0.0144905,1.18016e-07,122784,472,18386,3.89284e-07,5.10772e-05,39.7393,22
S,1,0,0,D6CUBE,9.05531e-08,2.87022e-10,315.492,49,486,9.7049e-07,4.30165e-06,2.69277,0
S,1,0,0,DEGEN2,0.000236113,1.64519e-07,-1435.18,17,72,5.84127e-07,1.57085e-08,0.113196,0
S,1,0,0,DEGEN3,0.00010763,1.09016e-07,-987.294,27,154,8.0566e-07,5.47129e-08,1.15995,0
S,0,4,0,DFL001,7.7416e+07,6.8714,8.86824e+07,1308,52017,0.00128833,0.0116274,600.009,237
S,0,0,0,E226,7.113,0.379321,-11.6389,52,416,1.61673e-08,5.78337e-07,0.107304,0
S,1,0,0,ETAMACRO,0.041381,5.47573e-05,-755.674,57,1019,7.49375e-07,9.73354e-07,0.278048,0
S,1,0,0,FFFFF800,87.7409,0.000157898,555767,818,33229,7.79242e-07,3.56158e-05,11.3826,149
S,1,0,0,FINNIS,2.22211,1.28601e-05,172789,58,1292,5.89953e-07,3.74444e-06,0.191194,0
S,1,0,0,FIT1D,0.00188537,2.06133e-07,-9146.38,33,222,9.33009e-07,8.84222e-09,0.0609573,0
S,1,0,0,FIT1P,0.000136549,1.49293e-08,9146.38,39,302,2.44064e-07,6.51193e-07,10.2228,0
S,1,0,0,FIT2D,0.00369259,5.39345e-08,-68464.3,40,384,7.09619e-07,8.04064e-09,1.17687,0
S,1,4,0,FIT2P,0.381184,5.56764e-06,68463.9,28,217,1.21375e-05,2.07903e-06,606.835,0
S,0,0,0,FORPLAN,951.648,1.43273,287.429,77,1800,7.90804e-07,3.51036e-06,0.230864,0
S,1,0,0,GANGES,2.82839,2.58097e-05,-109584,58,1056,7.27525e-09,4.37678e-06,1.05074,0
S,1,0,0,GFRD-PNC,0.0574902,8.32922e-09,6.90224e+06,116,3197,8.71289e-07,0.000164121,0.497176,17
S,1,4,0,GREENBEA,562513,0.00776283,-7.18999e+07,10318,390022,0.0140784,4.66542e-07,600.027,4979
S,1,0,0,GREENBEB,733.335,0.000170458,-4.30141e+06,869,35517,9.03023e-07,2.67753e-05,62.8428,165
S,1,0,0,GROW15,0.00357534,3.34547e-11,-1.06871e+08,263,8236,9.94699e-07,6.27145e-05,3.43573,0
S,1,0,0,GROW22,0.00256297,1.59355e-11,-1.60834e+08,292,9456,9.71931e-07,8.49228e-05,6.20293,0
S,1,0,0,GROW7,0.000288494,6.03698e-12,-4.77878e+07,312,10073,9.43085e-07,6.51648e-05,1.86963,0
K,1,0,0,ISRAEL,0.00239693,2.67322e-09,-896645,60,315,1.88167e-10,2.62739e-07,0.0390269,0
K,1,0,0,KB2,2.84929e-08,1.62826e-11,-1749.9,63,526,4.02383e-07,7.40556e-06,0.00687304,0
S,0,4,0,LOTFI,200.325,7.92904,175.06,310461,13316156,0.000786283,0.00925485,600.001,100378
S,0,0,0,MAROS,10744.7,0.185051,-47319,80,2102,4.54391e-07,1.43883e-05,2.46948,12
S,1,4,0,MAROS-R7,2.03534e-05,1.35944e-11,1.49719e+06,170,5065,6.45251e-05,0.000255682,600.807,0
S,1,0,0,MODSZK1,0.129947,0.000405298,320.75,962,36919,4.1215e-07,0.000334619,41.3302,0
S,1,0,0,NESM,51.115,3.63134e-06,1.40761e+07,77,2313,8.31944e-07,1.30873e-05,1.7155,0
S,0,0,0,PEROLD,94.8477,0.0101109,-9285.91,198,6764,9.92472e-07,0.000107667,7.57505,0
S,1,0,0,PILOT,1.38418,0.00248327,-556.02,119,3974,9.48971e-07,2.20905e-05,54.9132,0
S,0,0,0,PILOT.JA,88.182,0.014425,-6024.95,1229,48072,9.96742e-07,8.58078e-06,36.0437,0
S,1,0,0,PILOT.WE,2519.96,0.00092642,-2.71758e+06,1038,41078,9.86897e-07,1.38898e-05,14.2448,100
S,0,0,0,PILOT4,333.994,0.129398,-2247.15,216,6785,1.72849e-08,0.00046529,8.33725,0
S,0,4,1,PILOT87,66.2608,0.219617,367.972,383,14544,1.00034,7.24743e+08,601.299,0
S,1,0,0,PILOTNOV,1.78534e-08,3.96982e-12,-4497.28,217,7360,1.56194e-07,0.00032712,15.6234,0
S,1,0,0,RECIPE,9.83198e-09,3.68769e-11,-266.616,32,77,2.44168e-08,7.55263e-08,0.00199779,0
K,1,0,0,SC105,3.17502e-09,6.08217e-11,-52.2021,55,187,6.02271e-07,8.71096e-07,0.00858075,0
K,1,4,0,SC205,2.92502e-10,5.60327e-12,-52.2021,883034,35318826,0.00156685,0.00307109,600,0
K,1,0,0,SC50A,3.07023e-09,4.75451e-11,-64.5751,41,98,4.35067e-07,6.25294e-07,0.00188363,0
K,1,0,0,SC50B,9.25269e-11,1.32181e-12,-70,42,113,7.1855e-08,1.26423e-08,0.00271383,0
S,1,0,0,SCAGR25,0.0700557,4.74844e-09,-1.47534e+07,52,935,1.92144e-08,2.24111e-06,0.13291,0
S,1,0,0,SCAGR7,1.99542,8.55892e-07,-2.33139e+06,52,866,1.52082e-07,8.55525e-06,0.0236377,0
S,1,0,0,SCFXM1,1.1769,6.39039e-05,18417.9,87,1777,9.34027e-09,4.8223e-05,0.591677,0
