System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,0,4,0,SCFXM2,4188.59,0.114254,40848.9,101097,4251066,0.0499735,0.00986064,600.008,46957
S,1,0,0,SCFXM3,6.60449e-06,1.20298e-10,54901.3,98,2709,7.29923e-07,0.000210765,2.01686,0
K,1,0,0,SCORPION,2.41722e-05,1.28704e-08,1878.12,64,618,2.36391e-07,0.000116858,0.0315164,0
S,1,0,0,SCRS8,0.00306042,3.3843e-06,904.303,50,515,2.13509e-07,9.59151e-05,0.295541,0
S,1,0,0,SCSD1,2.77321e-06,3.19986e-07,8.66667,26,65,3.42732e-08,9.42339e-09,0.0197288,0
S,1,0,0,SCSD6,3.07829e-08,6.09562e-10,50.5,40,171,3.88815e-07,3.44986e-06,0.0862439,0
S,1,0,0,SCSD8,9.61854e-07,1.06282e-09,905,30,227,3.65013e-07,1.85061e-07,0.269296,0
S,1,0,0,SCTAP1,4.17179e-05,2.954e-08,1412.25,41,216,1.19773e-08,7.49685e-08,0.0591258,0
S,1,0,0,SCTAP2,5.95746e-06,3.45399e-09,1724.81,22,87,5.99931e-08,5.07416e-08,0.103561,0
S,1,0,0,SCTAP3,1.08907e-05,7.64793e-09,1424,21,79,3.94486e-07,4.91478e-10,0.145866,0
S,1,0,0,SEBA,1.1197e-05,7.12659e-10,15711.6,84,1659,9.57803e-07,2.55431e-05,3.29385,0
S,1,0,0,SHARE1B,0.252249,3.29353e-06,-76589.1,502,17823,9.86081e-07,4.81677e-05,0.441258,21
K,1,0,0,SHARE2B,0.000230103,5.5349e-07,-415.732,32,148,1.78327e-07,2.03597e-08,0.00846742,0
S,1,0,0,SHELL,0.000555515,4.5955e-13,1.20883e+09,82,2164,1.74916e-07,0.000821359,0.39073,0
S,1,0,0,SHIP04L,3.58196e-05,1.99739e-11,1.79332e+06,74,1532,2.09828e-08,0.000103727,0.493061,22
S,1,0,0,SHIP04S,0.217297,1.20807e-07,1.79871e+06,81,1802,3.01681e-08,6.42393e-05,0.411737,16
S,1,0,0,SHIP08L,1.15844,6.06815e-07,1.90906e+06,158,3758,8.51644e-08,7.3251e-06,3.57194,133
S,1,0,0,SHIP08S,0.351078,1.82844e-07,1.9201e+06,147,2268,1.53779e-08,1.14725e-06,1.56185,158
S,1,0,0,SHIP12L,0.208735,1.41979e-07,1.47019e+06,149,3661,2.08143e-08,7.07752e-06,5.07159,136
S,1,0,0,SHIP12S,0.0467656,3.14024e-08,1.48924e+06,115,2910,5.04542e-09,6.42263e-05,2.47604,81
S,1,0,0,SIERRA,6.01115,3.90477e-07,1.53944e+07,39,331,5.12041e-07,7.73691e-05,0.263524,1
S,1,0,0,STAIR,1.30673e-05,5.20058e-08,-251.267,56,491,3.44075e-08,4.09851e-07,0.40392,0
S,1,0,0,STANDATA,0.00128186,1.01921e-06,1257.7,31,194,3.81875e-07,4.9637e-08,0.0972494,0
S,1,0,0,STANDMPS,0.000639964,4.55161e-07,1406.02,35,276,1.30574e-07,1.57259e-07,0.171955,0
K,1,0,0,STOCFOR1,0.253215,6.15616e-06,-41132.2,41,201,3.51877e-07,7.84562e-07,0.00845642,0
K,1,0,0,STOCFOR2,8.04721e-09,2.0621e-13,-39024.4,190,5674,9.52547e-07,3.38705e-05,2.34551,0
S,1,0,0,TUFF,0.000888694,0.00304193,0.293036,541,19559,8.41211e-07,8.36071e-06,5.42113,0
S,1,0,0,VTP.BASE,0.356836,2.74846e-06,129832,49,527,9.07454e-07,1.13363e-06,0.0531418,0
S,1,0,0,WOOD1P,1.27227e-05,8.81747e-06,1.44292,27,103,6.61974e-07,7.16571e-08,0.307362,0
S,1,0,0,WOODW,3.42676e-08,2.62693e-08,1.30448,45,320,5.04807e-07,6.42257e-07,1.66678,0

