table,choice,nc,n_display,alpha2,y_lower,y_upper,u_lower,u_upper,ssn_status,ssn_solved,pmm_iter,ssn_iter,pmm_tol_achieved,ssn_time,ssn_obj,qpalm_status,qpalm_solved,qpalm_iter,qpalm_inner_iter,qpalm_tol_achieved,qpalm_time,qpalm_obj,osqp_status,osqp_solved,osqp_iter,osqp_tol_achieved,osqp_time,osqp_obj
poisson_state,poisson_state,6,8450,1.0,-0.1,0.002,-inf,inf,0,1,28,102,7.394657981627897e-07,31.905915126,0.12458538166053336,1,1,23,113,2.037626017048878e-07,1.773409333,0.12458685597979087,,,,,,
poisson_state,poisson_state,6,8450,0.01,-0.1,0.175,-inf,inf,0,1,15,105,7.37981660959084e-07,17.012302625,0.0998409925306312,1,1,9,37,2.659331235146027e-07,0.390358624,0.09984684747172441,,,,,,
poisson_state,poisson_state,6,8450,0.0001,-0.1,0.9,-inf,inf,0,1,5,13,6.086952727117658e-07,3.2200275,0.004903463601753519,1,1,6,13,6.235406070802804e-06,0.16603262400000002,0.004901146909659801,,,,,,
poisson_state,poisson_state,6,8450,1e-06,-0.1,1.0,-inf,inf,0,1,4,9,1.1334775194013592e-07,1.3993888749999999,0.00011704510420025571,1,1,5,7,5.187976483241662e-06,0.10427454,0.0002352458533415036,,,,,,
poisson_state,poisson_state,7,33282,1.0,-0.1,0.002,-inf,inf,0,1,30,159,9.636116987609217e-07,523.300382667,0.12461447477042374,1,1,42,228,9.361256081280808e-08,37.181463166,0.12465571794886354,,,,,,
poisson_state,poisson_state,7,33282,0.01,-0.1,0.175,-inf,inf,0,1,20,157,7.923514246126225e-07,401.376157542,0.09989446339649488,1,1,12,77,2.2117443901840186e-06,16.226560540999998,0.09988982052899441,,,,,,
poisson_state,poisson_state,7,33282,0.0001,-0.1,0.9,-inf,inf,0,1,8,13,1.8018518340692214e-07,40.276300626,0.00554314237070494,1,1,6,8,1.3850844385056472e-05,0.919539331,0.015420940008619086,,,,,,
poisson_state,poisson_state,7,33282,1e-06,-0.1,1.0,-inf,inf,0,1,7,9,2.1903151320718977e-07,17.070216625,0.001002678437430335,1,1,6,8,1.2701291092043742e-05,0.921439582,0.01190863523542493,,,,,,
