name,ssn_solved,ssn_time,ssn_iters,ssn_status,ssn_obj,qpalm_solved,qpalm_time,qpalm_iters,qpalm_status,qpalm_obj,osqp_solved,osqp_time,osqp_iters,osqp_status,osqp_obj
AUG2D,1,0.30901216715574265,115,0,1687408.545724622,1,0.0831787921488285,16,1,1677451.6548751993,1,0.05547199957072735,50,1,1677511.3290552208
AUG2DC,1,0.14418720826506615,45,0,1818365.2913654998,1,0.08275045920163393,16,1,1808267.7914470825,1,0.052256833761930466,50,1,1808267.2039653806
AUG2DCQP,1,0.8242968330159783,245,0,6498127.072111276,1,0.2631164574995637,47,1,6487968.499224074,1,1.2199254166334867,1700,1,6488037.006966587
AUG2DQP,1,0.9392667915672064,247,0,6237005.908219872,1,0.3309850823134184,57,1,6227067.414828271,1,1.1258336249738932,1525,1,6227112.320279438
AUG3D,1,0.005481291562318802,8,0,554.0679743369687,1,0.011576416902244091,10,1,-782.433172613789,1,0.009488166309893131,50,1,-782.4322742195347
AUG3DC,1,0.005468709394335747,7,0,771.2624318014314,1,0.01592087559401989,16,1,-1165.2379103693238,1,0.009744166396558285,50,1,-1165.2375613543259
AUG3DCQP,1,0.0486195832490921,37,0,993.3602739476955,1,0.041695582680404186,35,1,-943.1378599380864,1,0.01720875035971403,100,1,-943.137988596528
AUG3DQP,1,0.06051691621541977,36,0,675.2363367643925,1,0.04541325010359287,35,1,-661.2623526416307,1,0.01687300018966198,100,1,-661.2623283874609
BOYD1,0,10.258634500205517,304,4,-56738339.12139228,1,3.2042234176769853,156,1,-61735218.69934834,0,10.011095208115876,2546,8,-61731958.96705578
BOYD2,0,41.45584979094565,13,4,24.051094708945833,0,10.010527749545872,612,-5,172.752215677542,0,10.015121709555387,2870,8,2756304.214187533
CONT-050,1,0.2318467916920781,156,0,-4.563850049370797,1,0.029179207980632782,11,1,-4.56385048122636,1,0.45647033397108316,1775,1,-4.563851392513337
CONT-100,1,2.889491207897663,411,0,-4.644372778159185,1,0.6549681248143315,33,1,-4.644415521097686,0,10.00157220941037,7423,8,-4.644491885993544
CONT-101,0,10.069373540580273,299,4,0.20393453580459886,1,3.1608000406995416,123,1,0.19529107611552288,0,10.003348249942064,6776,8,0.19572485464913725
CONT-200,1,8.399618292227387,222,0,-4.68451320340245,1,1.6494681667536497,15,1,-4.685169773951925,0,10.008756041526794,1258,8,-3.7243645670723544
CONT-201,0,13.422065790742636,63,4,-0.00047252190236750336,0,10.31909712497145,29,-5,-0.07138071843069861,0,10.012078249827027,1039,8,3.904162081443306
CONT-300,0,20.25953425001353,43,4,-0.0001003294459483583,0,10.059846458025277,8,-5,-0.06070086862580997,0,10.0283625414595,244,8,5.11122173307691
CVXQP1L,0,16.295216250233352,6,4,47438.185585838735,0,10.624912166036665,16,-5,54252316.16931424,0,10.002713999710977,1107,8,108681473.73630877
CVXQP1M,0,10.081707583740354,592,4,1078150.2199659399,1,0.15323566645383835,80,1,1087510.493655371,1,0.09394295793026686,625,1,1087511.554541954
CVXQP1S,1,0.05030158255249262,523,0,11590.717743408468,1,0.0011314582079648972,37,1,11590.718060485195,1,0.00217279139906168,425,1,11590.717496574516
CVXQP2L,0,15.41941941715777,8,4,24621.841227888683,0,10.733446832746267,24,-5,42788226.27817785,1,9.054154915735126,1650,1,81842458.26015085
CVXQP2M,0,10.010544166900218,4232,4,820155.431015774,1,0.09173025004565716,60,1,820155.4131144702,1,0.02520754188299179,175,1,820155.4302829508
CVXQP2S,1,0.027773000299930573,687,0,8120.931992909049,1,0.0010028332471847534,35,1,8120.940202582617,1,0.0007857922464609146,75,1,8120.9404799686345
CVXQP3L,0,11.229345415718853,4,4,5520.821409653813,0,11.311680125072598,15,-5,65474713.614868864,0,10.006096416153014,891,8,115674915.08374605
CVXQP3M,0,10.10893570818007,282,4,969310.4719951457,1,0.221262083388865,113,1,1362828.3891311693,1,0.47652212530374527,3000,1,1362828.7028892862
CVXQP3S,0,10.001151915639639,169777,4,11943.432202316324,1,0.0013972502201795578,39,1,11943.432069999924,1,0.0009217085316777229,100,1,11943.431057830818
DPKLO1,1,0.00108270812779665,19,0,0.3700962127879024,1,0.0018928330391645432,16,1,0.3700956934578646,1,0.0011102082207798958,50,1,0.37009621720634406
DTOC3,0,10.026448832824826,3201,4,233.22893246474618,1,0.2525221249088645,126,1,235.25594524888942,0,10.00163379125297,24135,8,273.63709246719475
DUAL1,1,0.011913791298866272,16,0,0.03501285346566513,1,0.0013985000550746918,21,1,0.035012946828452435,1,0.0010547498241066933,50,1,0.0350129660096062
DUAL2,1,0.007266790606081486,30,0,0.03373363477354318,1,0.001199040561914444,13,1,0.03373367841103344,1,0.0010102912783622742,50,1,0.03373367619184395
DUAL3,1,0.02010245807468891,31,0,0.13575570431602885,1,0.0016985414549708366,15,1,0.13575574835334817,1,0.0015913750976324081,50,1,0.13575583620789974
DUAL4,1,0.02233625017106533,123,0,0.7460896317791951,1,0.0007426654919981956,15,1,0.746090432363693,1,0.0009578345343470573,50,1,0.7460908274281847
