System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,2,0,QSHIP04L,4.69184,1.93876e-06,2.42002e+06,259,10010,0.599521,753.436,222.169
S,1,3,0,QSHIP04S,1941.01,0.00080042,2.42305e+06,212,7696,0.0230603,0.00102553,142.369
S,1,2,1,QSHIP08L,10.2386,4.30909e-06,2.37603e+06,316,10024,36.2243,2134.89,1405.25
S,1,2,1,QSHIP08S,14.773,6.19224e-06,2.38574e+06,264,10005,237.825,2677.58,395.496

K,0,2,0,QSHIP12L,118359,0.0392065,2.90052e+06,114,4033,0.906307,2882.37,1172.13
S,0,2,0,QSHIP12S,120371,0.039376,2.93659e+06,112,4018,0.905304,2439.62,302.444
S,0,3,1,QSIERRA,1.02569e+08,4.31863,1.2632e+08,12,225,1.44158e+06,0,17.8973
S,1,2,1,QSTAIR,46427.3,0.00581399,7.93903e+06,103,4017,1731.74,2007.74,49.584
S,1,2,1,QSTANDAT,1.59083,0.000248109,6413.43,101,4002,1.08772,1032.38,108.353
S,1,0,0,S268,9.54609e-05,166.567,-9.48878e-05,8,71,6.39456e-05,1.22663e-05,0.0074042
K,1,2,1,STADAT1,143487,0.00502989,-2.86704e+07,100,4000,2.23253,118658,88.1259
K,0,2,1,STADAT2,7.71581,0.236488,-24.9109,99,4000,3.97321,1.01459e+06,68.0928
K,0,2,1,STADAT3,15.153,0.42351,-20.6265,99,4000,7.86797,851393,146.425
