agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
1,2,0,QSHIP08S,505.119,0.000211725,2.38522e+06,55,506,0.0157216,9.56785e-05,30.2322
0,2,1,QSHIP12L,123109,0.0407798,2.89577e+06,25,519,43.2266,1.07734e+06,188.651
0,2,0,QSHIP12S,129908,0.0424959,2.92705e+06,32,504,0.845462,0.33252,37.7056
1,2,0,QSIERRA,8.87689,3.73757e-07,2.37504e+07,44,523,0.000155835,0.000852356,12.9007
1,2,0,QSTAIR,0.107153,1.34186e-08,7.98545e+06,64,522,0.000618609,0.0012748,5.90868
1,0,0,QSTANDAT,0.0601688,9.38402e-06,6411.78,27,110,3.93568e-05,0.000126731,2.51682
0,0,0,S268,2.15566,3.76135e+06,2.15566,4,10,9.95973e-05,0.0207197,0.0024723
0,2,1,STADAT1,1.14161e+07,0.400189,-1.71107e+07,17,510,1.28754,6.01501e+07,41.4503
0,2,0,STADAT2,22.7761,0.698081,-9.85061,20,507,0.0260119,1793.61,11.7461
0,2,0,STADAT3,26.1363,0.730482,-9.6432,17,510,0.00891027,195.568,24.1921
1,0,0,STCQP1,1.18448,7.63476e-06,155142,35,94,9.24323e-05,2.7886e-05,22.8389
1,0,0,STCQP2,0.100677,4.50914e-06,22327.2,40,112,7.95022e-05,4.40187e-05,37.2059
1,0,0,TAME,2.49998e-11,inf,2.49998e-11,18,9,4.04375e-05,2.73561e-11,0.0018834
0,2,0,UBH1,56.98,51.0573,58.096,66,529,0.00297436,0.00475115,58.3403
0,0,0,VALUES,0.0853119,0.0610845,-1.31131,21,47,2.97856e-05,7.62189e-12,0.300274
0,2,0,YAO,190.197,0.962028,7.50723,46,506,0.0372201,0.0231859,7.79509
1,0,0,ZECEVIC2,2.87033e-05,6.95838e-06,-4.12503,25,7,1.43518e-05,4.55272e-05,0.0022003
