System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
K,1,0,0,AUG2D,376.01,0.000222832,1.68704e+06,52,85,9.53011e-05,1.16343e-07,14.4303
S,1,0,0,CONT-050,0.0367777,0.00805848,-4.52707,38,87,9.3974e-05,4.37077e-06,5.31811
K,0,2,1,DUALC1,3.47849e+06,565.125,-3.47233e+06,70,2011,3.58793,22031.8,1.74911
K,1,0,0,PRIMALC1,3.77822,0.000613821,-6159.03,119,1920,7.7128e-05,0.000270233,2.17646
S,1,2,0,QADLITTL,3168.2,0.00659604,477151,66,2010,0.425999,863.237,2.4388
S,1,2,0,QPCBLEND,0.000505374,0.0644401,-0.00834791,72,2010,0.0384222,0.269383,1.92099
K,0,2,1,QPCBOEI2,976098,0.119445,7.19586e+06,67,2028,1067.24,8140.68,2.36647
S,0,2,1,QSCAGR7,2.12399e+06,0.0790588,2.4742e+07,69,2004,54.3581,13575.5,2.85603
S,1,0,0,S268,0.000134488,234.665,-0.000133915,7,51,8.18129e-05,7.33924e-06,0.0085307

K,1,2,0,QADLITTL,3168.24,0.00659611,477151,66,2010,0.425999,866.563,3.15066

K,1,2,0,QADLITTL,1184.68,0.00246644,479134,66,2010,0.312441,533.754,3.08617

K,1,2,0,QADLITTL,1184.68,0.00246644,479134,66,2010,0.312441,533.754,3.09835

K,0,2,0,QADLITTL,5362.44,0.0111643,474956,66,2010,0.84791,5209.46,3.114

K,1,2,0,QADLITTL,1184.68,0.00246644,479134,66,2010,0.312441,533.754,3.10295

K,1,2,0,QADLITTL,1184.68,0.00246644,479134,66,2010,0.312441,533.754,3.07288

K,1,2,1,QADLITTL,1112.93,0.00231706,479206,133,4020,1.30729,15995.4,5.75045

K,1,2,1,QADLITTL,1053.64,0.00219363,479265,133,4020,10.6051,59894.7,5.7982

K,1,0,0,AUG2D,346.893,0.000205577,1.68706e+06,92,105,8.79226e-05,4.0124e-06,17.9522

K,1,0,0,CONT-050,0.0370696,0.00812244,-4.52678,45,96,9.46877e-05,4.46788e-06,5.71717

K,0,0,0,CONT-050,0.052269,0.0114528,-4.51158,178,188,9.93423e-05,1.47429e-10,11.5016

K,0,0,0,CONT-050,0.052269,0.0114528,-4.51158,178,188,9.93423e-05,1.47429e-10,11.6249


K,1,0,0,CONT-050,0.000450884,9.87946e-05,-4.5643,17,61,4.05378e-05,6.93727e-07,3.75576

K,1,0,0,AUG2D,383.568,0.000227311,1.68703e+06,96,130,9.72167e-05,1.05117e-08,22.2532
S,1,0,0,CONT-050,0.000450884,9.87946e-05,-4.5643,17,61,4.05378e-05,6.93715e-07,3.88551
