System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,AUG2D,356.874,0.000211492,1.68705e+06,92,118,9.04525e-05,8.07924e-07,17.1292
S,1,0,0,AUG2DC,387.05,0.000212856,1.81798e+06,92,93,9.07357e-05,4.71569e-11,13.4389
S,1,0,0,AUG2DCQP,764.403,0.000117634,6.49737e+06,56,84,9.63978e-05,4.21973e-08,22.6742
S,1,0,0,AUG2DQP,726.927,0.00011655,6.23629e+06,58,85,9.54305e-05,4.84992e-08,22.8775
S,1,0,0,AUG3D,0.0248262,4.48071e-05,554.093,5,6,2.45152e-05,5.77316e-14,0.150238
S,1,0,0,AUG3DC,0.110409,0.000143153,771.152,4,5,8.36352e-05,5.0604e-14,0.123576
S,1,0,0,AUG3DCQP,0.0924555,9.30734e-05,993.27,19,26,8.99534e-05,3.35846e-11,0.695926
S,1,0,0,AUG3DQP,0.059512,8.81348e-05,675.178,17,27,8.52502e-05,5.94442e-11,0.76636
S,1,1,0,BOYD1,25078.2,0.000406221,-6.17101e+07,500,2346,0.000105913,2.36053e-05,1362.57
K,0,2,0,BOYD2,172.039,8.09337,193.296,199,6006,0.000406712,0.000926173,5070.25
S,1,0,0,CONT-050,0.023546,0.00515923,-4.5403,53,102,8.81352e-05,1.22701e-05,6.25954
S,0,0,0,CONT-100,0.591663,0.127393,-4.05274,49,91,9.94768e-05,2.56733e-06,41.4537
S,0,0,0,CONT-101,0.080144,0.409886,0.275671,83,283,7.38322e-05,2.41854e-06,137.396
S,0,0,0,CONT-200,1.12489,0.240111,-3.55999,48,124,9.53462e-05,2.2541e-06,361.915
S,0,0,0,CONT-201,0.301187,1.56474,0.49367,79,550,9.92072e-05,5.78644e-08,1711.51
S,0,0,0,CONT-300,0.217351,1.13492,-0.025839,73,732,9.20305e-05,1.24252e-06,7853.43
S,0,2,0,CVXQP1M,46768.2,0.0430047,1.04074e+06,445,6004,0.0190542,0.00698711,7419.17
S,1,0,0,CVXQP1S,1.63639,0.000141181,11589.1,304,3303,9.97044e-05,1.27958e-05,14.5394
S,1,2,0,CVXQP2M,48.2411,5.88195e-05,820107,234,6019,0.000993759,0.000879766,2218.21
S,1,0,0,CVXQP2S,0.212478,2.61642e-05,8120.73,111,186,9.28857e-05,1.89935e-06,1.04252
S,0,2,0,CVXQP3M,266430,0.195498,1.0964e+06,448,6010,0.0242981,0.00948528,8042.63
S,1,2,0,CVXQP3S,1.75886,0.000147266,11941.7,437,6014,0.000215367,2.50629e-05,33.4249
