System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,AUG2D,356.868,0.000211489,1.68705e+06,92,93,9.04699e-05,2.7372e-05,13.7438
S,1,0,0,AUG2DC,387.05,0.000212856,1.81798e+06,92,93,9.07357e-05,4.71569e-11,13.166
S,1,0,0,AUG2DCQP,759.663,0.000116905,6.49738e+06,57,83,9.58001e-05,4.19421e-08,22.4049
S,1,0,0,AUG2DQP,253.27,4.06076e-05,6.23676e+06,54,79,3.3242e-05,1.4619e-08,20.765
S,1,0,0,AUG3D,0.0248262,4.48071e-05,554.093,5,6,2.45152e-05,5.77316e-14,0.140512
S,1,0,0,AUG3DC,0.110409,0.000143153,771.152,4,5,8.36352e-05,5.0604e-14,0.118644
S,1,0,0,AUG3DCQP,0.0067347,6.7797e-06,993.369,21,26,7.61165e-05,4.32935e-11,0.644439
S,1,0,0,AUG3DQP,0.0587841,8.70568e-05,675.179,17,22,8.41818e-05,5.94944e-07,0.727756
S,1,2,0,BOYD1,48167.7,0.000780231,-6.16871e+07,476,6014,0.000159833,7.21795e-07,3312.1
K,0,2,0,BOYD2,172.651,8.12218,193.908,233,6006,0.000381731,0.733143,5041.81
S,1,0,0,CONT-050,0.000418122,9.1616e-05,-4.56343,73,85,7.05457e-05,2.179e-09,4.97572
S,1,0,0,CONT-100,0.00295814,0.000636926,-4.64144,79,122,4.43302e-05,8.44225e-09,55.4989
S,0,0,0,CONT-101,0.0286617,0.146587,0.224189,83,199,5.88429e-05,9.31632e-09,97.2306
S,1,0,0,CONT-200,0.00441898,0.000943245,-4.68046,103,185,2.52477e-05,1.47922e-08,564.092
S,0,0,0,CONT-201,0.467456,2.42855,0.659939,81,371,9.83473e-05,4.56501e-08,1190.23
S,0,0,0,CONT-300,0.210509,1.0992,-0.0189971,79,533,8.17464e-05,1.03934e-06,6334.49
S,0,2,0,CVXQP1M,60201.9,0.0553575,1.02731e+06,348,6031,0.0294376,7.76893e-06,7616.65
S,1,0,0,CVXQP1S,6.2934e-05,5.42969e-09,11590.7,175,516,8.63989e-05,8.63989e-05,2.73863
S,1,2,0,CVXQP2M,13.3558,1.62844e-05,820142,253,6002,0.000431976,0.000420944,2309.34
S,1,0,0,CVXQP2S,0.218589,2.69167e-05,8120.72,98,121,9.53905e-05,8.43717e-07,0.70524
S,0,2,0,CVXQP3M,279369,0.204992,1.08346e+06,341,6004,0.0299581,2.9588e-06,8422.55
S,1,3,0,CVXQP3S,1.09151,9.13896e-05,11942.3,366,4108,0.000138707,2.47409e-07,22.8225
S,1,0,0,DPKLO1,2.78437e-05,7.52337e-05,0.370068,7,8,5.02237e-05,2.91534e-14,0.0329975
S,1,2,0,DTOC3,0.829212,0.00352463,236.092,236,6009,0.133298,0.140413,468.952
S,1,0,0,DUAL1,1.11377e-05,0.000318101,0.0350018,8,9,7.3598e-05,2.32222e-09,0.0859144
S,1,0,0,DUAL2,5.64281e-06,0.000167275,0.033728,7,8,8.30111e-05,1.12217e-12,0.0841741
S,1,0,0,DUAL3,1.9281e-05,0.000142027,0.135737,19,20,9.45333e-05,2.16734e-06,0.28814
S,1,0,0,DUAL4,0.000178976,0.000239885,0.745912,37,38,9.62234e-05,5.4285e-05,0.236244
K,0,2,0,DUALC1,1.21046e+06,196.654,-1.2043e+06,196,6005,0.402694,19.0924,2.90126
K,0,2,0,DUALC2,67794.4,19.09,-64243.1,169,6032,0.290099,6.21085,2.25511
K,1,0,0,DUALC5,0.0376046,8.80191e-05,427.195,138,579,9.99494e-05,0.000158437,0.560854
