System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,AUG2D,3.81256,2.25941e-06,1.68741e+06,81,112,9.54465e-07,4.15132e-08,1.18206,0
S,1,0,0,AUG2DC,3.54082,1.94725e-06,1.81836e+06,56,57,8.22027e-07,3.98902e-10,0.587569,0
S,1,0,0,AUG2DCQP,12.4675,1.91863e-06,6.49812e+06,50,151,7.81692e-07,1.10696e-07,2.27304,0
S,1,0,0,AUG2DQP,9.28403,1.48854e-06,6.237e+06,48,109,6.04268e-07,1.13779e-08,1.78774,0
S,1,0,0,AUG3D,0.000808436,1.45909e-06,554.067,9,10,8.42983e-07,1.20039e-07,0.0221209,0
S,1,0,0,AUG3DC,0.000441019,5.71815e-07,771.262,11,12,3.3711e-07,1.53886e-11,0.0249515,0
S,1,0,0,AUG3DCQP,0.00193197,1.94488e-06,993.36,24,44,8.6416e-07,6.75716e-08,0.0838954,0
S,1,0,0,AUG3DQP,0.00121305,1.79648e-06,675.236,24,36,7.96173e-07,3.41751e-13,0.0815503,0
S,1,4,0,BOYD1,130084,0.00210713,-6.16051e+07,1123,32899,0.000499566,8.10597e-05,1200.26,119
K,0,4,0,BOYD2,41.0165,1.92957,62.2733,654,22944,0.0170355,0.535628,1254.93,3
S,1,0,0,CONT-050,1.26058e-06,2.76209e-07,-4.56385,71,198,8.38857e-07,5.30134e-08,1.0555,0
S,1,0,0,CONT-100,2.03017e-05,4.37122e-06,-4.64438,80,292,8.78388e-07,6.00706e-08,11.8139,0
S,1,0,0,CONT-101,5.61967e-05,0.000287411,0.195584,107,564,9.83795e-07,4.23839e-08,20.8782,0
S,1,0,0,CONT-200,0.000354478,7.56643e-05,-4.68452,108,549,9.4234e-07,4.10904e-08,148.229,0
S,1,0,0,CONT-201,0.000667706,0.0034689,0.193151,113,1709,9.75146e-07,1.55457e-07,408.155,0
S,1,4,0,CONT-300,0.00444589,0.0232147,0.195958,99,1260,1.10359e-06,8.68723e-07,1202.34,0
S,0,3,0,CVXQP1L,1.08705e+08,0.999998,230.059,1,45,0.999245,0,2.4045,12
S,0,4,0,CVXQP1M,29920.9,0.0275132,1.05759e+06,404,14825,0.00935924,3.36241e-06,1201.66,178
S,1,3,0,CVXQP1S,0.0178711,1.54184e-06,11590.7,8348,394579,1.0809e-06,1.01016e-07,141.68,5517
S,0,3,0,CVXQP2L,8.18424e+07,1,11.4553,1,90,0.991109,0,5.27213,16
S,1,4,0,CVXQP2M,7.04328,8.58773e-06,820148,250,7567,0.000124772,9.8188e-05,1298.72,14
S,1,0,0,CVXQP2S,0.0086629,1.06674e-06,8120.93,69,310,9.17949e-07,7.49538e-08,0.0786985,3
S,0,3,0,CVXQP3L,1.15711e+08,0.999998,219.752,2,134,0.999163,0,8.61948,15
S,0,4,0,CVXQP3M,270162,0.198236,1.09267e+06,86,957,0.020143,0.0112256,2023.41,8
S,1,4,0,CVXQP3S,0.165205,1.38323e-05,11943.3,33512,1454413,1.38257e-05,2.21944e-07,1200.01,26859
S,1,0,0,DPKLO1,1.62176e-06,4.38201e-06,0.370095,11,18,4.46286e-07,5.7451e-08,0.00597542,0
S,1,0,0,DTOC3,0.033895,0.000144073,235.296,276,9697,9.59102e-07,2.91472e-07,45.8668,0
S,1,0,0,DUAL1,1.00168e-07,2.86088e-06,0.0350129,21,37,6.92432e-07,1.12219e-08,0.0247652,0
S,1,0,0,DUAL2,3.73794e-08,1.10807e-06,0.0337336,23,43,8.96373e-07,8.47199e-09,0.028002,0
S,1,0,0,DUAL3,1.41896e-07,1.04523e-06,0.135756,36,68,8.74278e-07,1.7979e-08,0.0725185,0
S,1,0,0,DUAL4,9.65143e-07,1.2936e-06,0.74609,44,96,8.76324e-07,1.07795e-08,0.0423766,0
K,1,0,0,DUALC1,6.01511,0.000977232,6149.24,129,2274,9.9968e-07,4.95311e-08,0.0467024,40
K,1,0,0,DUALC2,0.111818,3.14864e-05,3551.42,25,83,4.58542e-07,1.32465e-07,0.00250083,0
K,1,0,0,DUALC5,0.000141314,3.30766e-07,427.232,45,221,7.75383e-07,6.67147e-08,0.00670417,0
K,1,0,0,DUALC8,0.289642,1.58193e-05,18309.1,95,2759,9.26064e-07,5.93101e-08,0.1167,0
K,1,0,0,EXDATA,3.84041e-07,2.7075e-09,-141.843,61,292,8.15569e-07,3.8802e-08,118.315,1
S,1,0,0,GENHS28,1.11962e-06,1.20756e-06,0.927175,6,7,4.78702e-07,2.41059e-07,0.000165125,0
S,1,0,0,GOULDQP2,4.15059e-06,0.0225238,0.000188426,54,106,7.78986e-07,3.44228e-12,0.0638005,0
S,1,0,0,GOULDQP3,2.9355e-06,1.42308e-06,2.06279,20,44,4.07848e-07,1.26323e-08,0.0316799,0
K,1,0,0,HS118,1.00388e-05,1.51001e-08,664.82,27,163,1.60827e-07,6.59139e-07,0.00105346,0
S,1,0,0,HS21,1.05118e-08,1.0516e-10,-99.96,6,8,5.88857e-07,1.43497e-15,5.6625e-05,0
S,1,0,0,HS268,1.77421e-06,3.09578,-1.2011e-06,62,265,9.88869e-07,4.18674e-08,0.00132825,15
S,1,0,0,HS35,8.08583e-08,7.27725e-07,0.111111,7,8,8.11923e-08,2.47784e-08,8.4542e-05,0
S,1,0,0,HS35MOD,1.00764e-06,4.03055e-06,0.249999,11,35,4.0205e-07,6.41751e-09,0.000375875,0
S,1,0,0,HS51,4.63923e-06,5.22331e+09,-4.63923e-06,11,12,6.63367e-07,1.0381e-07,0.000178542,0
S,1,0,0,HS52,6.14605e-06,1.15383e-06,5.32664,18,19,4.36884e-07,6.62019e-08,0.000246875,0
S,1,0,0,HS53,7.02683e-06,1.71678e-06,4.09302,14,15,7.16709e-07,8.92152e-08,0.000211583,0
S,1,0,0,HS76,2.82292e-07,6.02954e-08,-4.68182,8,20,1.59426e-07,1.05496e-07,0.000211958,0
