System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,smw_count,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail,Krylov_fail
S,1,0,0,AUG2D,3.25428,1.92856e-06,1.68741e+06,23,115,18,4,0,8.12958e-07,2.94307e-10,0.319358,0,0
S,1,0,0,AUG2DC,2.80863,1.54459e-06,1.81837e+06,24,45,18,4,0,6.50375e-07,3.00427e-10,0.152354,0,0
S,1,0,0,AUG2DCQP,7.72789,1.18925e-06,6.49813e+06,19,245,593,29,0,4.83075e-07,1.08568e-08,0.842671,0,0
S,1,0,0,AUG2DQP,6.19178,9.92748e-07,6.23701e+06,19,247,558,48,0,4.01375e-07,1.14953e-08,0.991197,0,0
S,1,0,0,AUG3D,0.000244337,4.40988e-07,554.068,7,8,0,1,0,3.57895e-07,5.90861e-14,0.00523929,0,0
S,1,0,0,AUG3DC,8.19857e-06,1.06301e-08,771.262,6,7,0,1,0,4.05473e-07,3.86802e-14,0.00528917,0,0
S,1,0,0,AUG3DCQP,0.00187605,1.88859e-06,993.36,28,37,420,13,0,8.38306e-07,2.34834e-13,0.0494485,0,0
S,1,0,0,AUG3DQP,0.00133324,1.97447e-06,675.236,25,36,384,21,0,8.78328e-07,2.56006e-13,0.194444,0,0
S,0,4,0,BOYD1,4.99688e+06,0.0809405,-5.67383e+07,19,304,510,303,0,0.999006,4.63311e+06,10.3058,0,0
L,0,4,0,BOYD2,2.79433,0.131456,24.0511,1,13,11,13,0,0.539745,1.01599e-05,30.7607,0,1
S,1,0,0,CONT-050,8.50629e-07,1.86384e-07,-4.56385,20,156,134,33,0,6.77086e-07,5.24264e-09,0.239335,0,0
S,1,0,0,CONT-100,2.51218e-05,5.40906e-06,-4.64437,26,411,244,50,0,9.68366e-07,4.38452e-08,2.89907,0,0
S,1,4,0,CONT-101,0.00788932,0.0403489,0.203417,20,319,4427,215,0,1.60305e-05,1.12328e-07,10.0044,0,0
S,1,0,0,CONT-200,0.000362697,7.74186e-05,-4.68451,58,222,131,25,0,9.36611e-07,7.79643e-07,8.33012,0,0
S,0,4,0,CONT-201,0.192956,1.00245,-0.000472522,5,63,2015,63,0,0.0621676,0.0677287,13.4143,0,0
S,0,4,0,CONT-300,0.191613,1.00052,-0.000100329,4,43,1329,43,0,0.00847736,0.00888349,20.2906,0,0
L,0,4,0,CVXQP1L,1.08657e+08,0.999564,47438.2,2,6,500,7,0,0.851654,1.81968e-07,16.4369,0,1
S,1,4,0,CVXQP1M,9361.38,0.00860807,1.07815e+06,39,592,6511,90,0,0.0023687,10.6393,10.0971,120,0
S,1,0,0,CVXQP1S,0.000256592,2.21377e-08,11590.7,37,523,2056,45,0,7.29339e-07,0.000211826,0.0502207,64,0
L,0,4,0,CVXQP2L,8.18178e+07,0.999699,24621.8,2,8,500,9,0,0.875091,1.86316e-07,15.533,0,1
S,1,4,0,CVXQP2M,0.00101577,1.23851e-09,820155,240,4208,9343,172,0,0.000612829,1.81256,10.0062,6408,0
S,1,0,0,CVXQP2S,0.00850709,1.04755e-06,8120.93,43,687,2309,21,0,9.00777e-07,4.21959e-08,0.0273905,0,0
L,0,4,0,CVXQP3L,1.15706e+08,0.999952,5520.82,1,4,500,5,0,0.843528,1.08862e-08,11.4592,0,1
S,0,4,0,CVXQP3M,393518,0.288751,969310,19,282,7156,46,0,0.0688285,1.92417e-05,10.0131,0,0
S,1,4,0,CVXQP3S,0.000202316,1.69395e-08,11943.4,14657,170505,460742,12808,0,5.44731e-06,0.00157114,10.0008,67299151,0
S,1,0,0,DPKLO1,7.2121e-09,1.94871e-08,0.370096,8,19,0,2,0,3.94583e-07,5.00017e-07,0.00219296,0,0
S,0,4,0,DTOC3,51.798,0.220171,287.06,151,3001,11920,9,0,0.845855,6989.17,10.0189,0,0
S,1,0,0,DUAL1,1.12534e-07,3.21408e-06,0.0350129,10,16,229,10,0,7.6738e-07,1.11188e-11,0.00946288,0,0
S,1,0,0,DUAL2,4.12265e-08,1.22212e-06,0.0337336,9,30,177,4,0,9.15852e-07,9.47844e-08,0.00473908,0,0
S,1,0,0,DUAL3,1.35684e-07,9.99471e-07,0.135756,28,31,419,9,0,8.32189e-07,1.25638e-10,0.0178958,0,0
S,1,0,0,DUAL4,1.20822e-06,1.6194e-06,0.74609,41,123,1423,5,0,9.76939e-07,2.50736e-10,0.0184831,0,0
S,0,0,0,DUALC1,64.6586,0.0105046,6090.59,15,201,940,5,178,3.16995e-07,6.91764e-05,0.006478,0,0
S,1,0,0,DUALC2,0.0501401,1.41188e-05,3551.36,10,83,162,1,82,7.59061e-08,3.89419e-08,0.00194188,0,0
S,1,0,0,DUALC5,0.000721779,1.68943e-06,427.232,23,324,1635,1,323,8.33263e-07,7.48136e-10,0.0100178,0,0
S,1,0,0,DUALC8,1.48964,8.13594e-05,18307.9,64,1226,5357,1,1225,8.83878e-07,1.39305e-08,0.0607351,0,0
S,0,4,0,EXDATA,84.8807,0.598412,-56.9627,1,11,66,10,1,0.188682,4.5668e-10,22.2851,0,0
S,1,0,0,GENHS28,9.24928e-08,9.97578e-08,0.927174,6,8,0,2,0,6.84331e-07,9.19568e-07,9.0459e-05,0,0
S,1,0,0,GOULDQP2,3.80284e-06,0.0206367,0.000188078,25,161,133,26,0,9.49444e-07,1.33037e-09,0.0256658,0,0
S,1,0,0,GOULDQP3,2.96458e-06,1.43717e-06,2.06279,8,40,391,19,0,7.02178e-08,1.49342e-08,0.0207555,0,0
S,1,0,0,HS118,2.89003e-09,4.34709e-12,664.82,11,143,850,7,68,2.96281e-07,1.753e-07,0.00157967,0,0
S,1,0,0,HS21,2.32021e-09,2.32113e-11,-99.96,4,6,0,1,5,7.43787e-07,6.15607e-15,4.375e-05,0,0
S,1,0,0,HS268,1.83361e-06,3.19942,-1.26051e-06,32,530,85,1,529,9.82335e-07,4.05013e-08,0.00261912,0,0
S,1,0,0,HS35,2.09265e-07,1.88338e-06,0.111111,5,11,26,1,10,4.83093e-08,3.9832e-07,0.000104,0,0
S,1,0,0,HS35MOD,3.62928e-07,1.45171e-06,0.25,6,37,86,1,36,5.40766e-07,4.8459e-06,0.000274208,0,0
S,1,0,0,HS51,2.60035e-06,2.92773e+09,2.60035e-06,9,10,0,1,0,3.33571e-07,4.03855e-13,5.6583e-05,0,0
S,1,0,0,HS52,6.56046e-06,1.23163e-06,5.32664,8,15,0,2,0,4.64225e-07,2.6719e-07,7.2375e-05,0,0
S,1,0,0,HS53,9.4403e-06,2.30644e-06,4.09301,6,10,0,2,0,9.34942e-07,1.75686e-06,5.8125e-05,0,0
S,1,0,0,HS76,3.29351e-07,7.03468e-08,-4.68182,4,10,29,1,9,3.28191e-07,3.42926e-13,0.000121833,0,0
S,1,4,0,HUES-MOD,226.127,6.49329e-06,3.48245e+07,1693,8316,382,1604,0,0.00978201,7.69894e-05,10.0049,800887,0
S,1,0,0,HUESTIS,2.28494e+06,6.56125e-06,3.48245e+11,5,13,13,9,0,8.88063e-07,5.86425e-07,0.0219274,0,0
S,1,0,0,KSIP,1.64472e-06,2.85642e-06,0.575796,22,260,788,21,121,8.52247e-07,8.45233e-10,0.207774,0,0
S,1,0,0,LASER,0.0896674,3.72125e-08,2.4096e+06,17,84,31,15,14,4.31455e-07,2.94454e-10,0.0480832,0,0
S,0,0,0,LISWET1,11.1192,0.307821,25.0032,40,304,1141,77,77,4.79379e-07,3.94855e-06,1.23735,0,0
S,0,0,0,LISWET10,24.4839,0.494766,25.0019,42,298,604,64,76,6.75776e-07,3.61824e-09,1.02458,0,0
S,0,0,0,LISWET11,24.5247,0.495208,24.9993,42,285,853,51,75,7.16128e-07,6.73116e-09,1.02755,0,0
S,0,0,0,LISWET12,1711.93,0.985608,24.9987,42,262,4447,42,108,8.89742e-07,2.14969e-09,2.34062,0,0
S,1,0,0,LISWET2,0.000636274,2.54529e-05,24.9974,42,288,473,57,66,6.62374e-07,7.99527e-06,0.958347,0,0
S,1,0,0,LISWET3,0.00049866,1.99454e-05,25.0007,42,284,2675,54,107,6.59342e-07,8.89155e-07,1.70549,0,0
S,1,0,0,LISWET4,0.000505826,2.0233e-05,24.9996,42,291,596,57,77,6.60792e-07,7.86735e-08,0.954975,0,0
S,1,0,0,LISWET5,0.000504921,2.01692e-05,25.0337,42,292,444,61,65,6.5856e-07,3.38065e-09,0.904132,0,0
S,1,0,0,LISWET6,0.000543234,2.17331e-05,24.9952,42,289,783,56,77,6.61864e-07,8.40629e-06,1.11609,0,0
S,0,0,0,LISWET7,473.839,0.949879,25.0023,42,297,682,67,69,6.62627e-07,4.93012e-07,1.03558,0,0
S,0,0,0,LISWET8,7119.7,0.996501,25.0022,42,294,705,52,85,6.61468e-07,2.05922e-08,1.00195,0,0
S,0,0,0,LISWET9,1938.25,0.987265,25.0018,42,286,1491,47,105,6.77732e-07,7.56502e-09,1.30495,0,0
S,1,0,0,LOTSCHD,0.00518468,2.16171e-06,2398.41,11,18,72,8,0,7.90469e-07,8.3394e-13,0.000205875,0,0
S,1,0,0,MOSARQP1,5.80218e-06,6.08913e-09,-952.875,32,48,686,10,12,9.97867e-07,2.60902e-12,0.0801889,0,0
S,1,0,0,MOSARQP2,0.000175624,1.09938e-07,-1597.48,15,30,355,14,8,7.33557e-07,1.091e-10,0.0227131,0,0
S,0,0,0,POWELL20,5.97411e+09,0.114689,4.61155e+10,95,1649,1893,248,1194,2.84502e-07,0.00068135,3.58641,0,0
S,1,0,0,PRIMAL1,2.39311e-08,6.83492e-07,-0.035013,3,10,36,3,7,3.98362e-07,7.47284e-06,0.00366288,0,0
S,1,0,0,PRIMAL2,5.24015e-09,1.55339e-07,-0.0337337,3,13,4,6,4,8.95093e-08,3.04347e-06,0.00519608,0,0
S,1,0,0,PRIMAL3,9.79535e-09,7.21542e-08,-0.135756,3,24,30,8,16,9.03839e-08,1.68023e-05,0.0196322,0,0
S,1,0,0,PRIMAL4,9.05752e-09,1.214e-08,-0.746091,3,28,44,6,22,7.23679e-07,6.70544e-05,0.0180366,0,0
S,1,0,0,PRIMALC1,0.000864754,1.4049e-07,-6155.25,30,132,85,9,116,6.53936e-07,8.77026e-11,0.00374813,0,0
S,1,0,0,PRIMALC2,0.00577032,1.62484e-06,-3551.31,18,155,251,13,134,7.31747e-07,1.67774e-06,0.00507392,0,0
S,1,0,0,PRIMALC5,0.000722162,1.69033e-06,-427.233,10,139,404,12,119,3.30213e-07,8.20442e-07,0.0081745,0,0
S,1,0,0,PRIMALC8,1.10325e-05,6.02558e-10,-18309.4,40,91,193,22,14,7.53795e-07,2.47492e-10,0.013991,0,0
S,1,4,0,Q25FV47,16384.5,0.00119208,1.37608e+07,37,711,17692,233,478,0.176084,8395.83,10.0887,0,0
S,1,0,0,QADLITTL,5.20462,1.08358e-05,480314,13,186,1834,19,127,6.74783e-07,2.74379e-05,0.0125185,0,0
S,1,0,0,QAFIRO,1.41568e-07,8.89926e-08,-1.59078,10,134,1287,4,128,5.81897e-08,5.72162e-07,0.0034955,0,0
S,1,0,0,QBANDM,9.65665e-05,5.90536e-09,16352.3,33,640,2936,358,0,5.71933e-07,8.52141e-05,0.490779,0,0
S,1,0,0,QBEACONF,0.818159,4.96721e-06,164713,369,4557,5629,29,3791,6.50113e-07,0.000154655,0.342211,32499,0
S,1,0,0,QBORE3D,7.67401,0.00247533,3107.87,221,4370,13532,67,159,9.09294e-07,8.61065e-05,0.353234,0,0
S,1,0,0,QBRANDY,0.000688172,2.42527e-08,28375.1,19,336,3550,76,239,7.57268e-07,0.000555686,0.128604,0,0
S,1,0,0,QCAPRI,18066,0.000270477,6.67752e+07,72,1291,11969,227,1060,8.67629e-07,2.64937,0.567991,381,0
S,1,0,0,QE226,4.39894e-06,2.0686e-08,212.653,25,420,4280,90,270,7.80897e-07,2.37563e-05,0.211249,0,0
S,1,0,0,QETAMACR,0.0133572,1.53956e-07,86760.4,53,726,6170,67,525,5.0374e-07,0.0156202,0.589849,473,0
S,1,0,0,QFFFFF80,8.76444,1.00378e-05,873156,131,2120,53203,257,1692,8.38104e-07,0.00121451,3.98558,3926,0
S,1,0,0,QFORPLAN,127.261,1.70669e-08,7.45663e+09,38,572,3744,90,253,1.13644e-07,0.980549,0.220686,103,0
S,1,0,0,QGFRDXPN,4741.7,4.70451e-08,1.00791e+11,26,400,5738,164,227,5.73561e-07,0.139626,0.370721,45,0
S,1,4,0,QGROW15,1829.51,1.79904e-05,-1.01692e+08,4901,94310,1619,599,0,1.94317e-05,0.00161981,10.0015,13076,0
S,1,4,0,QGROW22,2620.85,1.75157e-05,-1.49626e+08,2995,57482,2192,769,0,2.27607e-05,0.00197274,10.0008,25674,0
S,1,4,0,QGROW7,859.6,2.00847e-05,-4.27979e+07,11404,222372,1021,296,0,5.56651e-06,0.000451814,10.0003,143237,0
S,1,0,0,QISRAEL,300.686,1.18624e-05,2.53481e+07,15,222,1439,70,138,8.90517e-07,0.00345822,0.0441278,3,0
S,1,0,0,QPCBLEND,3.36318e-06,0.000428838,-0.0078459,21,76,985,10,39,4.97191e-07,3.34923e-10,0.00498867,0,0
S,1,0,0,QPCBOEI1,149.172,1.29671e-05,1.15038e+07,19,220,2750,27,192,8.53272e-07,1.22721e-08,0.0417793,0,0
S,1,0,0,QPCBOEI2,10.6635,1.30489e-06,8.17195e+06,158,1452,3003,37,101,9.38075e-07,2.48279e-05,0.042017,0,0
S,1,0,0,QPCSTAIR,15.6699,2.52561e-06,6.20437e+06,29,277,3652,35,91,1.76446e-07,2.75817e-07,0.103013,0,0
S,1,4,0,QPILOTNO,2435.69,0.000515099,4.73102e+06,116,2249,45443,919,1329,0.00417367,213.182,10.0641,0,0
S,1,0,0,QPTEST,3.40293e-05,7.78368e-06,4.37191,5,9,16,1,8,8.52745e-07,6.0948e-06,7.9375e-05,0,0
S,1,0,0,QRECIPE,1.6322e-06,6.12191e-09,-266.616,9,63,368,6,56,9.27822e-08,2.88328e-07,0.003214,0,0
S,1,0,0,QSC205,2.14418e-07,3.68799e-05,-0.00581417,8,44,501,25,19,8.18964e-07,7.68605e-08,0.00777083,0,0
S,1,0,0,QSCAGR25,1.37632,6.82231e-09,2.01738e+08,21,322,3205,78,237,6.45545e-07,0.0258907,0.158071,35,0
S,1,0,0,QSCAGR7,39.3043,1.46298e-06,2.6866e+07,15,221,1536,13,102,6.01627e-07,0.00251135,0.0171414,6,0
S,1,0,0,QSCFXM1,204.9,1.21367e-05,1.68829e+07,43,727,7815,159,462,6.51905e-07,0.0514136,0.451687,97,0
S,1,0,0,QSCFXM2,149.785,5.39257e-06,2.77763e+07,73,1289,13305,278,847,9.3114e-07,0.109903,1.47686,375,0
S,1,0,0,QSCFXM3,169.152,5.48903e-06,3.08165e+07,71,1323,14025,455,817,4.48629e-07,0.0586527,2.65485,54,0
S,1,0,0,QSCORPIO,4.68082e-05,2.48912e-08,1880.51,94,1311,6204,44,1033,6.4297e-07,0.00035167,0.208085,1888,0
S,1,0,0,QSCRS8,0.00221953,2.45372e-06,904.562,80,1533,24520,572,944,5.5285e-07,0.0011602,1.60898,0,0
S,1,0,0,QSCSD1,1.89916e-06,2.19134e-07,8.66667,12,91,2498,51,0,1.08284e-08,3.79967e-08,0.0506915,0,0
S,1,4,0,QSCSD6,1.00204e-07,1.97219e-09,50.8082,1662,33143,92015,7933,0,6.25823e-06,5.63243e-05,10.0041,0,0
S,1,0,0,QSCSD8,0.000332668,3.53614e-07,940.763,15,228,7420,186,0,8.30929e-07,3.26958e-07,1.03236,0,0
S,1,0,0,QSCTAP1,1.37936e-05,9.74221e-09,1415.86,20,370,6975,154,217,3.94752e-08,0.000119285,0.210691,0,1
S,1,0,0,QSCTAP2,3.78899e-06,2.18382e-09,1735.03,10,74,3057,40,28,1.70932e-08,9.63083e-10,0.275449,0,0
S,1,0,0,QSCTAP3,0.000163364,1.13545e-07,1438.75,17,94,4243,55,32,7.92501e-07,4.47634e-10,0.389688,0,0
S,1,0,0,QSEBA,3.03081,3.71961e-08,8.14818e+07,30,379,3771,75,254,5.27361e-07,1.89912,1.34224,146,0
S,1,0,0,QSHARE1B,42.9599,5.96601e-05,720121,4902,97811,2362,92,366,9.97111e-07,6.04575e-05,2.87413,0,0
S,1,0,0,QSHARE2B,0.111987,9.56852e-06,11703.6,23,356,2946,13,227,6.63184e-07,0.00252332,0.0223154,6,0
S,1,0,0,QSHELL,43026.8,2.73597e-08,1.57264e+12,71,1150,23783,281,859,9.08504e-07,0.0818355,7.08158,208,0
S,1,0,0,QSHIP04L,0.0340925,1.40877e-08,2.42002e+06,74,1255,18892,301,928,7.59447e-07,0.00391937,1.75398,78,0
S,1,0,0,QSHIP04S,0.0270819,1.11678e-08,2.42499e+06,55,874,13797,180,693,5.3392e-07,0.00309007,0.805741,86,0
S,1,0,0,QSHIP08L,0.0165683,6.97307e-09,2.37604e+06,61,965,32487,267,682,2.0856e-07,0.00187828,9.8997,105,0
S,1,0,0,QSHIP08S,0.0485073,2.03323e-08,2.38573e+06,45,686,17326,166,474,7.6165e-07,0.00570799,2.69175,71,0
S,0,4,0,QSHIP12L,440039,0.145763,2.57884e+06,45,816,19433,225,590,0.519692,1.53278e+06,10.0736,0,0
S,1,0,0,QSHIP12S,0.0508091,1.66208e-08,3.05696e+06,68,1074,21814,216,793,8.98424e-07,0.0128637,4.56013,209,0
S,1,0,0,QSIERRA,0.181853,7.65683e-09,2.37505e+07,19,290,10815,111,161,8.08643e-07,0.0386203,0.686625,3,0
S,1,0,0,QSTAIR,0.0450174,5.63743e-09,7.98545e+06,55,678,5535,71,522,6.41593e-07,0.0330108,0.42661,569,0
S,1,0,0,QSTANDAT,0.00372745,5.81339e-07,6411.83,16,250,3948,51,45,7.9184e-07,3.26758e-08,0.165119,0,0
S,1,0,0,S268,1.83361e-06,3.19942,-1.26051e-06,32,530,85,1,529,9.82335e-07,4.05013e-08,0.0024315,0,0
S,0,4,0,STADAT1,2.60112e+07,0.911814,-2.51566e+06,399,7976,7972,3174,4802,0.0017643,124070,10.0003,0,0
S,0,4,0,STADAT2,32.0506,0.982345,-0.576019,473,9440,9433,3724,5716,0.132203,17.6677,10.006,0,0
S,0,4,0,STADAT3,35.7111,0.998091,-0.0683063,234,4647,4641,2201,2446,0.00163116,3.22185,10.0194,0,0
S,0,4,0,STCQP1,28434.9,0.183281,126709,4,11,44,8,0,0.0457273,3.34775e-06,13.856,0,0
S,1,4,0,STCQP2,135.425,0.00606542,22191.9,18,132,488,25,0,0.00342015,1.6864e-08,10.0176,0,0
S,1,0,0,TAME,2.50002e-11,inf,2.50002e-11,3,4,2,2,0,4.56827e-07,2.96997e-17,4.6834e-05,0,0
S,0,4,0,UBH1,3.47899,3.11737,4.59499,2291,2722,3618,216,0,1.01902e-05,5.42293e-06,10.0008,0,0
S,0,0,0,VALUES,0.0852936,0.0610714,-1.31133,22,53,334,30,0,6.96345e-07,4.69626e-10,0.00852675,0,0
S,0,0,0,YAO,188.036,0.951097,9.66839,31,450,3856,62,315,1.54648e-07,2.6798e-11,0.577929,0,0
S,1,0,0,ZECEVIC2,3.30187e-08,8.00454e-09,-4.125,5,7,0,3,0,9.36804e-08,8.1834e-07,5.85e-05,0,0
