System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,AUG2D,2.38603,1.41402e-06,1.68741e+06,43,70,5.92872e-07,1.14665e-08,0.764571,0
S,1,0,0,AUG2DC,3.84005,2.11181e-06,1.81836e+06,33,34,8.92176e-07,1.3338e-09,0.374851,0
S,1,0,0,AUG2DCQP,4.42901,6.81582e-07,6.49813e+06,43,185,2.75233e-07,1.11478e-07,2.6287,0
S,1,0,0,AUG2DQP,8.28246,1.32795e-06,6.237e+06,45,96,5.38555e-07,2.41337e-08,1.67042,0
S,1,0,0,AUG3D,0.000666546,1.203e-06,554.067,7,8,8.70888e-07,8.66291e-07,0.0223776,0
S,1,0,0,AUG3DC,0.000600991,7.7923e-07,771.262,8,9,4.60627e-07,1.32359e-09,0.0256377,0
S,1,0,0,AUG3DCQP,0.00106122,1.06831e-06,993.361,16,44,4.74535e-07,1.20857e-07,0.0869251,0
S,1,0,0,AUG3DQP,0.000698024,1.03375e-06,675.237,15,31,4.5976e-07,4.13166e-12,0.0720575,0
S,1,4,0,BOYD1,16839.5,0.00027277,-6.17184e+07,474,17948,0.00108717,0.00146939,600.806,19
K,0,4,0,BOYD2,39.5489,1.86053,60.8057,207,7305,0.00743824,0.599708,645.015,0
S,1,0,0,CONT-050,1.29833e-06,2.84481e-07,-4.56385,66,310,8.45948e-07,5.0552e-08,1.65351,0
S,1,0,0,CONT-100,2.19115e-05,4.71783e-06,-4.64438,74,500,9.11144e-07,4.76502e-08,19.3383,0
S,1,0,0,CONT-101,5.2778e-05,0.000269926,0.19558,92,1094,9.65156e-07,1.5281e-07,36.9201,0
S,1,0,0,CONT-200,0.000305593,6.52297e-05,-4.68457,86,1071,8.74854e-07,4.9809e-08,268.285,0
S,1,0,0,CONT-201,0.000675171,0.00350768,0.193159,104,1701,9.83733e-07,5.38874e-07,385.313,0
S,0,4,0,CONT-300,0.192207,1.00363,-0.000694383,34,364,0.000639186,3.49652e-05,1157.45,0
S,0,4,0,CVXQP1L,1.08575e+08,0.998803,130069,8,85,0.791713,0.276548,1006.15,0
S,0,4,0,CVXQP1M,47675.2,0.0438388,1.03984e+06,60,786,0.0176739,0.014109,979.22,4
S,1,0,0,CVXQP1S,0.0137579,1.18697e-06,11590.7,58,636,8.33862e-07,3.6234e-05,0.249208,0
S,0,4,0,CVXQP2L,8.1772e+07,0.999139,70446.6,8,85,0.834537,0.0379711,695.012,0
S,1,0,0,CVXQP2M,0.0355351,4.33272e-08,820155,70,1222,8.46472e-07,0.00250343,38.7757,0
S,1,0,0,CVXQP2S,0.00403404,4.96746e-07,8120.94,42,241,4.25354e-07,2.3942e-07,0.0558798,0
S,0,4,0,CVXQP3L,1.14215e+08,0.987072,1.49596e+06,17,151,0.766198,0.00454982,1401.15,0
S,0,4,0,CVXQP3M,257390,0.188865,1.10544e+06,153,5569,0.0164412,0.00645122,862.037,61
S,1,0,0,CVXQP3S,0.0118583,9.92868e-07,11943.4,118,2702,9.86073e-07,0.000122656,1.57733,0
S,1,0,0,DPKLO1,1.94469e-07,5.25454e-07,0.370096,10,19,2.14507e-07,1.04355e-08,0.00570167,0
S,1,0,0,DTOC3,0.00716627,3.04608e-05,235.255,174,5819,8.16151e-07,2.30516e-05,26.2009,0
S,1,0,0,DUAL1,6.38186e-08,1.82271e-06,0.0350129,16,34,4.39359e-07,5.73457e-08,0.0209895,0
S,1,0,0,DUAL2,2.95527e-08,8.76058e-07,0.0337336,15,43,6.73822e-07,5.824e-08,0.027545,0
S,1,0,0,DUAL3,7.59861e-08,5.59726e-07,0.135756,22,45,4.57117e-07,5.19824e-08,0.0431514,0
S,1,0,0,DUAL4,8.09508e-07,1.085e-06,0.74609,29,82,6.90225e-07,3.79569e-08,0.0345494,0
K,1,0,0,DUALC1,3.53741,0.000574698,6151.71,51,317,5.87904e-07,7.35987e-06,0.00716313,0
K,1,0,0,DUALC2,0.0885182,2.49255e-05,3551.4,23,78,3.63567e-07,9.20218e-07,0.00231442,0
K,1,0,0,DUALC5,0.000153838,3.6008e-07,427.232,29,330,8.45128e-07,1.50316e-07,0.00865596,0
K,1,0,0,DUALC8,0.308081,1.68264e-05,18309.1,74,2277,9.85043e-07,1.13637e-05,0.0964332,0
K,1,0,0,EXDATA,4.15584e-07,2.92988e-09,-141.843,44,431,6.99919e-07,1.74891e-06,315.171,0
S,1,0,0,GENHS28,6.13395e-07,6.61575e-07,0.927174,6,9,3.69486e-07,5.06083e-08,0.000209208,0
S,1,0,0,GOULDQP2,4.12961e-06,0.02241,0.000188405,41,88,8.14936e-07,3.6068e-11,0.0475967,0
S,1,0,0,GOULDQP3,2.94519e-06,1.42778e-06,2.06279,17,40,3.37591e-07,6.11994e-08,0.0286114,0
K,1,0,0,HS118,1.67085e-06,2.51323e-09,664.82,25,179,2.46588e-07,2.15127e-06,0.00122471,0
S,1,0,0,HS21,1.6764e-09,1.67707e-11,-99.96,6,8,1.3934e-07,2.93666e-15,7.0708e-05,0
S,1,0,0,HS268,1.98054e-06,3.4558,-1.40743e-06,32,468,8.24567e-07,1.29421e-05,0.001819,0
S,1,0,0,HS35,3.45431e-07,3.10888e-06,0.111111,6,7,4.89626e-07,1.37753e-07,9.1583e-05,0
S,1,0,0,HS35MOD,1.58476e-06,6.33903e-06,0.249998,10,35,6.50477e-07,1.02589e-07,0.000405792,0
S,1,0,0,HS51,3.29127e-06,3.70564e+09,-3.29127e-06,8,14,4.66898e-07,2.90415e-09,0.000206625,0
S,1,0,0,HS52,3.98136e-06,7.47442e-07,5.32664,13,16,2.8202e-07,5.62816e-09,0.000288,0
S,1,0,0,HS53,2.34158e-06,5.7209e-07,4.09302,11,14,2.35488e-07,9.33404e-10,0.0002855,0
S,1,0,0,HS76,1.48293e-08,3.16742e-09,-4.68182,8,25,1.17937e-07,5.80889e-08,0.000348875,0
S,1,4,0,HUES-MOD,226.127,6.49329e-06,3.48245e+07,10263,385959,0.000946524,0.000495778,600.041,1649
S,1,0,0,HUESTIS,2.26799e+06,6.5126e-06,3.48245e+11,9,72,2.71847e-07,1.7137e-07,0.101162,0
K,1,0,0,KSIP,1.29418e-06,2.24763e-06,0.575797,55,229,6.73795e-07,5.13757e-08,0.0445373,0
S,1,0,0,LASER,0.128595,5.33677e-08,2.4096e+06,19,50,8.34898e-07,2.44444e-08,0.0570036,0
S,0,0,0,LISWET1,11.115,0.307703,25.0074,162,942,9.91735e-07,1.99484e-10,2.62942,0
S,0,0,0,LISWET10,24.4838,0.494763,25.002,84,328,9.47698e-07,4.79286e-08,1.27929,0
S,0,0,0,LISWET11,24.5245,0.495204,24.9995,88,290,9.39031e-07,3.87337e-09,1.41638,0
S,0,0,0,LISWET12,1704.51,0.981335,32.419,38694,135286,9.99999e-07,7.59241e-11,205.542,0
S,1,0,0,LISWET2,0.000515474,2.06206e-05,24.9976,86,449,9.91073e-07,2.86574e-08,1.55516,0
S,1,0,0,LISWET3,0.000367194,1.4687e-05,25.0009,78,315,9.16527e-07,1.75945e-08,1.10557,0
