name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,ssn_avg_ram_mb,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,qpalm_avg_ram_mb,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time,osqp_avg_ram_mb
CONT-300,0,4,3,55,-0.02397926554419971,0.017660732913606255,33.365146709,575.0625,0,-5,2,24,-0.06952299798536517,0.15010634212087584,31.240808082999997,452.6786646110057,,,,,,,
CVXQP1L,0,4,4,12,85867.5472234675,0.8101077165093797,31.960758083,306.25,0,-5,14,51,100103399.43067178,390.15099497086175,30.010784123999997,187.56163537549406,,,,,,,
CVXQP1M,0,4,2000,31101,1087305.4828695494,4.353631889870539e-05,30.014006542,109.328125,1,1,24,80,1087510.493655371,4.380016277314255e-06,0.140375957,104.640625,,,,,,,
CVXQP1S,1,0,18,168,11590.705811842683,7.403126753935734e-07,0.023171333000000002,102.0,1,1,13,37,11590.718060485195,1.6596443610794598e-06,0.001044915,99.359375,,,,,,,
CVXQP2L,0,4,6,17,115771.94043836612,0.8240389767729497,31.887577375000003,164.984375,0,-5,18,78,80913365.16535884,338071.2675649586,30.52740954,162.129338592233,,,,,,,
CVXQP2M,1,0,40,339,820155.3891844891,7.444945751754086e-07,0.5699733330000001,107.015625,1,1,18,60,820155.4131144702,6.176776024359544e-06,0.086491998,103.59375,,,,,,,
CVXQP2S,1,0,11,74,8120.933667405072,6.84486146419684e-07,0.012287958,101.59375,1,1,13,35,8120.940202582617,2.9894142578729133e-06,0.000883415,99.296875,,,,,,,
CVXQP3L,0,4,4,12,132956.67337804628,0.7680874436942445,32.443588833,270.859375,0,-5,12,40,106279539.13785043,289305.83801890846,30.151636457,199.3451341043307,,,,,,,
CVXQP3M,0,4,1824,28155,1332277.5171306569,0.0005815865850404298,30.004632,110.109375,1,1,28,113,1362828.3891311693,7.10070703294005e-07,0.211477874,104.96354166666667,,,,,,,
CVXQP3S,1,0,46,677,11943.420529615727,9.54423326725285e-07,0.09075266700000001,101.203125,1,1,13,39,11943.432069999924,4.6227034311563386e-07,0.0012902900000000001,101.25,,,,,,,
DPKLO1,0,-2,38,366,1e+20,1e+20,0.073788458,101.5625,0,-3,10,40,0.0,11.86178311202819,0.002858457,102.890625,,,,,,,
DTOC3,1,0,61,958,235.19856753450316,9.430899657682114e-07,1.365167416,123.71875,1,1,63,126,235.25594524888942,3.182060531791293e-07,0.239211831,140.1796875,,,,,,,
DUAL1,1,0,5,14,0.0350128357771164,7.964297872285254e-07,0.008230708,102.34375,1,1,5,21,0.035012946828452435,5.92393485573422e-07,0.0013362909999999999,102.671875,,,,,,,
DUAL2,1,0,17,185,0.03373367613482814,7.397770501507923e-08,0.039264333,102.6875,1,1,5,13,0.03373367841103344,5.526352853634779e-08,0.0010952899999999998,101.40625,,,,,,,
DUAL3,1,0,7,12,0.13575579542792587,2.4791461520227116e-07,0.013296833,104.046875,1,1,5,15,0.13575574835334817,9.67961809123614e-07,0.0016012069999999999,104.109375,,,,,,,
DUAL4,1,0,13,44,0.7460908418404902,8.926741013022201e-07,0.011615208000000002,101.8125,1,1,6,15,0.746090432363693,5.948457377901318e-07,0.0007131240000000001,101.5625,,,,,,,
DUALC1,1,0,17,114,6129.707102296134,1.25187246388954e-07,0.00434775,101.359375,1,1,4,23,6138.272441608012,3.272041525947667,0.000541416,99.765625,,,,,,,
DUALC2,1,0,9,59,3551.305825913014,6.729392716287377e-09,0.001620083,102.109375,1,1,3,15,3550.8232574552844,0.06332185420299345,0.00035941600000000004,99.90625,,,,,,,
DUALC5,1,0,13,238,427.2318133016669,5.954753923147249e-07,0.005416417,103.015625,1,1,3,8,426.5879814024128,0.0004881111785337967,0.000311041,102.015625,,,,,,,
DUALC8,1,0,44,837,18307.726442053325,9.687668389931e-07,0.026673292,102.265625,1,1,4,16,18304.442542577093,0.0003570508417570405,0.000830374,100.65625,,,,,,,
EXDATA,0,4,3,60,-134.2461696002065,0.67016342445445,31.948688708000002,354.03125,1,1,7,260,-141.84343218931332,3.644195818191382e-06,5.532729416,353.6709558823529,,,,,,,
GENHS28,1,0,4,5,0.9271734838691764,3.197795136267783e-08,9.075e-05,101.578125,1,1,3,6,0.9271741307488796,3.227389637108796e-07,3.9249e-05,100.296875,,,,,,,
GOULDQP2,1,0,16,203,0.0006307072087479591,4.714497262579016e-10,0.095382459,104.4375,1,1,8,39,0.00018426838465668575,2.51165804509807e-05,0.006855498,102.578125,,,,,,,
GOULDQP3,1,0,8,36,2.0632327052408073,7.904305250035741e-07,0.019896584000000002,103.171875,1,1,9,33,-29647.83721752834,8.692746439309974e-06,0.005128375,101.125,,,,,,,
HS118,1,0,6,45,664.8203858883448,6.272460314246834e-07,0.000784333,101.328125,1,1,8,31,664.8204414358344,1.2980326753009308e-05,0.00014008199999999998,100.28125,,,,,,,
HS21,1,0,2,4,-99.95999999995836,7.77025456639515e-10,6.308400000000001e-05,101.65625,1,1,3,7,0.03999999995026208,1.2434472960245361e-09,2.4999000000000002e-05,100.921875,,,,,,,
HS268,1,0,4,9,1.0999829100910574e-06,7.00687541075305e-08,0.000195667,101.71875,1,1,5,7,-14462.99960512596,0.006628919754078942,2.8998000000000003e-05,99.796875,,,,,,,
HS35,1,0,4,6,0.11111109934366681,2.601544401058502e-08,9.641700000000001e-05,100.78125,1,1,3,7,-8.888888905998193,7.699187213620706e-08,2.3582e-05,99.90625,,,,,,,
HS35MOD,1,0,10,60,0.2500000376397864,3.246992398950096e-08,0.000339917,102.296875,1,1,2,5,-8.749997346908247,2.653084714032694e-06,2.1915000000000003e-05,101.296875,,,,,,,
HS51,1,0,4,5,-6.216995621421972e-06,9.657954727023513e-07,6.900000000000001e-05,101.265625,1,1,0,1,-5.999999999999967,1.199999934421039e-06,1.7958e-05,99.046875,,,,,,,
HS52,1,0,6,7,5.326647257923144,2.2209097197849104e-08,7.4625e-05,100.484375,1,1,3,6,-0.6733533767373755,1.0628607886873243e-07,2.7623e-05,99.015625,,,,,,,
HS53,1,0,5,6,4.09302048124014,2.876145385210869e-07,7.375e-05,101.46875,1,1,3,6,-1.9069769803178196,3.7216970211696554e-08,3.129e-05,100.1875,,,,,,,
HS76,1,0,43,627,-4.681818111345401,7.84218288865645e-09,0.0018776250000000002,101.890625,1,1,4,11,-4.6818181901781415,1.8232286684204177e-08,3.5332e-05,99.796875,,,,,,,
HUES-MOD,1,0,3,19,34824463.876548864,1.3953291135731537e-07,0.02332925,112.0,1,1,8,20,34824463.77527447,0.005057961706321813,0.024030749,122.71875,,,,,,,
HUESTIS,1,0,6,26,348244638392.47003,1.2910361558152622e-08,0.01982325,112.171875,1,1,21,44,348244638718.7173,0.006443815615589654,0.038054748,122.4375,,,,,,,
KSIP,1,0,13,31,0.5757965850182161,7.049195156731474e-07,0.015232541,107.796875,1,1,8,31,0.575797289323914,1.752831657486631e-06,0.004770624,102.265625,,,,,,,
LASER,1,0,9,33,2409601.395862855,1.6342994246158585e-08,0.029299166,106.5,1,1,15,68,2409601.325399873,0.00013482811169295047,0.017554415,103.859375,,,,,,,
LISWET1,1,0,17,78,25.003011869323018,6.172378533216078e-07,0.285930959,142.34375,1,1,245,1708,-2500.1553386984506,1.022727959843918e-06,4.192793915,131.809375,,,,,,,
LISWET10,1,0,14,68,25.001842433864113,8.905991059988367e-07,0.24330495800000002,140.421875,1,1,40,209,-2500.9475559784087,2.022948080083225e-06,0.590045457,130.796875,,,,,,,
LISWET11,1,0,14,59,24.999239139221572,9.339183500709723e-07,0.237281041,140.53125,1,1,26,147,-2500.749545531532,1.8871541964376854e-06,0.413200582,131.24479166666666,,,,,,,
LISWET12,1,0,15,52,24.99876339481989,6.888861412127483e-07,0.264216291,139.109375,1,1,175,1701,-2474.07076413204,1.1014314702130688e-06,4.047875166,134.01907169117646,,,,,,,
LISWET2,1,0,14,70,24.997387675643267,8.749293487460828e-07,0.247067583,142.59375,1,1,35,159,-1666.9921263687343,1.1151948283708783e-06,0.440201707,132.95758928571428,,,,,,,
LISWET3,1,0,15,73,25.00067038563759,8.754362545692994e-07,0.25287237500000004,141.515625,1,1,35,158,-1000.258856440592,1.1387214737558093e-06,0.425839748,130.84598214285714,,,,,,,
LISWET4,1,0,16,76,24.99962801281947,5.852937935412864e-07,0.259894208,141.21875,1,1,34,153,-714.5159808836387,8.190943407866564e-07,0.42096933200000003,132.43973214285714,,,,,,,
LISWET5,1,0,16,77,25.033769674821087,5.840320929518824e-07,0.268318959,138.578125,1,1,26,126,-15976.16589247832,2.280410738483724e-06,0.370748291,133.73177083333334,,,,,,,
LISWET6,1,0,14,72,24.995152766980027,8.744292429077206e-07,0.255324166,140.671875,1,1,37,168,-2162.224350426666,1.2721850906142943e-06,0.466270583,132.41741071428572,,,,,,,
LISWET7,1,0,16,76,25.00229357605258,5.277266760505548e-07,0.276453083,144.625,1,1,42,199,-2500.2572754359853,1.1797280182765744e-06,0.548868582,132.06770833333334,,,,,,,
LISWET8,1,0,15,78,25.00223891616406,5.616319782595447e-07,0.262089792,142.75,1,1,34,157,-2500.257240275201,1.1730390148759751e-06,0.442952915,133.14732142857142,,,,,,,
LISWET9,1,0,14,65,25.001711050998438,8.915695738627163e-07,0.232361917,142.46875,1,1,165,1757,-2457.538346494665,1.911732372909935e-06,4.162995748,128.24977992957747,,,,,,,
LOTSCHD,1,0,9,104,2398.415892779588,1.5578650161876428e-08,0.0006292919999999999,100.359375,1,1,12,28,2398.4157529392673,9.031201145975063e-05,0.00010091499999999999,101.5625,,,,,,,
MOSARQP1,1,0,11,89,-952.8754355142671,3.847091516333013e-08,0.089887083,107.453125,1,1,6,32,-952.8754420096203,2.402688714375767e-06,0.012636248000000001,105.5,,,,,,,
MOSARQP2,1,0,8,23,-1597.4820794842362,5.22726774359535e-07,0.013082709,103.359375,1,1,4,26,-1597.4821192242548,1.5854472007470477e-07,0.005010665,102.15625,,,,,,,
POWELL20,1,0,49,935,44286238543.69399,9.849959401935769e-07,1.585906708,131.46875,1,1,7261,14571,52089333761.32368,0.00549095710630354,17.325431915000003,125.85395408163265,,,,,,,
PRIMAL1,1,0,2,12,-0.03501315126222999,9.545822626068425e-07,0.002969792,101.5,1,1,3,20,-0.03501296589708461,3.6269811320988055e-08,0.003208582,100.578125,,,,,,,
PRIMAL2,1,0,3,11,-0.033733682456119574,1.458078358409175e-07,0.004416916,103.4375,1,1,4,24,-0.03373366688588175,3.581849705724949e-08,0.006459414,102.765625,,,,,,,
PRIMAL3,1,0,6,22,-0.13575583689495954,1.7585689310325353e-09,0.016566166,109.09375,1,1,3,40,-0.13575583686436157,1.237023011801952e-09,0.018565164999999998,104.40625,,,,,,,
PRIMAL4,1,0,5,24,-0.7460908879344086,1.0135754441509488e-07,0.010342083,106.9375,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.017666207,105.71875,,,,,,,
PRIMALC1,1,0,9,132,-6155.250746153267,9.80708631459962e-07,0.003758375,101.984375,1,1,3,9,-6154.912184040492,0.003514453743364825,0.000457541,100.296875,,,,,,,
PRIMALC2,1,0,7,83,-3551.3064150960463,6.908292530004498e-07,0.0024657909999999997,102.90625,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.000392373,101.734375,,,,,,,
PRIMALC5,1,0,9,155,-427.2328953711532,1.117335507362335e-07,0.007516709,102.53125,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000505041,101.0625,,,,,,,
PRIMALC8,1,0,10,163,-18309.428673490555,7.954577338912011e-07,0.013908375,102.765625,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001185165,102.859375,,,,,,,
Q25FV47,1,0,171,1818,13744447.554116368,2.3774877644252866e-09,20.292167083,155.96875,1,1,43,1025,13744444.700920153,0.0007616491640564021,1.986407124,119.28860294117646,,,,,,,
QADLITTL,1,0,19,110,480318.2419504208,8.417016247852835e-08,0.012968458,103.015625,1,1,12,95,480318.54830195516,0.00022410237715271534,0.0020997480000000002,101.03125,,,,,,,
QAFIRO,1,0,22,403,-1.5907726042000805,9.449609609942e-07,0.0042555,101.125,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.00024512300000000003,99.71875,,,,,,,
QBANDM,1,0,12,136,16352.350442396573,7.091880852860893e-08,0.129129916,102.703125,1,1,15,272,16352.341088072659,0.0007075688001139217,0.036561165,100.40625,,,,,,,
QBEACONF,1,0,9,55,164724.44616512686,3.6931655799154146e-07,0.02739475,103.640625,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.007634166,102.015625,,,,,,,
QBORE3D,1,0,15,103,3102.3437438241363,1.5026210223290554e-09,0.0754035,104.1875,1,1,18,113,3100.19301612506,0.0012892896988514512,0.009349499,102.3125,,,,,,,
QBRANDY,1,0,24,181,28375.22294520976,1.7572718066804788e-07,0.088864042,105.046875,1,1,22,285,28374.63638460621,0.001945293746287535,0.025002207999999998,101.109375,,,,,,,
QCAPRI,0,4,5671,66386,62715645.66521878,0.0001748838954810956,30.002515250000002,74.15625,1,1,42,572,66774754.19874133,0.0058312895549922986,0.068140833,101.203125,,,,,,,
QE226,1,0,39,250,212.65290102480208,3.184040932508493e-07,0.233329791,105.21875,1,1,8,239,205.54001879393977,6.21412391099696e-06,0.026465082,102.265625,,,,,,,
QETAMACR,1,0,48,366,86760.27122566287,1.6768436436791088e-07,0.738614166,108.953125,1,1,27,226,86759.50707193787,0.0002164809951819509,0.14546979,103.875,,,,,,,
QFFFFF80,1,0,31,387,874144.5961962175,1.1284104253647103e-07,0.9029649590000001,108.8125,1,1,25,266,873049.7026772605,0.04997601957329715,0.105155332,104.171875,,,,,,,
QFORPLAN,1,0,731,6210,7442653495.688373,9.238092637198403e-07,3.939757792,105.9375,1,1,29,428,7456610121.557367,3.3741726541261685,0.057231332,100.84375,,,,,,,
QGFRDXPN,1,0,92,945,100790585174.54568,9.397800504850087e-07,0.8528752909999999,105.046875,1,1,27,288,100790586109.21646,0.08347844856781202,0.065423915,101.59375,,,,,,,
QGROW15,1,0,39,408,-101422776.6122783,5.379999753384385e-07,0.710271542,106.515625,1,1,7,482,-101693645.05847943,0.01665695211354342,0.102428539,103.609375,,,,,,,
QGROW22,1,0,40,483,-149241031.44478637,7.765965159539154e-07,1.331361583,110.8125,1,1,9,681,-149628984.6821781,0.03987106818057248,0.210562873,101.88020833333333,,,,,,,
QGROW7,1,0,27,280,-42671248.40398673,9.526984588724406e-07,0.168675666,102.34375,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010907999,101.453125,,,,,,,
QISRAEL,1,0,22,127,25347839.23203174,6.666284525775956e-07,0.025638292,102.140625,1,1,10,97,25347835.380718473,0.13644992155772281,0.004993499,99.984375,,,,,,,
QPCBLEND,1,0,14,54,-0.00784367525546187,4.0063042585232575e-07,0.003684916,100.90625,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001116123,100.0625,,,,,,,
QPCBOEI1,1,0,11,90,11503893.892674405,1.1349302941350555e-07,0.022494125,103.1875,1,1,27,102,11503910.679773314,0.003241252894387504,0.012940999,100.640625,,,,,,,
QPCBOEI2,1,0,501,7727,8171950.951366727,9.986626731289532e-07,0.289122666,101.953125,0,-3,34,109,0.0,13.992618166321689,0.004719332,100.5625,,,,,,,
QPCSTAIR,1,0,22,224,6204351.331239841,4.0877225124434866e-07,0.07328712500000001,103.78125,1,1,58,181,6204387.476040235,0.000102544162646629,0.027055374,102.0625,,,,,,,
QPILOTNO,1,0,151,1965,4729119.509557379,8.99341480606359e-07,13.410090791,122.609375,1,1,35,774,4728586.6461463515,0.026988785253107155,0.908794373,107.12291666666667,,,,,,,
QPTEST,1,0,5,7,4.371873516990026,1.0056078913078112e-07,9.4417e-05,99.953125,1,1,3,7,4.371886847690245,2.7713878246806724e-06,2.0873e-05,100.28125,,,,,,,
QRECIPE,1,0,6,26,-266.6159035593059,1.2611920923415864e-08,0.001655791,102.6875,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.000920831,100.3125,,,,,,,
QSC205,1,0,9,31,-0.005813726857360444,5.5472067734750465e-08,0.005133250000000001,101.75,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.001902124,100.8125,,,,,,,
QSCAGR25,1,0,53,542,201737885.96226856,1.6000756612179868e-07,0.427770667,103.984375,1,1,19,277,201737941.33913258,0.0009258424672788053,0.032966957000000005,100.734375,,,,,,,
QSCAGR7,1,0,31,334,26865325.475573868,5.627672386356666e-07,0.041708708000000004,101.046875,1,1,11,132,26865927.951936785,0.0014142579177176852,0.004510498999999999,100.4375,,,,,,,
QSCFXM1,1,0,81,565,16881603.153904952,6.15745420240681e-07,0.660298417,104.125,1,1,23,258,16882688.43437653,0.004340391451759029,0.038949124,100.75,,,,,,,
QSCFXM2,1,0,296,1849,27773803.627562527,9.382721827672736e-07,4.859815834,112.0,1,1,28,378,27776425.100651115,0.008775195521903388,0.11934229099999999,101.859375,,,,,,,
QSCFXM3,1,0,304,2039,30814268.830238465,7.571471064753582e-07,9.109946917,115.3125,1,1,30,470,30816493.04110246,0.0006405880321886557,0.217981915,104.60416666666667,,,,,,,
QSCORPIO,1,0,31,309,1880.5095533718581,2.18594888915334e-07,0.239494666,102.84375,0,-3,7,75,0.0,0.00017328598395983247,0.008166623,101.546875,,,,,,,
QSCRS8,1,0,53,502,904.5616988273049,2.3591899324434e-07,0.700849375,105.0625,1,1,8,270,904.5602850558504,0.0013738382157267596,0.072229748,102.078125,,,,,,,
QSCSD1,1,0,11,54,8.666666606162668,7.102047008963734e-08,0.06187825,103.578125,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.014091082000000001,101.453125,,,,,,,
QSCSD6,1,0,41,227,50.8082055755784,1.643581249121978e-07,0.485907834,106.296875,1,1,9,243,50.80822113364923,1.1099593639708673e-06,0.064484915,102.9375,,,,,,,
QSCSD8,1,0,324,2055,940.7636149849054,1.4404932333456274e-07,15.409912125000002,118.40625,1,1,12,339,940.7635540182777,8.752796785889318e-06,0.200932165,106.09375,,,,,,,
QSCTAP1,1,0,40,328,1415.8604028956843,5.211294344687657e-07,0.185757334,102.421875,1,1,12,239,1415.861124962817,2.9114184232007223e-05,0.027593791,101.40625,,,,,,,
QSCTAP2,1,0,28,227,1735.02650907173,3.998483300200873e-09,0.6377166670000001,112.46875,1,1,10,143,1735.0261569985635,2.8957460531203695e-05,0.078617332,105.21875,,,,,,,
QSCTAP3,1,0,15,129,1438.754541947283,8.134618313704137e-07,0.475236125,114.359375,1,1,11,139,1438.7545745753218,2.6928572415298816e-05,0.106051124,106.875,,,,,,,
QSEBA,1,0,76,950,81481490.4928814,7.545724482075197e-07,0.758168875,108.609375,1,1,22,128,81480256.47216193,0.004592584274071839,0.028984122999999997,103.625,,,,,,,
QSHARE1B,1,0,60,419,726289.6648692731,9.187544034862156e-07,0.067299584,101.6875,1,1,40,423,720078.2814725242,0.002798934008784936,0.022238207,101.375,,,,,,,
QSHARE2B,1,0,36,426,11703.62840382558,3.0554982631601236e-07,0.029497208,100.421875,1,1,15,153,11703.660116057361,0.00018864949127282254,0.004049082,100.84375,,,,,,,
QSHELL,0,4,742,7790,1568627587738.9375,0.9671443767898765,30.024705208,76.921875,1,1,22,386,1572636841659.7815,0.02231442018159016,0.47079828999999995,114.373046875,,,,,,,
QSHIP04L,1,0,65,378,2420015.4349139687,6.695399321969958e-09,1.2285328750000002,109.484375,1,1,15,364,2420014.8340989184,4.021577084145633e-05,0.146577707,103.140625,,,,,,,
QSHIP04S,1,0,57,314,2424991.6532262126,1.3871778409325703e-07,0.66927625,106.25,1,1,13,328,2424993.554990882,2.4366094161054137e-05,0.092674832,102.703125,,,,,,,
QSHIP08L,1,0,58,392,2376040.4600198185,4.926346032231578e-08,10.610999750000001,146.65625,1,1,14,369,2376040.636811156,6.0489658302303074e-05,0.8093537900000001,123.32700892857143,,,,,,,
QSHIP08S,1,0,49,282,2385728.6652514953,2.041430163139771e-08,3.064799125,120.609375,1,1,12,292,2385728.4352404317,0.007241172962341476,0.228472124,109.28125,,,,,,,
QSHIP12L,1,0,130,784,3018876.0215597106,2.3831936346721777e-08,25.035323834,166.5625,1,1,17,454,3018876.5267719775,0.005635940340648376,1.559043832,134.64756944444446,,,,,,,
QSHIP12S,1,0,102,620,3056949.4186806614,5.65472498765833e-07,6.622702040999999,127.6875,1,1,15,368,3056961.570086856,0.0006470912997175018,0.339108915,114.725,,,,,,,
QSIERRA,1,0,39,262,23750471.604616106,8.650466713564835e-08,1.0384102499999999,110.34375,1,1,88,371,23750486.066666275,0.06178104068398553,0.144833749,105.8125,,,,,,,
QSTAIR,1,0,54,466,7985452.8957452215,1.0483564724887614e-07,0.590655583,105.65625,1,1,38,297,7985452.718992157,1.3849824641165885e-05,0.063754331,102.609375,,,,,,,
QSTANDAT,1,0,15,108,6411.8442493408675,2.2012056661563398e-07,0.161513125,105.796875,1,1,7,36,6411.832555866471,6.350490132960596e-05,0.008132165,100.625,,,,,,,
S268,1,0,4,9,1.0999829100910574e-06,7.00687541075305e-08,0.000199833,102.109375,1,1,5,7,-14462.99960512596,0.006628919754078942,4.0707e-05,100.828125,,,,,,,
STADAT1,1,0,560,8053,-28702663.51405122,9.999957747412316e-07,12.697012708,124.984375,1,1,146,1104,-28526860.722362,0.0018837299556659756,0.888966582,109.41875,,,,,,,
STADAT2,1,0,3658,17431,-32.62666487250603,2.193828684623682e-07,15.878960041000001,121.890625,1,1,12,447,-32.62666092617278,2.527886953892933e-07,0.30901554000000003,110.146875,,,,,,,
STADAT3,0,4,1827,14484,-36.40485865205709,0.044934671400123735,30.012128667000002,103.609375,1,1,17,616,-35.779460263322335,8.142825919142322e-07,0.922159916,116.790625,,,,,,,
STCQP1,1,0,10,51,155143.53328791886,5.834468447914437e-07,0.863210334,180.671875,1,1,20,47,155143.55088111933,8.890638437009102e-06,0.128141999,120.1875,,,,,,,
STCQP2,1,0,10,29,22327.303410222565,3.7606105279381207e-07,1.097609416,187.515625,1,1,18,40,22327.31294054062,1.2142553008853696e-05,0.22219729100000002,122.0,,,,,,,
TAME,1,0,2,4,3.7245062412363685e-09,4.542064368632796e-09,6.791700000000001e-05,101.703125,1,1,2,4,2.6937728588081415e-24,4.999989654767496e-08,1.8374e-05,99.046875,,,,,,,
UBH1,0,4,407,7977,1.6949384557408722,3.3001093965454576e-05,30.007305499999998,141.609375,1,1,100,200,1.6168367627172242,0.0013663956279711198,0.525701791,145.96875,,,,,,,
VALUES,1,0,22,259,-1.1791525312093447,3.151391762377114e-07,0.031896875000000005,103.125,1,1,4,38,-1.3966207845262746,5.339817355001143e-07,0.002470457,100.796875,,,,,,,
YAO,1,0,755,14008,5.784272346993589,9.77783773777399e-07,12.674618708,108.21875,1,1,698,5734,-167.1496076128745,1.0185246062815364e-06,2.186847749,107.9375,,,,,,,
ZECEVIC2,1,0,2,4,-4.124999000234865,1.6662752236481832e-07,6.2e-05,101.0,1,1,2,5,-4.125000000185003,1.0000640716285725e-08,2.6123e-05,100.734375,,,,,,,
