System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,AUG2D,344.125,0.000203937,1.68707e+06,83,131,8.72246e-05,9.07973e-07,18.245
S,1,0,0,AUG2DC,421.272,0.000231676,1.81795e+06,84,85,9.87595e-05,6.3214e-11,12.8213
S,1,0,0,AUG2DCQP,782.214,0.000120375,6.49735e+06,53,104,9.86437e-05,7.16127e-06,30.9114
S,1,0,0,AUG2DQP,709.457,0.000113749,6.2363e+06,53,96,9.31375e-05,6.79553e-06,28.0699
S,1,0,0,AUG3D,0.0236,4.25941e-05,554.091,5,6,2.32161e-05,1.16221e-06,0.160242
S,1,0,0,AUG3DC,0.108419,0.000140573,771.154,4,5,8.21169e-05,2.36892e-07,0.128066
S,1,0,0,AUG3DCQP,0.0833855,8.39427e-05,993.279,19,31,8.12871e-05,2.27614e-07,0.895301
S,1,0,0,AUG3DQP,0.0531598,7.87275e-05,675.185,17,26,7.61508e-05,8.71875e-13,0.81265
S,1,2,0,BOYD1,121411,0.00196665,-6.16138e+07,307,6006,0.000331694,5.18577e-05,3235.92
std::bad_alloc,0,-1,0,BOYD2,-1,-1,-1,-1,-1,-1,-1,-1
S,1,0,0,CONT-050,0.0446732,0.00978848,-4.51918,111,207,9.92364e-05,7.56174e-06,13.4724
S,0,0,0,CONT-100,0.912529,0.19648,-3.73187,96,182,9.94998e-05,1.60211e-05,87.3383
S,0,0,0,CONT-101,0.0775712,0.396728,0.273098,240,460,9.22338e-05,2.31891e-06,234.209
S,0,0,0,CONT-200,0.793616,0.1694,-3.89126,254,431,8.57677e-05,1.27859e-05,1365.1
S,0,0,0,CONT-201,0.381221,1.98054,0.573704,286,807,8.54403e-05,7.83789e-08,2539.31
S,0,0,0,CONT-300,0.0663607,0.346509,0.257873,279,1160,9.53114e-05,7.72755e-07,12946.9
S,0,2,0,CVXQP1M,31213.4,0.0287017,1.0563e+06,275,6004,0.011239,0.0258879,6621.96
S,1,0,0,CVXQP1S,1.55476,0.000134138,11589.2,134,348,9.47921e-05,1.07001e-05,2.61534
S,1,2,0,CVXQP2M,7.63687,9.31149e-06,820148,281,6002,0.000159189,2.71272e-05,2319.33
S,1,0,0,CVXQP2S,0.215396,2.65236e-05,8120.73,111,235,9.41512e-05,6.03815e-06,1.59167
S,0,1,0,CVXQP3M,232822,0.170837,1.13001e+06,500,5095,0.0101613,0.0018514,5617.66
S,1,0,0,CVXQP3S,0.776676,6.50296e-05,11942.7,342,1811,9.97806e-05,7.85509e-06,12.6904
S,1,0,0,DPKLO1,2.65842e-05,7.18305e-05,0.37007,7,8,5.10197e-05,4.44966e-06,0.0394562
S,1,2,0,DTOC3,1.38812,0.00590028,236.651,261,6021,0.000111078,8.3439e-05,472.075
S,1,0,0,DUAL1,1.31902e-05,0.000376723,0.0349998,8,15,7.19295e-05,5.67102e-12,0.163437
S,1,0,0,DUAL2,6.54677e-06,0.000194072,0.0337271,6,12,9.26963e-05,3.17006e-07,0.13438
S,1,0,0,DUAL3,1.97307e-05,0.00014534,0.135736,16,18,9.56152e-05,3.01857e-06,0.293364
S,1,0,0,DUAL4,0.000184949,0.000247891,0.745906,34,54,9.76527e-05,1.27251e-06,0.42193
S,0,3,1,DUALC1,3.62371e+06,588.719,-3.61756e+06,73,904,5.02812,0.000626009,1.75456
S,0,2,0,DUALC2,116542,32.8165,-112990,187,6005,0.449004,0.0151146,2.73051
S,1,0,0,DUALC5,0.0373259,8.73669e-05,427.195,188,896,9.91985e-05,1.4375e-05,2.51187
S,0,2,0,DUALC8,4310.37,0.235419,13999,260,6012,0.0582099,0.00569723,12.3253
S,1,0,0,GENHS28,8.10885e-05,8.74577e-05,0.927255,4,5,4.36968e-05,9.1213e-07,0.0050717
S,1,0,0,GOULDQP2,4.58893e-05,0.249026,0.000230165,27,40,9.83487e-05,1.33941e-13,0.433962
S,1,0,0,GOULDQP3,4.51114e-05,2.18692e-05,2.06274,20,34,6.90222e-05,2.1231e-07,0.603679
S,1,0,0,HS118,6.96853e-05,1.04818e-07,664.82,41,988,8.5106e-05,0.00172824,0.112426
S,1,0,0,HS21,5.47247e-07,5.47466e-09,-99.96,7,48,1.36811e-05,3.74617e-09,0.0052248
S,1,0,0,HS268,8.15506e-05,142.296,-8.09775e-05,15,41,6.72744e-05,3.86374e-06,0.0078253
S,1,0,0,HS35,7.78131e-05,0.000700318,0.111033,4,16,2.20643e-05,2.01013e-06,0.0045031
S,1,0,0,HS35MOD,5.11922e-05,0.000204769,0.249949,5,129,2.5241e-05,2.59593e-05,0.009182
S,1,0,0,HS51,0.000243821,2.74518e+11,0.000243821,6,7,4.84748e-05,2.20774e-06,0.0045478
S,1,0,0,HS52,0.00106115,0.000199216,5.32559,12,13,7.52498e-05,9.32474e-07,0.0065472
S,1,0,0,HS53,0.000752424,0.000183831,4.09227,9,10,7.72043e-05,7.45655e-07,0.0076444
S,1,0,0,HS76,2.0744e-05,4.43075e-06,-4.68184,5,57,2.76267e-05,6.99693e-07,0.0076415
S,1,0,0,HUES-MOD,228.21,6.55312e-06,3.48245e+07,9,22,7.55533e-05,4.92499e-05,0.55865
S,1,0,0,HUESTIS,2.28733e+06,6.56814e-06,3.48245e+11,198,385,9.44909e-05,9.27022e-06,9.7428
S,1,0,0,KSIP,5.65956e-05,9.82908e-05,0.575741,27,393,9.47709e-05,1.54588e-05,64.2492
S,1,0,0,LASER,2.7765,1.15227e-06,2.4096e+06,62,684,9.91268e-05,1.79092e-05,6.21266
S,0,0,0,LISWET1,11.1223,0.307906,25.0001,93,553,9.92805e-05,1.47901e-05,28.4947
S,0,0,0,LISWET10,24.486,0.494809,24.9998,77,450,9.8628e-05,1.2107e-05,22.6936
S,0,0,0,LISWET11,24.5267,0.495249,24.9973,77,451,9.89846e-05,1.21088e-05,24.0624
S,0,0,0,LISWET12,1711.93,0.985609,24.9968,77,456,9.97582e-05,1.58738e-05,26.1298
S,1,0,0,LISWET2,0.00277214,0.000110894,24.9953,77,455,9.86331e-05,1.20796e-05,22.9566
S,1,0,0,LISWET3,0.00263356,0.000105337,24.9986,77,458,9.87079e-05,1.21127e-05,23.4652
