System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.0235495

K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.0247672

K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.0274042

K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.0277343

K,1,0,0,PRIMALC8,17.7682,0.00097044,-18291.7,422,20993,6.80521e-05,0.000759917,65.5835

S,1,0,0,CVXQP1S,1.63989,0.000141483,11589.1,1754,10393,9.99022e-05,8.10694e-08,67.0963


K,1,3,0,S268,0.000135302,236.084,-0.000134728,18,146,0.00011147,2.57994e-06,0.0214727

K,1,3,0,S268,0.000135302,236.084,-0.000134728,18,146,0.00011147,2.57994e-06,0.0276118

K,1,3,0,S268,0.000249365,435.111,-0.000248792,18,138,0.000207248,1.15346e-06,0.0217695

K,1,3,0,S268,0.000249365,435.111,-0.000248792,18,138,0.000207248,1.15346e-06,0.0356239

K,1,3,0,S268,0.000249365,435.111,-0.000248792,18,138,0.000207248,1.15346e-06,0.0287389

K,1,3,0,S268,0.000289366,504.907,-0.000288793,17,142,0.000241857,1.4477e-06,0.0229394

K,1,3,0,S268,0.000289366,504.907,-0.000288793,17,142,0.000241857,1.4477e-06,0.0304037

K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.022033

K,1,3,0,S268,0.000128914,224.939,-0.000128341,28,223,0.000105858,1.05959e-06,0.0296103

K,1,3,0,S268,0.000156873,273.725,-0.0001563,31,259,0.0001298,9.37232e-07,0.03545

K,1,3,0,S268,0.000156873,273.725,-0.0001563,31,259,0.0001298,9.37232e-07,0.0396253

K,1,3,0,S268,0.000156873,273.725,-0.0001563,31,259,0.0001298,9.37232e-07,0.0424133

K,1,0,0,S268,0.000108626,189.538,-0.000108053,13,113,9.06657e-05,8.21946e-08,0.0198838

K,1,3,0,S268,0.000145114,253.206,-0.000144541,47,360,0.000119957,2.34648e-07,0.0561842

K,1,0,0,S268,0.000108626,189.538,-0.000108053,13,113,9.06657e-05,8.21946e-08,0.0235357

K,1,0,0,S268,9.63592e-05,168.135,-9.57861e-05,18,146,8.15938e-05,1.56539e-07,0.0290826

S,1,2,0,CVXQP1S,5.45619,0.000470738,11585.3,1624,50021,0.000348865,2.95341e-07,213.948





S,1,0,0,CVXQP1S,1.64084,0.000141565,11589.1,2932,40646,9.99476e-05,9.1802e-09,201.651

S,0,3,0,CVXQP1S,3629.68,0.313154,7961.03,49,142,0.470983,2.01112e-08,1.45848




K,1,3,0,S268,0.00172291,3006.26,-0.00172233,24,230,0.00245687,8.40105e-07,0.0326625

K,0,3,0,S268,0.0254567,44418.7,0.0254573,14,139,0.0140889,1.16339e-06,0.021793

K,1,3,0,S268,0.00172291,3006.26,-0.00172233,24,230,0.00245687,8.40105e-07,0.0415585

K,1,3,0,S268,0.00175212,3057.24,-0.00175155,21,199,0.00271596,2.91336e-07,0.049102

K,1,3,0,S268,0.00166422,2903.85,-0.00166364,19,174,0.00219967,8.38008e-07,0.0302295

K,1,3,0,S268,0.00160571,2801.75,-0.00160513,19,189,0.00368848,2.60526e-06,0.0351912

K,1,3,0,S268,0.00160571,2801.75,-0.00160513,19,189,0.00368848,2.60526e-06,0.0290594

K,1,3,0,S268,0.00160571,2801.75,-0.00160513,19,192,0.00368848,2.60526e-06,0.036054

K,1,3,0,S268,0.00150057,2618.31,0.00150114,22,280,0.00673856,8.99694e-07,0.0391582

K,1,3,0,S268,0.00162346,2832.73,-0.00162288,21,231,0.00363793,1.99644e-06,0.0388688

K,1,3,0,S268,0.000750032,1308.71,-0.000749459,23,184,0.000692761,1.32064e-06,0.0640817

K,1,3,0,S268,0.000134269,234.283,-0.000133696,29,191,0.00011081,2.37696e-06,0.0470076

K,1,0,0,S268,0.000101261,176.687,-0.000100687,10,91,8.22295e-05,5.34124e-06,0.0254045


K,1,0,0,S268,0.000117541,205.094,-0.000116968,28,186,9.62039e-05,4.29143e-07,0.035536



S,1,2,0,CVXQP1S,2.43973,0.00021049,11588.3,1738,50023,0.000150487,1.24821e-08,211.012






K,1,3,0,S268,0.00117869,2056.66,-0.00117811,29,239,0.00112152,2.58588e-06,0.0435263

K,1,3,0,S268,0.00176402,3077.99,-0.00176344,33,369,0.00380962,1.84913e-06,0.0510016

K,1,3,0,S268,0.00143908,2511.02,0.00143966,23,280,0.00670172,2.28912e-06,0.062099

K,1,3,0,S268,0.00169159,2951.61,-0.00169102,23,214,0.0023032,1.49755e-06,0.0295182

K,1,3,0,S268,0.000751962,1312.08,-0.000751389,32,307,0.000687064,1.70127e-06,0.0375009

K,1,3,0,S268,0.000539568,941.478,-0.000538995,38,402,0.00116347,2.47859e-06,0.0509241

K,1,3,0,S268,0.000343278,598.977,-0.000342705,68,590,0.000289393,7.45071e-07,0.080524

K,1,3,0,S268,0.000218813,381.801,-0.00021824,59,474,0.000180257,3.62858e-07,0.0729118

