System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
M,1,0,0,25FV47,2.60807,0.000474036,5504.45,58,719,8.50314e-05,8.19207e-07,1.68646,0
M,1,0,0,80BAU3B,7.77786,7.87845e-06,987224,104,1309,5.1662e-05,7.21697e-08,8.24558,0
M,1,0,0,ADLITTLE,0.0102739,4.55617e-08,225495,39,98,3.3741e-06,0.00391859,0.00618242,0
M,1,0,0,AFIRO,1.17316e-05,2.52426e-08,-464.753,28,66,2.43375e-05,8.23429e-05,0.00126025,0
M,1,0,0,AGG,6234.16,0.000173211,-3.59855e+07,142,347,9.79649e-05,9.2256e-06,0.0487213,1
M,1,0,0,AGG2,4615.28,0.000228036,-2.02346e+07,11080,82099,8.81661e-05,1.56162e-07,5.08081,4332
M,1,0,0,AGG3,3386.96,0.000328445,1.03155e+07,32148,127484,8.3268e-05,3.82799e-08,8.6764,13488
M,1,0,0,BANDM,0.0283633,0.000178804,-158.6,58,354,8.3943e-05,1.61655e-07,0.255883,0
M,1,0,0,BEACONFD,91.3194,0.00271845,33683.8,72,181,8.221e-05,4.83021e-06,0.03664,0
M,1,0,0,BLEND,5.16718e-05,1.67699e-06,-30.8121,26,81,1.67823e-05,3.80579e-05,0.00739638,0
M,1,0,0,BNL1,0.143842,7.27345e-05,1977.49,282,3585,9.91806e-05,5.85845e-08,2.81377,87
M,0,0,0,BNL2,18.7873,0.0103727,1830.02,69,1339,4.68503e-05,1.45894e-05,5.40369,0
M,1,0,0,BOEING1,0.196551,0.000586347,-335.017,86,595,8.39703e-05,2.49138e-08,0.19329,0
M,1,0,0,BOEING2,4.81265e-07,1.52773e-09,-315.019,69,276,3.12853e-06,1.25327e-08,0.0357123,0
M,0,0,0,BORE3D,26.2685,0.0191311,1399.35,50,204,1.11095e-05,8.54394e-06,0.0753235,0
M,1,0,0,BRANDY,0.0138318,9.10878e-06,1518.52,88,388,8.01552e-05,1.54665e-06,0.156581,0
M,1,0,0,CAPRI,0.0421609,1.56731e-05,2690.06,93,457,2.85718e-05,1.60589e-05,0.147125,0
M,0,0,0,CYCLE,0.675484,0.129245,-4.55091,81,930,8.38876e-05,3.73844e-07,4.75262,0
M,1,0,0,CZPROB,0.00233407,1.06813e-09,2.1852e+06,360,7618,3.48607e-07,1.58452e-05,5.03771,70
M,1,0,0,D2Q06C,46.2807,0.000376927,122831,625,14608,9.70837e-05,9.2376e-08,43.5385,203
M,1,0,0,D6CUBE,0.000531462,1.68455e-06,315.492,51,394,5.19314e-05,4.41858e-07,2.31835,0
M,1,0,0,DEGEN2,0.00144709,1.0083e-06,-1435.18,19,70,3.5992e-05,6.23558e-10,0.103033,0
M,1,0,0,DEGEN3,0.000904314,9.15952e-07,-987.295,28,143,8.10099e-05,1.00732e-09,1.13867,0
M,0,3,1,DFL001,1.084e+07,0.962149,2.21064e+07,981,49772,5.58682,1.67019e-07,299.049,1019
M,0,0,0,E226,7.32356,0.39055,-11.4284,39,200,8.33421e-05,1.8453e-09,0.0748383,0
M,1,0,0,ETAMACRO,1.40739,0.00186233,-754.308,37,261,9.35566e-05,9.56142e-06,0.19222,0
M,1,0,0,FFFFF800,6.99529,1.25887e-05,555687,53984,326803,8.91553e-05,7.66291e-08,67.6136,23001
M,1,0,0,FINNIS,0.140371,8.12372e-07,172791,312,6256,4.98031e-05,3.47744e-06,0.849038,63
M,1,0,0,FIT1D,0.00349223,3.81815e-07,-9146.38,30,166,2.04927e-05,1.30038e-05,0.0538794,0
M,1,0,0,FIT1P,0.00986935,1.07904e-06,9146.37,43,144,8.20135e-05,3.93099e-06,5.1428,1
M,1,0,0,FIT2D,0.219795,3.21036e-06,-68464.1,31,249,4.8009e-05,8.91749e-09,0.971434,0
M,1,0,0,FIT2P,0.0106262,1.55208e-07,68464.3,49,232,9.98586e-05,2.00932e-05,655.681,3
M,1,0,0,FORPLAN,0.276616,0.000416453,-663.942,42050,217339,3.10813e-05,4.85541e-08,28.7337,17862
M,1,0,0,GANGES,0.407503,3.71855e-06,-109586,61,623,3.44109e-05,2.57635e-05,0.983418,0
M,1,0,0,GFRD-PNC,13892.7,0.00201279,6.91613e+06,54,469,4.28889e-05,0.000102498,0.290683,0
M,0,3,0,GREENBEA,2.07221e+06,0.0285971,-7.03902e+07,2921,51181,0.0255834,3.40272e-06,185.718,2278
M,1,3,0,GREENBEB,5327.08,0.00123824,-4.30747e+06,14802,176715,0.0041562,1.52127e-07,515.624,6146
M,1,0,0,GROW15,0.0033657,3.14931e-11,-1.06871e+08,205,612,9.33653e-07,7.19942e-06,0.320767,0
M,1,0,0,GROW22,0.00263482,1.63822e-11,-1.60834e+08,219,781,3.67764e-07,3.35987e-06,0.62247,0
M,1,0,0,GROW7,0.00152849,3.1985e-11,-4.77878e+07,358,3470,6.32682e-05,1.47286e-06,0.775977,0
M,1,0,0,ISRAEL,4382.57,0.00488775,-892262,51,243,6.8763e-05,3.53565e-08,0.0268592,0
M,1,0,0,KB2,0.00966219,5.52157e-06,-1749.89,59,236,2.32944e-05,5.82123e-07,0.00713446,0
M,0,0,0,LOTFI,22.0388,0.872314,-3.22595,29012,89777,9.2433e-05,1.65986e-07,2.70083,3843
M,0,3,0,MAROS,4038.67,0.0695557,-54025.1,3565,26919,0.000136655,6.40103e-07,37.7389,1501
M,1,0,0,MAROS-R7,2.0192e-05,1.34866e-11,1.49719e+06,115,1050,1.75098e-07,2.17066e-07,140.555,0
M,0,0,0,MODSZK1,83008,258.899,83328.7,1183,18154,3.45407e-05,6.44026e-08,23.9227,460
M,1,0,0,NESM,22.2261,1.579e-06,1.40761e+07,68,1280,9.06594e-05,2.5937e-05,1.86337,6
M,1,0,0,PEROLD,14.004,0.00149285,-9366.75,37847,769222,6.30677e-05,7.4141e-08,501.304,14583
M,1,0,0,PILOT,1.41167,0.00253259,-555.993,200,2751,9.54539e-05,2.03722e-07,58.0783,0
M,1,4,0,PILOT.JA,19.2739,0.00315287,-6093.86,51092,1049154,0.000102913,9.35012e-08,1200.01,18913
M,1,0,0,PILOT.WE,2267.76,0.000833706,-2.71783e+06,12482,310396,9.42958e-05,9.73196e-07,219.487,3737
M,1,0,0,PILOT4,5.11298,0.0019809,-2576.03,12776,258270,9.66445e-05,6.33783e-08,107.942,4878
M,0,0,0,PILOT87,7.37615,0.0244478,309.087,144,2952,9.05556e-05,3.11765e-07,150.493,0
M,1,0,0,PILOTNOV,1.43409e-08,3.1888e-12,-4497.28,1211,12230,7.2576e-05,0.00192363,23.8649,34
M,1,0,0,RECIPE,3.13036e-05,1.17411e-07,-266.616,40,86,1.5198e-05,3.11406e-06,0.00222833,0
M,1,0,0,SC105,1.11351e-07,2.13308e-09,-52.2021,74,215,1.37221e-06,1.77685e-06,0.00862363,0
M,1,0,0,SC205,1.38565e-05,2.65439e-07,-52.202,232,804,3.53013e-05,8.78345e-09,0.0474049,10
M,1,0,0,SC50A,5.24709e-08,8.12557e-10,-64.5751,40,94,1.49154e-06,2.20416e-09,0.00228808,0
M,1,0,0,SC50B,2.69289e-06,3.84699e-08,-70,42,121,4.63829e-06,4.07202e-08,0.00349675,0
M,1,0,0,SCAGR25,54.5959,3.70055e-06,-1.47534e+07,50,467,6.29598e-05,1.62354e-05,0.119515,0
M,1,0,0,SCAGR7,43.3988,1.8615e-05,-2.33135e+06,54,401,8.88413e-05,9.54476e-06,0.0175471,0
M,1,0,0,SCFXM1,9.7568e-07,5.29779e-11,18416.8,171,818,7.98209e-07,1.25199e-06,0.375649,5
M,1,0,0,SCFXM2,1.88643e-05,5.14571e-10,36660.3,166,934,1.26527e-05,1.52224e-06,1.0534,0
M,1,0,0,SCFXM3,8.38481e-08,1.52725e-12,54901.3,167,1095,5.83705e-07,1.28414e-06,1.82328,0
M,1,0,0,SCORPION,0.26889,0.000143169,1877.86,78,171,9.94551e-05,1.83244e-05,0.0600911,0
M,1,0,0,SCRS8,0.00124431,1.376e-06,904.299,57,411,3.52457e-06,0.000180014,0.293629,0
M,1,0,0,SCSD1,0.000435703,5.02734e-05,8.66623,31,60,3.85051e-05,8.25575e-10,0.0195267,0
M,1,0,0,SCSD6,0.0324707,0.000642985,50.4675,46,117,9.00075e-05,5.24935e-08,0.0744818,0
M,1,0,0,SCSD8,0.000160998,1.77898e-07,905,35,195,5.6304e-05,2.14066e-07,0.272029,0
M,1,0,0,SCTAP1,0.0312633,2.21372e-05,1412.28,45,180,4.50971e-05,4.50967e-05,0.0561154,0
M,1,0,0,SCTAP2,0.000888568,5.1517e-07,1724.81,24,71,1.77035e-05,9.66351e-07,0.0978221,0
M,1,0,0,SCTAP3,0.000688779,4.83693e-07,1424,21,77,1.83035e-05,3.19734e-11,0.152446,0
M,1,0,0,SEBA,40.8642,0.00260089,15752.5,69,417,9.54793e-05,4.52548e-06,2.88208,0
M,1,0,0,SHARE1B,457.954,0.00597935,-76131.4,7522,71536,4.24639e-05,6.5765e-08,1.74198,1065
M,1,0,0,SHARE2B,0.00526196,1.26571e-05,-415.738,31,139,5.19335e-05,8.02037e-09,0.00856608,0
M,1,0,0,SHELL,15532.1,1.28489e-05,1.20884e+09,48,380,4.10907e-05,2.83854e-06,0.300551,4
M,1,0,0,SHIP04L,0.297705,1.66007e-07,1.79332e+06,6987,264291,6.04125e-05,7.92574e-08,81.6508,7788
M,1,3,0,SHIP04S,253.915,0.000141165,1.79846e+06,653,15316,0.000323005,1.74104e-07,3.22456,199
M,1,3,0,SHIP08L,50.2081,2.63e-05,1.90901e+06,1923,38455,0.000650172,4.84277e-07,46.5467,681
M,0,3,0,SHIP08S,164559,0.0857032,1.75554e+06,524,3839,0.205045,2.07997e-07,4.95103,434
M,1,3,0,SHIP12L,260.249,0.000177018,1.46993e+06,140,1518,0.0103301,0,3.39312,112
M,1,3,0,SHIP12S,243.643,0.000163602,1.48899e+06,242,2510,0.00516505,0,2.97682,201
M,1,0,0,SIERRA,2.61552,1.69901e-07,1.53944e+07,41,211,1.14814e-05,0.000168763,0.25108,0
M,1,0,0,STAIR,0.00157541,6.26985e-06,-251.265,59,463,7.71463e-05,1.13456e-07,0.435525,0
M,1,0,0,STANDATA,0.028601,2.27407e-05,1257.73,31,180,4.27521e-05,3.81538e-06,0.104049,0
M,1,0,0,STANDMPS,0.00333578,2.37251e-06,1406.02,37,253,4.67559e-06,3.88666e-08,0.168775,0
M,1,0,0,STOCFOR1,1.03688,2.52085e-05,-41133,46,153,4.84681e-05,1.61408e-05,0.00985483,0
M,1,0,0,STOCFOR2,7.17482,0.000183855,-39017.2,89,1133,9.80121e-05,1.35646e-05,2.00875,0
M,0,0,0,TUFF,0.137465,0.470531,0.429612,31,222,4.98606e-05,2.45785e-10,0.166782,0
M,1,0,0,VTP.BASE,0.28967,2.23112e-06,129832,52,255,4.26913e-05,1.53404e-05,0.0486878,0
M,1,0,0,WOOD1P,0.000857707,0.000594432,1.44204,25,94,8.91295e-05,2.97114e-10,0.304171,0
M,1,0,0,WOODW,0.0005054,0.000387435,1.30498,29,222,7.77158e-05,1.05022e-07,1.42109,0
