System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,HS76,1.41861e-07,3.03005e-08,-4.68182,7,26,67,5,7.66599e-08,4.08794e-08,0.00022325,0
S,1,0,0,HUES-MOD,226.127,6.49329e-06,3.48245e+07,77,437,174,69,6.80766e-07,5.12647e-06,0.491151,0
S,1,0,0,HUESTIS,2.27515e+06,6.53315e-06,3.48245e+11,7,30,27,6,5.20424e-07,1.43278e-06,0.0431772,0
K,1,0,0,KSIP,1.29418e-06,2.24763e-06,0.575797,57,162,0,78,6.73769e-07,4.92057e-08,0.040148,0
S,1,0,0,LASER,0.081389,3.3777e-08,2.4096e+06,17,45,55,31,3.16771e-07,3.29134e-09,0.0526251,0
S,0,0,0,LISWET1,11.1197,0.307834,25.0027,104,331,624,125,9.99155e-07,3.2714e-11,1.18288,0
S,0,0,0,LISWET10,24.484,0.494768,25.0018,81,242,1140,113,9.96063e-07,2.72618e-09,1.13171,0
S,0,0,0,LISWET11,24.5247,0.495209,24.9992,82,253,830,110,9.70333e-07,4.44818e-09,1.04262,0
S,0,0,0,LISWET12,1711.93,0.985608,24.9987,86,227,740,92,9.91798e-07,1.58629e-08,1.18502,0
S,1,0,0,LISWET2,0.000702666,2.81088e-05,24.9974,78,249,704,149,9.66898e-07,4.64532e-09,1.21612,0
S,1,0,0,LISWET3,0.00057329,2.29305e-05,25.0006,77,230,971,101,9.99649e-07,1.49533e-09,1.01393,0
S,1,0,0,LISWET4,0.000576983,2.30792e-05,24.9995,76,223,1088,102,9.84881e-07,7.94418e-09,1.11353,0
S,1,0,0,LISWET5,0.000575256,2.29787e-05,25.0337,78,233,1131,97,9.79867e-07,4.77739e-09,1.11547,0
S,1,0,0,LISWET6,0.000609717,2.43928e-05,24.9951,78,227,730,93,9.67043e-07,4.64377e-09,0.920506,0
S,0,0,0,LISWET7,473.839,0.949879,25.0022,76,231,703,103,9.90824e-07,4.80803e-09,1.04327,0
S,0,0,0,LISWET8,7119.7,0.996501,25.0021,77,230,598,105,9.87097e-07,4.54775e-09,0.948942,0
S,0,0,0,LISWET9,1938.25,0.987265,25.0017,83,244,636,113,9.73628e-07,1.54583e-09,1.0368,0
