problem,nc,n_display,alpha1,alpha2,ssn_status,ssn_solved,pmm_iter,ssn_iter,krylov_iter,ssn_time,ssn_obj,ssn_peak_ram_mb,qpalm_status,qpalm_solved,qpalm_iter,qpalm_time,qpalm_obj,qpalm_peak_ram_mb,osqp_status,osqp_solved,osqp_iter,osqp_time,osqp_obj,osqp_peak_ram_mb
convdiff,8,132098,0.0001,0.1,0,1,4,6,4,4.166141292080283,12271.846304900035,760.75,1,1,5,1.3397947493940592,-6.130761537655975e-10,992.21875,1,1,1475,26.656083459034562,-2.4446655950997477e-14,996.953125
convdiff,8,132098,0.0001,0.01,0,1,4,6,4,4.073423917405307,12271.846304900035,1031.09375,1,1,5,1.3310448750853539,-6.130761540523345e-10,1053.328125,1,1,1475,26.41759783308953,-2.4446655910685388e-14,1045.984375
convdiff,8,132098,0.0001,0.0001,0,1,4,6,4,4.069947000592947,12271.846304900035,1172.328125,1,1,5,1.326666166074574,-6.130761549105975e-10,1172.515625,1,1,1475,26.415039332583547,-2.444665601524833e-14,1172.65625
convdiff,8,132098,0.0001,1e-06,0,1,4,6,4,4.112702959217131,12271.846304900035,1176.390625,1,1,5,1.3328415844589472,-6.130761549105975e-10,1176.40625,1,1,1475,26.427307792007923,-2.4446655947654935e-14,1163.453125
