System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,AUG2D,305.628,0.000181123,1.68711e+06,124,194,7.74592e-05,3.96723e-07,26.3084
S,1,0,0,AUG2DC,305.667,0.0001681,1.81806e+06,128,129,7.16546e-05,2.48856e-10,17.5705
S,1,0,0,AUG2DCQP,567.539,8.73387e-05,6.49757e+06,237,955,7.15627e-05,1.8718e-05,187.24
S,1,0,0,AUG2DQP,468.418,7.5103e-05,6.23654e+06,230,605,6.14892e-05,4.93408e-07,139.241
S,1,0,0,AUG3D,0.0212098,3.82802e-05,554.089,4,5,7.07549e-05,9.64275e-05,0.129647
S,1,0,0,AUG3DC,0.0892067,0.000115663,771.173,4,5,7.06958e-05,4.42429e-06,0.128105
S,1,0,0,AUG3DCQP,0.0774049,7.79221e-05,993.285,12,54,7.53019e-05,4.33166e-07,1.39851
S,1,0,0,AUG3DQP,0.0620162,9.18436e-05,675.176,11,27,8.86123e-05,7.40332e-11,0.735507
S,1,1,0,BOYD1,133051,0.00215519,-6.16022e+07,300,1599,0.000813316,8.21596e-07,969.234
S,1,0,0,CONT-050,0.0132059,0.00289359,-4.55064,48,360,8.91725e-05,7.92032e-07,21.3285
S,1,0,0,CONT-100,0.0323739,0.00697054,-4.61202,70,189,8.72321e-05,6.33402e-07,84.4344
S,0,0,0,CONT-101,0.0752596,0.384906,0.120268,73,338,8.59955e-05,9.57494e-10,161.603
S,0,0,0,CONT-200,0.251765,0.0537399,-4.43311,93,178,3.85055e-05,3.11347e-07,552.936
S,0,0,0,CONT-201,0.0580374,0.301519,0.250521,92,852,6.46951e-05,7.65766e-07,2527.43
S,0,1,0,CVXQP1M,157871,0.145167,929640,300,3365,0.214211,4.89941e-05,4339
S,0,1,0,CVXQP1S,346.006,0.029852,11244.7,300,2357,0.0162036,8.1289e-07,15.3075
S,0,1,0,CVXQP2M,19167.1,0.02337,800988,300,2810,0.0750121,0.00398296,1529.75
S,1,0,0,CVXQP2S,0.221739,2.73046e-05,8120.72,100,1137,9.6566e-05,8.42548e-07,3.72274
S,0,1,0,CVXQP3M,314927,0.231083,1.0479e+06,300,3069,0.0787579,0.00357315,4503.86
S,1,1,0,CVXQP3S,73.7559,0.00617544,11869.7,300,3105,0.00489784,9.58715e-07,22.1066
S,1,0,0,DPKLO1,3.73776e-05,0.000100994,0.370059,6,11,1.639e-05,1.60542e-06,0.0462727
S,0,2,1,DTOC3,23.8305,0.101293,259.093,85,4008,1.00934,1.05668,315.707
S,1,0,0,DUAL1,1.58273e-05,0.000452041,0.0349971,6,11,9.99004e-05,2.23891e-06,0.0988708
S,1,0,0,DUAL2,4.17311e-06,0.000123707,0.0337295,6,8,6.16084e-05,4.97223e-06,0.0795657
S,1,0,0,DUAL3,2.03374e-05,0.000149808,0.135736,11,20,9.54014e-05,2.90172e-07,0.284806
S,1,0,0,DUAL4,0.000148772,0.000199402,0.745942,18,62,7.84786e-05,6.31156e-07,0.369899
K,0,2,1,DUALC1,3.6219e+06,588.425,-3.61575e+06,187,4002,4.77538,8.10253e-07,2.23767
K,0,2,0,DUALC2,121017,34.0769,-117466,192,4013,0.633065,5.84989e-07,1.74727
K,0,1,0,DUALC5,7.79649,0.0182488,419.436,300,2547,0.00412118,1.31138e-05,1.96121
K,0,2,0,DUALC8,18474,1.00899,-164.678,81,4041,0.444317,3.20186,3.72613
S,1,0,0,GENHS28,2.35952e-05,2.54486e-05,0.927197,4,5,4.72777e-05,3.48118e-05,0.0057769
S,1,0,0,GOULDQP2,4.70281e-05,0.255205,0.000231303,11,20,9.7157e-05,1.94375e-13,0.211236
S,1,0,0,GOULDQP3,1.735e-05,8.41096e-06,2.06277,13,39,4.55287e-05,1.77002e-07,0.471513
S,1,0,0,HS118,0.000158836,2.38916e-07,664.82,56,2569,8.44048e-05,0.00929096,0.239208
S,1,0,0,HS21,6.65979e-08,6.66246e-10,-99.96,5,97,4.25519e-05,7.11039e-06,0.0044792
K,1,0,0,HS268,0.000115093,200.823,-0.00011452,27,213,9.35024e-05,9.84656e-07,0.025568
S,1,0,0,HS35,6.57037e-05,0.000591334,0.111045,5,39,2.58672e-05,7.06365e-05,0.0051303
S,1,0,0,HS35MOD,1.44363e-06,5.77452e-06,0.250001,5,11,2.6739e-05,8.83184e-05,0.0030939
S,1,0,0,HS51,0.000283616,3.19323e+11,0.000283616,5,6,5.71512e-05,3.46215e-05,0.0036962
S,1,0,0,HS52,0.00101032,0.000189673,5.32564,9,18,7.18434e-05,7.10705e-07,0.0046913
S,1,0,0,HS53,0.000293835,7.17893e-05,4.09273,8,14,3.02601e-05,1.01154e-07,0.0040939
K,1,0,0,HS76,0.000135933,2.90342e-05,-4.68195,5,147,5.29205e-05,0.000102316,0.0127334
S,1,0,0,HUES-MOD,227.344,6.52825e-06,3.48245e+07,8,25,4.40787e-05,7.88539e-08,0.593514
S,1,1,1,HUESTIS,2.71708e+09,0.00780216,3.4553e+11,300,753,30.2928,1.11609e-08,18.3464
S,1,0,0,KSIP,5.35341e-05,9.29738e-05,0.575744,18,898,9.74488e-05,0.0066387,125.11
K,1,2,0,LASER,9.0153,3.74141e-06,2.40959e+06,79,4000,0.0530786,0.172381,58.3409
K,0,2,0,LISWET1,11.1228,0.30792,24.9996,81,4032,0.000115017,0.000750679,270.121
S,0,0,0,LISWET10,24.4861,0.494812,24.9996,75,3733,9.84767e-05,0.000960992,138.446
S,0,0,0,LISWET11,24.5268,0.495252,24.9971,75,3733,9.88192e-05,0.000962758,141.47
S,0,0,0,LISWET12,1711.93,0.985609,24.9967,75,3733,9.95863e-05,0.000965719,146.209
S,1,0,0,LISWET2,0.00292509,0.000117013,24.9952,75,3736,9.85471e-05,0.000961372,142.276
S,1,0,0,LISWET3,0.00278446,0.000111373,24.9984,75,3740,9.85514e-05,0.000961517,145.017
S,1,0,0,LISWET4,0.00279011,0.000111604,24.9973,75,3742,9.85194e-05,0.000961309,151.275
S,1,0,0,LISWET5,0.00274838,0.000109785,25.0315,75,3704,9.78969e-05,0.000755639,139.742
S,1,0,0,LISWET6,0.00283213,0.000113304,24.9929,75,3732,9.85745e-05,0.000961865,145.771
S,0,0,0,LISWET7,473.841,0.949884,25,75,3732,9.85529e-05,0.000961444,138.789
S,0,0,0,LISWET8,7119.7,0.996501,25.0001,75,3733,9.85386e-05,0.000961212,145.058
S,0,0,0,LISWET9,1938.25,0.987266,24.9998,75,3733,9.84816e-05,0.000959809,143.436
S,1,0,0,LOTSCHD,0.00833646,3.47582e-06,2398.41,14,75,8.00233e-05,5.4716e-07,0.013616
K,1,0,0,MOSARQP1,5.25221e-05,5.51196e-08,-952.875,23,1110,8.79303e-05,0.000430584,23.0946
S,1,0,0,MOSARQP2,0.0233476,1.46153e-05,-1597.51,13,192,8.89475e-05,9.85065e-07,1.78332
K,0,2,1,POWELL20,1.02745e+10,0.197247,4.18151e+10,79,4000,39.0898,55.9234,165.797
S,1,0,0,PRIMAL1,6.62691e-06,0.00018927,-0.0350196,6,236,3.78196e-05,0.00498147,0.357581
