System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,AUG2D,249.724,0.000147993,1.68716e+06,41,61,6.3291e-05,3.24976e-06,0.707751,0
S,1,0,0,AUG2DC,306.606,0.000168616,1.81806e+06,47,48,7.18748e-05,3.27008e-10,0.533966,0
S,1,0,0,AUG2DCQP,495.922,7.63177e-05,6.49764e+06,43,100,6.25391e-05,4.68826e-06,1.70384,0
S,1,0,0,AUG2DQP,380.273,6.09704e-05,6.23663e+06,43,92,4.99171e-05,8.34577e-09,1.59299,0
S,1,0,0,AUG3D,0.0779329,0.000140656,553.99,6,7,8.04216e-05,1.24091e-05,0.0168259,0
S,1,0,0,AUG3DC,0.0969624,0.000125719,771.165,7,8,7.43902e-05,3.74007e-08,0.0190215,0
S,1,0,0,AUG3DCQP,0.0533999,5.37567e-05,993.309,18,29,5.21401e-05,3.59744e-06,0.0633362,0
S,1,0,0,AUG3DQP,0.0687397,0.000101801,675.169,15,25,9.82902e-05,1.93342e-12,0.0618367,0
S,1,4,0,BOYD1,44996.3,0.000728859,-6.16902e+07,840,29401,0.000151796,0.000101861,1201.27,39
K,0,0,0,BOYD2,42.3804,1.99374,63.6371,100,2391,9.17341e-05,0.000114484,77.3836,0
S,0,0,0,CONT-050,0.247863,0.0543101,-4.31599,48,97,9.95063e-05,2.53523e-06,0.587976,0
S,0,0,0,CONT-100,0.874152,0.188217,-3.77025,57,150,7.58745e-05,3.5465e-06,6.47002,0
S,0,0,0,CONT-101,0.0258353,0.132131,0.221363,75,294,9.93302e-05,1.93177e-06,12.9306,0
S,0,0,0,CONT-200,1.49386,0.318869,-3.19101,63,162,8.37098e-05,8.59509e-07,42.4553,0
S,0,0,0,CONT-201,0.484974,2.51956,0.677457,103,595,9.84521e-05,1.03017e-07,159.944,0
S,0,0,0,CONT-300,0.242944,1.26856,-0.051432,97,1002,9.72172e-05,2.14488e-06,912.125,0
S,0,3,1,CVXQP1L,1.08705e+08,0.999998,230.052,1,45,661.579,0,2.40155,12
S,0,4,0,CVXQP1M,31719.1,0.0291667,1.05579e+06,398,14763,0.0102886,7.7616e-06,1204.44,167
S,1,0,0,CVXQP1S,1.60872,0.000138794,11589.1,71,279,9.83719e-05,1.46937e-05,0.155796,4
S,0,3,1,CVXQP2L,8.18424e+07,1,12.4286,1,92,176.17,0,5.18742,15
S,1,0,0,CVXQP2M,4.10315,5.00289e-06,820151,255,8290,9.99345e-05,0.000156499,284.3,12
S,1,0,0,CVXQP2S,0.162224,1.9976e-05,8120.78,47,114,8.51944e-05,6.79848e-06,0.0357284,0
S,0,3,1,CVXQP3L,1.15711e+08,0.999998,219.752,2,135,1636.55,3695.86,8.97515,15
S,0,4,0,CVXQP3M,267123,0.196006,1.09571e+06,83,1489,0.0212524,0.000863871,1202.92,12
S,1,0,0,CVXQP3S,0.735193,6.15562e-05,11942.7,2251,91223,9.99696e-05,2.11109e-06,52.3923,432
S,1,0,0,DPKLO1,0.000405559,0.00109582,0.369691,6,8,6.0413e-05,2.97601e-06,0.00259313,0
S,0,0,0,DTOC3,3.44522,0.0146442,231.817,169,5189,9.9872e-05,2.28245e-05,24.9546,0
S,1,0,0,DUAL1,1.43458e-05,0.000409729,0.0349986,10,18,8.19924e-05,2.42212e-11,0.0127808,0
S,1,0,0,DUAL2,6.62371e-06,0.000196353,0.0337271,8,13,9.03455e-05,3.72556e-06,0.00880167,0
S,1,0,0,DUAL3,1.83733e-05,0.000135341,0.135737,18,28,9.03464e-05,5.48389e-07,0.0292358,0
S,1,0,0,DUAL4,0.000178992,0.000239906,0.745912,65,66,9.65871e-05,2.64471e-06,0.031306,0
K,1,0,0,DUALC1,6.60649,0.00107331,6148.64,60,162,9.40712e-05,7.61609e-06,0.00609821,0
K,1,0,0,DUALC2,0.239471,6.74318e-05,3551.55,26,65,4.39844e-05,8.90114e-05,0.00256604,0
K,1,0,0,DUALC5,0.00152551,3.57067e-06,427.231,28,110,9.63635e-05,2.13325e-05,0.00404817,0
K,1,0,0,DUALC8,0.207917,1.13558e-05,18309.2,56,1338,8.51517e-05,2.38646e-05,0.0659477,0
K,1,0,0,EXDATA,0.00225056,1.58665e-05,-141.841,48,238,8.69696e-05,1.54326e-05,111.04,0
S,1,0,0,GENHS28,9.58223e-05,0.000103349,0.927078,4,5,3.10883e-05,1.14021e-05,0.000146125,0
S,1,0,0,GOULDQP2,5.66021e-05,0.30716,0.000240877,8,14,9.87024e-05,5.30572e-14,0.00942696,0
S,1,0,0,GOULDQP3,4.28104e-05,2.07537e-05,2.06274,17,29,9.48904e-05,4.34821e-06,0.0252143,0
K,1,0,0,HS118,4.19256e-05,6.3063e-08,664.82,27,101,1.61233e-05,1.97698e-05,0.000922916,0
S,1,0,0,HS21,8.04859e-07,8.05181e-09,-99.96,4,6,6.363e-05,2.56459e-15,6.4e-05,0
S,1,0,0,HS268,0.000117394,204.839,-0.000116821,32,66,9.89692e-05,6.18562e-06,0.000474292,0
S,1,0,0,HS35,2.50152e-05,0.000225137,0.111086,5,6,1.20756e-05,1.0979e-06,8.8958e-05,0
S,1,0,0,HS35MOD,5.63669e-05,0.000225468,0.249944,8,19,4.51263e-05,1.95993e-05,0.000282792,0
S,1,0,0,HS51,0.000389259,4.38267e+11,-0.000389259,6,7,5.62433e-05,2.64836e-06,0.000126084,0
S,1,0,0,HS52,0.0013862,0.000260239,5.32526,12,13,9.91508e-05,9.43355e-06,0.000195334,0
S,1,0,0,HS53,0.000478982,0.000117024,4.09254,10,11,4.91962e-05,4.65034e-06,0.000159083,0
S,1,0,0,HS76,8.17191e-06,1.74546e-06,-4.68181,7,14,6.58046e-06,9.21952e-06,0.000177625,0
S,1,0,0,HUES-MOD,226.127,6.49328e-06,3.48245e+07,72,307,7.62183e-05,1.03961e-05,0.599754,0
S,1,0,0,HUESTIS,2.26137e+06,6.49358e-06,3.48245e+11,14,29,3.97498e-05,1.0206e-05,0.0596164,0
K,1,0,0,KSIP,5.73268e-05,9.95606e-05,0.575741,32,48,9.30305e-05,4.22533e-06,0.0259447,0
S,1,0,0,LASER,1.21525,5.04336e-07,2.4096e+06,24,45,5.91417e-05,1.41096e-05,0.0561979,0
S,0,0,0,LISWET1,11.1233,0.307934,24.9991,63,119,9.75719e-05,2.28948e-06,0.559538,0
S,0,0,0,LISWET10,24.4871,0.494831,24.9987,52,94,9.70912e-05,4.31779e-06,0.449318,0
S,0,0,0,LISWET11,24.5279,0.495274,24.996,64,125,9.95279e-05,1.40477e-06,0.597869,0
S,0,0,0,LISWET12,1711.93,0.985609,24.9958,62,116,9.90127e-05,7.87097e-06,0.584916,0
S,1,0,0,LISWET2,0.00397285,0.000158926,24.9941,51,92,9.8725e-05,1.23369e-05,0.428991,0
S,1,0,0,LISWET3,0.00386103,0.000154434,24.9974,48,87,9.92202e-05,5.76552e-06,0.403326,0
S,1,0,0,LISWET4,0.00389269,0.000155707,24.9962,50,91,9.97806e-05,6.09627e-06,0.417094,0
S,1,0,0,LISWET5,0.00379388,0.000151548,25.0305,54,91,9.7763e-05,1.21891e-05,0.434069,0
S,1,0,0,LISWET6,0.00382432,0.000152999,24.9919,50,88,9.76607e-05,1.40237e-05,0.408718,0
S,0,0,0,LISWET7,473.842,0.949886,24.999,51,91,9.87306e-05,1.23321e-05,0.432431,0
S,0,0,0,LISWET8,7119.7,0.996501,24.999,64,123,9.85427e-05,2.57786e-06,0.594196,0
S,0,0,0,LISWET9,1938.25,0.987267,24.9989,61,115,9.9291e-05,7.22007e-06,0.568222,0
S,1,0,0,LOTSCHD,0.00768356,3.2036e-06,2398.41,22,45,7.36658e-05,5.72801e-06,0.000796709,0
S,1,0,0,MOSARQP1,0.00130171,1.36609e-06,-952.877,23,35,9.49747e-05,5.25225e-06,0.0565285,0
S,1,0,0,MOSARQP2,0.0234888,1.47036e-05,-1597.51,17,29,9.14389e-05,7.61751e-06,0.020982,0
S,1,0,0,POWELL20,1.84128e+06,3.53482e-05,5.20877e+10,7932,33769,9.99809e-05,8.40585e-08,95.1227,0
S,1,0,0,PRIMAL1,3.31955e-06,9.48091e-05,-0.0350096,4,9,1.9105e-05,1.99702e-06,0.00422329,0
S,1,0,0,PRIMAL2,1.01745e-06,3.01614e-05,-0.0337327,3,9,5.44727e-06,1.07696e-05,0.00634154,0
S,1,0,0,PRIMAL3,8.37442e-06,6.16874e-05,-0.135764,2,16,4.11446e-05,0.000186358,0.0175975,0
S,1,0,0,PRIMAL4,4.52397e-06,6.06356e-06,-0.746095,2,22,6.37129e-05,1.40833e-06,0.0162951,0
S,1,0,0,PRIMALC1,0.00342236,5.56007e-07,-6155.25,76,321,8.43323e-05,7.53859e-06,0.0142164,0
S,1,0,0,PRIMALC2,0.0256403,7.21997e-06,-3551.33,57,201,9.29531e-05,1.35538e-05,0.00752538,0
S,1,0,0,PRIMALC5,0.0292775,6.85283e-05,-427.262,33,306,1.38244e-05,4.04195e-05,0.0182563,0
S,1,0,0,PRIMALC8,0.000420351,2.29582e-08,-18309.4,245,789,9.9662e-05,7.71668e-07,0.076784,0
S,1,0,0,Q25FV47,37.8238,2.75193e-06,1.37444e+07,1278,19775,9.97402e-05,9.15651e-08,108.443,768
S,1,0,0,QADLITTL,0.401646,8.36207e-07,480318,44,148,9.96323e-05,2.54431e-06,0.0149883,0
S,1,0,0,QAFIRO,0.000497747,0.000312894,-1.59028,16,58,6.95935e-05,2.7037e-05,0.001622,0
S,1,0,0,QBANDM,0.0501305,3.06565e-06,16352.4,52,191,9.96176e-05,4.27436e-06,0.273117,0
S,1,0,0,QBEACONF,31.5931,0.000191808,164744,73,266,5.04488e-05,5.71117e-05,0.090733,0
S,1,0,0,QBORE3D,26.7857,0.00863999,3126.99,48,175,2.22117e-05,5.36463e-06,0.124484,0
S,1,0,0,QBRANDY,0.124545,4.38923e-06,28375.2,46,198,7.76541e-05,0.00013911,0.159178,0
S,0,3,0,QCAPRI,1.19647e+07,0.17913,5.48286e+07,74974,1194781,0.416695,1.01187e-07,244.229,61275
S,1,0,0,QE226,0.165838,0.00077985,212.819,45,201,8.3482e-05,1.48268e-05,0.21454,0
S,0,4,0,QETAMACR,906.705,0.0104507,85853.7,61193,2292407,0.0017063,5.04948e-07,1200.01,21103
S,1,4,0,QFFFFF80,12.6463,1.44836e-05,873160,141042,1434261,0.0015699,7.79446e-08,1200,71978
