System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,0,3,1,QFORPLAN,3.9464e+08,0.0529247,7.06199e+09,227,3736,7.14798,2.25993e-06,1.30119,186
S,1,3,0,QGFRDXPN,58280.5,5.78234e-07,1.00791e+11,56517,633679,0.00375124,1.07237e-07,308.949,43356
S,1,0,0,QGROW15,1829.7,1.79923e-05,-1.01692e+08,335,5197,4.06345e-05,8.08153e-06,6.82386,46
S,1,0,0,QGROW22,2620.89,1.75159e-05,-1.49626e+08,305,4761,2.75218e-05,1.23256e-05,9.3063,29
S,1,0,0,QGROW7,859.756,2.00884e-05,-4.27979e+07,472,7685,1.78789e-06,8.30246e-06,4.5324,78
K,1,0,0,QISRAEL,105.247,4.1521e-06,2.53479e+07,84,356,8.36268e-05,1.75873e-06,0.0433896,0
S,1,0,0,QPCBLEND,0.000825087,0.105207,-0.00866763,41,86,9.58388e-05,1.24768e-05,0.00754063,0
S,1,0,0,QPCBOEI1,1.30115,1.13105e-07,1.15039e+07,56,163,7.90557e-05,1.06095e-05,0.0444049,0
K,1,0,0,QPCBOEI2,564.038,6.90211e-05,8.1714e+06,12442,85137,9.99654e-05,6.48169e-08,2.35538,4608
S,1,0,0,QPCSTAIR,135.729,2.18763e-05,6.20425e+06,162,267,8.60165e-05,6.33308e-07,0.248716,0
S,1,4,0,QPILOTNO,2339.16,0.000494684,4.73093e+06,51677,775277,0.00376367,9.53489e-08,1200.01,34078
S,1,0,0,QPTEST,0.000547269,0.000125179,4.37133,5,6,7.12147e-05,8.88111e-06,9.7584e-05,0
S,1,0,0,QRECIPE,3.06565e-05,1.14984e-07,-266.616,40,87,1.51981e-05,3.11405e-06,0.00534075,0
K,1,0,0,QSC205,0.000166305,0.0286045,-0.00564765,39,146,7.00133e-05,1.04925e-06,0.0248931,0
S,1,0,0,QSCAGR25,45.1711,2.2391e-07,2.01738e+08,152,3759,9.88371e-05,0.000115498,0.786542,37
S,1,0,0,QSCAGR7,73.2253,2.72558e-06,2.6866e+07,53,587,8.54265e-05,1.13073e-05,0.0448657,4
S,1,3,0,QSCFXM1,252.431,1.49521e-05,1.68829e+07,1627,164619,0.00223818,3.01994e-07,52.7398,5364
S,1,4,0,QSCFXM2,50.8287,1.82994e-06,2.77762e+07,213745,1963899,0.000800504,5.03111e-08,1200,96560
S,1,4,0,QSCFXM3,180.302,5.85085e-06,3.08165e+07,73856,1478066,0.00190651,6.24341e-08,1200,44688
K,1,0,0,QSCORPIO,0.267287,0.000142135,1880.24,80,142,9.94546e-05,1.61859e-05,0.0510106,0
S,1,0,0,QSCRS8,0.000239084,2.64309e-07,904.56,69,455,7.09385e-07,4.26584e-05,0.665155,5
S,1,0,0,QSCSD1,0.000100588,1.16063e-05,8.66677,30,68,2.52163e-05,4.81729e-05,0.0651885,0
S,1,0,0,QSCSD6,0.0186322,0.000366717,50.7896,40,119,7.60155e-05,8.30975e-08,0.219694,0
S,1,0,0,QSCSD8,0.00190517,2.02513e-06,940.762,37,193,9.40954e-05,7.09179e-08,1.02938,0
S,1,0,0,QSCTAP1,0.0288197,2.03549e-05,1415.89,47,189,1.6506e-05,1.6274e-07,0.127714,0
S,1,0,0,QSCTAP2,0.000981252,5.65554e-07,1735.03,24,64,1.97458e-05,1.21234e-06,0.212706,0
S,1,0,0,QSCTAP3,0.000790046,5.49118e-07,1438.75,35,98,8.41923e-05,4.25604e-06,0.410812,0
S,0,3,1,QSEBA,4.13875e+07,0.507935,4.00943e+07,265,3618,7.00127,2.52609e-07,9.89345,212
S,1,0,0,QSHARE1B,117.838,0.000163647,720196,29352,283082,9.98337e-05,6.88695e-08,11.0286,11722
K,1,0,0,QSHARE2B,0.82131,7.01753e-05,11702.9,88,1594,5.121e-05,1.61562e-05,0.0437191,3
S,0,3,1,QSHELL,2.61572e+11,0.166327,1.31106e+12,138,2641,212.827,5.65833e-06,19.3841,100
S,1,0,0,QSHIP04L,12.208,5.04459e-06,2.42e+06,2929,74424,3.65496e-05,7.84136e-08,83.2208,2197
S,1,0,0,QSHIP04S,127.177,5.24443e-05,2.42487e+06,618,29216,9.99671e-05,4.75791e-05,16.2083,898
S,1,3,0,QSHIP08L,158.262,6.66075e-05,2.37588e+06,253,2823,0.00449936,2.20251e-07,17.4715,132
S,1,0,0,QSHIP08S,47.7537,2.00164e-05,2.38568e+06,2372,5017,4.61834e-05,4.02646e-09,49.4898,1928
S,1,3,0,QSHIP12L,568.272,0.00018824,3.01831e+06,298,5239,0.0103292,2.5944e-07,49.0166,262
S,1,0,0,QSHIP12S,83.5201,2.73213e-05,3.05688e+06,9574,127970,4.1334e-05,9.34343e-08,399.172,7743
S,1,0,0,QSIERRA,41.7264,1.75687e-06,2.37505e+07,45,223,9.40986e-05,0.000142709,0.594078,4
S,1,3,0,QSTAIR,10046.7,0.00125813,7.97541e+06,8403,499127,0.0465116,4.17566e-07,297.617,13928
S,1,0,0,QSTANDAT,0.198652,3.09821e-05,6411.64,38,120,4.81628e-05,1.85702e-07,0.212451,0
S,1,0,0,S268,0.000117394,204.839,-0.000116821,32,66,9.89692e-05,6.18562e-06,0.000479125,0
K,0,-3,1,STADAT1,1e+20,3.50547e+12,1e+20,5188,196897,1e+20,1e+20,275.493,0
K,0,0,0,STADAT2,13.7592,0.421715,-18.8675,3412,131260,9.99974e-05,8.65137e-05,189.951,0
K,0,0,0,STADAT3,35.6941,0.997614,-0.0853791,85,2644,9.30427e-05,0.000163538,7.4154,0
S,1,0,0,STCQP1,10.7809,6.94897e-05,155133,48,94,8.28789e-05,5.63993e-06,164.267,0
S,1,0,0,STCQP2,1.55539,6.96631e-05,22325.8,53,98,9.56032e-05,4.98197e-06,40.3001,0
S,1,0,0,TAME,2.50079e-11,inf,2.50079e-11,3,4,2.11354e-05,3.45146e-11,7.8958e-05,0
S,0,0,0,UBH1,17.9615,16.0945,19.0775,217,1114,9.99523e-05,1.04896e-07,8.11245,0
S,0,0,0,VALUES,0.0851888,0.0609964,-1.31143,14,35,8.70181e-05,7.81125e-12,0.0100068,0
S,0,0,0,YAO,188.845,0.955187,8.85968,4960,184898,9.99015e-05,0.000264168,1159.64,0
S,1,0,0,ZECEVIC2,4.64856e-05,1.12692e-05,-4.12505,5,6,2.32428e-05,2.74721e-06,7.2667e-05,0
