name,ssn_solved,ssn_time,ssn_iters,ssn_status,ssn_obj,qpalm_solved,qpalm_time,qpalm_iters,qpalm_status,qpalm_obj,osqp_solved,osqp_time,osqp_iters,osqp_status,osqp_obj
AUG2D,1,0.10371287539601326,27,0,1687410.701995797,1,0.07853029202669859,16,1,1677451.6548751993,1,0.05039245821535587,50,1,1677511.3290552208
AUG2DC,1,0.08165908418595791,17,0,1818366.4849784195,1,0.0846144175156951,16,1,1808267.7914470825,1,0.05055591743439436,50,1,1808267.2039653806
AUG2DCQP,1,0.8136775828897953,55,0,6498124.432940626,1,0.2680554995313287,47,1,6487968.499224074,1,1.212674000300467,1700,1,6488037.006966587
AUG2DQP,1,0.6009516660124063,46,0,6236996.926221351,1,0.39104329142719507,57,1,6227067.414828271,1,1.1327614998444915,1525,1,6227112.320279438
AUG3D,1,0.006406750530004501,8,0,554.0670798286669,1,0.011220665648579597,10,1,-782.433172613789,1,0.009847207926213741,50,1,-782.4322742195347
AUG3DC,1,0.006590667180716991,9,0,771.2612124594216,1,0.016413625329732895,16,1,-1165.2379103693238,1,0.009708874858915806,50,1,-1165.2375613543259
AUG3DCQP,1,0.04887700080871582,39,0,993.3604748242628,1,0.04178095795214176,35,1,-943.1378599380864,1,0.017118291929364204,100,1,-943.137988596528
AUG3DQP,1,0.06172341667115688,39,0,675.2364264195503,1,0.04591737501323223,35,1,-661.2623526416307,1,0.016621957533061504,100,1,-661.2623283874609
BOYD1,0,10.180343042127788,305,4,-57352571.269444555,1,3.2165838750079274,156,1,-61735218.69934834,0,10.008400958031416,2548,8,-61731961.45835943
BOYD2,0,44.48647274915129,10,4,22.05601424344549,0,10.01401091646403,609,-5,173.26003303020244,0,10.014727041125298,2861,8,2762009.034512585
CONT-050,1,0.6419647922739387,618,0,-4.5638490548671236,1,0.029269457794725895,11,1,-4.56385048122636,1,0.45979562494903803,1775,1,-4.563851392513337
CONT-100,1,9.887185500003397,1821,0,-4.644370835910853,1,0.6615858757868409,33,1,-4.644415521097686,0,10.002204833552241,7359,8,-4.644495613117157
CONT-101,0,10.008177792653441,778,4,0.29480647530507564,1,3.1765168346464634,123,1,0.19529107611552288,0,10.002435834147036,6728,8,0.19580921837093235
CONT-200,0,10.94797291699797,43,4,-0.906372953870126,1,1.6582269165664911,15,1,-4.685169773951925,0,10.008383624255657,1238,8,-3.7259370115665424
CONT-201,0,10.455652291886508,51,4,-0.0004859302320264948,0,10.245148000307381,29,-5,-0.07138071843069861,0,10.00777683313936,1033,8,3.917847983460139
CONT-300,0,13.98656112421304,32,4,-0.00011602337174517891,0,10.151549541391432,8,-5,-0.06070086862580997,0,10.027714375406504,212,8,4.578789829533166
CVXQP1L,0,11.247609332203865,4,4,3939.0200479833215,0,10.979294333606958,15,-5,54252178.79250642,0,10.006381708197296,1024,8,108679409.42853707
CVXQP1M,0,10.064053666777909,307,4,1079668.9405898247,1,0.15019979048520327,80,1,1087510.493655371,1,0.09738287515938282,625,1,1087511.554541954
CVXQP1S,1,0.026352208107709885,123,0,11590.709116062182,1,0.0011493340134620667,37,1,11590.718060485195,1,0.0019851243123412132,425,1,11590.717496574516
CVXQP2L,0,16.94916999991983,8,4,15904.111549254167,0,10.249795209616423,21,-5,33086447.342805617,1,9.133687416091561,1650,1,81842458.26015085
CVXQP2M,0,10.006374957971275,8633,4,820155.4310157741,1,0.08888887520879507,60,1,820155.4131144702,1,0.025586791336536407,175,1,820155.4302829508
CVXQP2S,1,0.012628916651010513,50,0,8120.938157269769,1,0.00118350051343441,35,1,8120.940202582617,1,0.0005568750202655792,75,1,8120.9404799686345
CVXQP3L,0,11.21245904173702,4,4,5998.805974418663,0,11.245235041715205,15,-5,65474713.614868864,0,10.004374708980322,908,8,115681299.69623736
CVXQP3M,0,10.45626670960337,153,4,1108899.8358200546,1,0.21368095930665731,113,1,1362828.3891311693,1,0.47457020729780197,3000,1,1362828.7028892862
CVXQP3S,1,0.0407389160245657,135,0,11943.427281168704,1,0.0013614585623145103,39,1,11943.432069999924,1,0.001008874736726284,100,1,11943.431057830818
DPKLO1,1,0.0013083331286907196,13,0,0.3700946222098593,1,0.0014658337458968163,16,1,0.3700956934578646,1,0.0008627502247691154,50,1,0.37009621720634406
DTOC3,0,10.006596250459552,3941,4,167.1990634358833,1,0.2492537498474121,126,1,235.25594524888942,0,10.002645875327289,23985,8,274.1692475519664
DUAL1,1,0.009307041764259338,20,0,0.03501286954350463,1,0.0013940837234258652,21,1,0.035012946828452435,1,0.0012228749692440033,50,1,0.0350129660096062
DUAL2,1,0.00797145813703537,50,0,0.03373364884797899,1,0.0011898335069417953,13,1,0.03373367841103344,1,0.002360749989748001,50,1,0.03373367619184395
DUAL3,1,0.02561650052666664,43,0,0.1357556905502096,1,0.0017667077481746674,15,1,0.13575574835334817,1,0.0014022905379533768,50,1,0.13575583620789974
DUAL4,1,0.023499040864408016,164,0,0.7460897571429838,1,0.0007486669346690178,15,1,0.746090432363693,1,0.0009172912687063217,50,1,0.7460908274281847
DUALC1,1,0.002565915696322918,56,0,6056.998178855417,1,0.0005794595927000046,23,1,6138.272441608012,1,0.0038147922605276108,700,1,6155.206621109025
DUALC2,1,0.0016513746231794357,52,0,3551.3816385909213,1,0.0004053330048918724,15,1,3550.8232574552844,1,0.0015386249870061874,275,1,3551.3114210176377
DUALC5,1,0.008011458441615105,268,0,427.23162677257295,1,0.0003365408629179001,8,1,426.5879814024128,1,0.000968417152762413,75,1,427.2323132275329
DUALC8,1,0.0038222502917051315,66,0,18307.695175378994,1,0.0008637923747301102,16,1,18304.442542577093,1,0.0012204581871628761,75,1,18309.355283092387
EXDATA,0,23.281863583251834,10,4,-72.32356890149889,1,5.6162388334050775,260,1,-141.84343218931332,1,3.5286666667088866,1150,1,-141.84342941699765
GENHS28,1,0.0006814170628786087,7,0,0.9271735633604894,1,9.620748460292816e-05,6,1,0.9271741307488796,1,0.0007152492180466652,50,1,0.9271736946246533
GOULDQP2,1,0.14694891776889563,632,0,0.00018818309019777492,1,0.007174000144004822,39,1,0.00018426838465668575,1,0.04053850006312132,2175,1,0.00018427067682943185
GOULDQP3,1,0.018026666715741158,35,0,2.0627869074560294,1,0.005272416397929192,33,1,-29647.83721752834,1,0.001756083220243454,50,1,-29647.837216027085
HS118,1,0.001705666072666645,99,0,664.8204500141528,1,0.00019162427634000778,31,1,664.8204414358344,1,0.0005176253616809845,675,1,664.8204396149034
HS21,1,6.679166108369827e-05,6,0,-99.96000000192238,1,3.808271139860153e-05,7,1,0.03999999995026208,1,0.0005140006542205811,75,1,0.03999996951412155
HS268,1,0.0010392498224973679,211,0,-1.2678137863986194e-06,1,4.195794463157654e-05,7,1,-14462.99960512596,1,0.00022524967789649963,200,1,-14462.99981913051
