nc,n_display,alpha1,alpha2,ssn_status,ssn_solved,pmm_iter,ssn_iter,krylov_iter,ssn_time,ssn_obj,qpalm_status,qpalm_solved,qpalm_iter,qpalm_time,qpalm_obj,osqp_status,osqp_solved,osqp_iter,osqp_time,osqp_obj
8,132098,0.0001,0.1,0,1,27,398,44,39.50496083404869,1.0718664187575322,1,1,77,18.124942417256534,0.09082683463878978,8,0,3805,60.03149762470275,14076027.332746875
8,132098,0.0001,0.0001,0,1,27,398,38,40.25116549991071,1.0714913902814245,-5,0,155,60.12036254070699,0.09082750786200533,8,0,3845,60.020353583619,13435461.890249906
8,132098,0.0001,1e-06,0,1,27,398,38,40.250712250359356,1.0714905872519138,-5,0,162,60.1329684574157,0.09082786488203459,8,0,3838,60.02639791555703,13682703.068423843
8,132098,0.0001,0.0,0,1,27,398,37,40.49518483225256,1.0714905791342282,-5,0,158,60.17647108435631,0.09082792252712402,8,0,3689,60.032126625068486,2436439.310889714
