name,ssn_solved,ssn_time,ssn_iters,ssn_status,ssn_obj,qpalm_solved,qpalm_time,qpalm_iters,qpalm_status,qpalm_obj,osqp_solved,osqp_time,osqp_iters,osqp_status,osqp_obj
HS21,1,5.662534385919571e-05,5,0,-99.9600000730026,1,3.616604954004288e-05,7,1,0.03999999995026208,1,0.0001727091148495674,75,1,0.03999996951412155
HS268,1,0.0009162919595837593,174,0,-1.204234649776481e-06,1,5.720742046833038e-05,7,1,-14462.99960512596,1,0.00024200044572353363,200,1,-14462.99981913051
HS35,1,0.00012570805847644806,9,0,0.11111105020908596,1,3.845803439617157e-05,7,1,-8.888888905998193,1,0.0001471666619181633,50,1,-8.888888888869706
HS35MOD,1,0.0003065411001443863,38,0,0.24999805955116372,1,3.7124380469322205e-05,5,1,-8.749997346908247,1,0.00013641547411680222,50,1,-8.750000000693987
HS51,1,8.958298712968826e-05,9,0,-3.6883440293067338e-06,1,3.054272383451462e-05,1,1,-5.999999999999967,1,0.00014375057071447372,50,1,-6.000000000000002
HS52,1,8.745770901441574e-05,11,0,5.3266348167375615,1,4.7208741307258606e-05,6,1,-0.6733533767373755,1,0.00014562532305717468,50,1,-0.673352435524134
HS53,1,8.150003850460052e-05,9,0,4.093019703656241,1,3.629177808761597e-05,6,1,-1.9069769803178196,1,0.0001349588856101036,25,1,-1.906974138520308
HS76,1,0.00014849938452243805,10,0,-4.68181808859658,1,3.900006413459778e-05,11,1,-4.6818181901781415,1,0.0001370823010802269,50,1,-4.681817614451218
HUES-MOD,0,60.0146885830909,46767,4,34824463.873409,1,0.026660041883587837,20,1,34824463.77527447,0,0.11336808279156685,500,3,1e+30
HUESTIS,1,0.0273373331874609,19,0,348244634818.2045,1,0.04295141715556383,44,1,348244638718.7173,0,0.021550958044826984,75,3,1e+30
KSIP,1,0.19575754180550575,148,0,0.5757962961817296,1,0.004914875142276287,31,1,0.575797289323914,1,0.39809170737862587,15625,1,0.575796617447379
LASER,1,0.04114308301359415,57,0,2409601.29675827,1,0.021310416981577873,68,1,2409601.325399873,1,0.005152207799255848,125,1,2409601.0912937336
LISWET1,1,1.0177569156512618,269,0,25.00279498103646,1,4.317461582832038,1708,1,-2500.1553386984506,0,60.000771750696,186800,2,-2500.4068110139065
LISWET10,1,0.7889542076736689,248,0,25.001846951471634,1,0.6042012926191092,209,1,-2500.9475559784087,1,23.911600833758712,74300,1,-2500.9480493386327
LISWET11,1,0.8745136661455035,244,0,24.99924501719306,1,0.4311204580590129,147,1,-2500.749545531532,1,28.07869025040418,87325,1,-2500.7506182186744
LISWET12,1,1.7337411250919104,231,0,24.998676047613117,1,4.201663124375045,1701,1,-2474.07076413204,0,60.00116820819676,182473,2,-2500.751053897864
LISWET2,1,0.693374834023416,245,0,24.997392430314903,1,0.45767691638320684,159,1,-1666.9921263687343,1,27.366489582695067,85125,1,-1666.992499868193
LISWET3,1,1.3890812499448657,243,0,25.000674068572152,1,0.4353630421683192,158,1,-1000.258856440592,1,27.334496749565005,85200,1,-1000.2592199736487
LISWET4,1,0.7232795422896743,240,0,24.999558854742304,1,0.43310991767793894,153,1,-714.5159808836387,1,27.280583625659347,84875,1,-714.5163358074926
LISWET5,1,0.693287874571979,247,0,25.033700782307278,1,0.3828726252540946,126,1,-15976.16589247832,1,8.260576208122075,25750,1,-15976.166328696543
LISWET6,1,0.7825066242367029,244,0,24.99515747182795,1,0.48157491721212864,168,1,-2162.224350426666,1,23.016612249426544,71725,1,-2162.224744414996
LISWET7,1,0.7876550005748868,242,0,25.002207302755778,1,0.5648538758978248,199,1,-2500.2572754359853,1,28.719867000356317,89375,1,-2500.2576853080873
LISWET8,1,0.7135979998856783,245,0,25.002163152206776,1,0.4537064991891384,157,1,-2500.257240275201,1,28.8650868749246,89850,1,-2500.2577304169613
LISWET9,1,0.9483189573511481,242,0,25.001715562073514,1,4.23441229108721,1757,1,-2457.538346494665,1,30.262051874771714,94400,1,-2500.2581692641347
LOTSCHD,1,0.00022337492555379868,20,0,2398.409491221376,1,0.0001688338816165924,28,1,2398.4157529392673,1,0.00023912452161312103,175,1,2398.4143264024315
MOSARQP1,1,0.07612887490540743,47,0,-952.8754459459058,1,0.016369249671697617,32,1,-952.8754420096203,1,0.03941025026142597,575,1,-952.8754444195737
MOSARQP2,1,0.019513499923050404,28,0,-1597.4823156455973,1,0.005893915891647339,26,1,-1597.4821192242548,1,0.050534541718661785,225,1,-1597.48212021698
POWELL20,1,2.3754898328334093,1091,0,44426354930.769516,1,18.175280916504562,14571,1,52089333761.32368,0,60.00134362466633,188813,8,47577847500.354996
PRIMAL1,1,0.004725417122244835,12,0,-0.035012964372395906,1,0.004909208044409752,20,1,-0.03501296589708461,1,0.003010041080415249,75,1,-0.03501296490144681
PRIMAL2,1,0.007993875071406364,13,0,-0.0337336545878052,1,0.00650162436068058,24,1,-0.03373366688588175,1,0.004143457859754562,50,1,-0.03373367611583799
PRIMAL3,1,0.016477500088512897,24,0,-0.13575583959838636,1,0.019123916514217854,40,1,-0.13575583686436157,1,0.011563333682715893,75,1,-0.13575584029297386
PRIMAL4,1,0.014623916707932949,28,0,-0.7460908482338419,1,0.019817166961729527,40,1,-0.7460908418956492,1,0.011967291124165058,125,1,-0.7460908446474571
PRIMALC1,1,0.0035922499373555183,114,0,-6155.252556592182,1,0.000507500022649765,9,1,-6154.912184040492,0,60.00028491578996,6344250,8,1731.6900203248915
PRIMALC2,1,0.0042965831235051155,146,0,-3551.313230144929,1,0.0017084171995520592,9,1,-3550.8293719299945,0,60.000312875024974,7319213,8,-15823.671275731564
PRIMALC5,1,0.006760666146874428,66,0,-427.2392597282143,1,0.0005292082205414772,8,1,-427.17487998058493,1,3.1009127078577876,275700,1,-427.23264200284245
PRIMALC8,1,0.0416724169626832,303,0,-18306.667022507234,1,0.0012201247736811638,10,1,-18307.533508730437,0,60.00068666692823,2865414,8,-7821242.361730116
Q25FV47,0,60.39844720810652,3757,4,13743891.307597857,1,2.016605792567134,1025,1,13744444.700920153,1,18.525523082353175,84675,1,13744448.018745007
QADLITTL,1,0.011888833716511726,120,0,480312.0659321568,1,0.002123124897480011,95,1,480318.54830195516,1,0.006406666710972786,2300,1,480319.2200923401
QAFIRO,1,0.0016373749822378159,82,0,-1.5907813950105008,1,0.00028362497687339783,30,1,-1.5908249185671253,1,0.0003447914496064186,200,1,-1.590778705452883
QBANDM,1,0.42809720896184444,355,0,16352.342212531024,1,0.03814237471669912,272,1,16352.341088072659,1,0.3496934175491333,19975,1,16352.342904581357
QBEACONF,1,0.4970309156924486,4473,0,164712.78316810075,1,0.009362207725644112,75,1,164712.06003456528,1,0.04567987471818924,3450,1,164712.7120890567
QBORE3D,1,0.16621012426912785,1173,0,3107.7339986438983,1,0.00968175008893013,113,1,3100.19301612506,0,60.000233333557844,5914537,8,3101.1371076195683
QBRANDY,1,0.11846158280968666,233,0,28375.118108334354,1,0.026269083842635155,285,1,28374.63638460621,1,0.4668319998309016,38875,1,28375.087710661508
QCAPRI,0,60.00412983261049,76107,4,65138413.26332079,1,0.0685335835441947,572,1,66774754.19874133,0,60.000249832868576,4014701,8,66783718.03860639
QE226,1,0.26487820874899626,433,0,212.65345374709466,1,0.02618558332324028,239,1,205.54001879393977,0,60.000259041786194,3508794,8,205.52219728798585
QETAMACR,0,60.03898579161614,10013,4,86560.37677436517,1,0.15030566696077585,226,1,86759.50707193787,1,7.8300468334928155,79550,1,86760.19689898615
QFFFFF80,1,4.6303700832650065,2070,0,873156.4703662137,1,0.11026879213750362,266,1,873049.7026772605,1,28.1277813334018,484475,1,873147.4358969277
QFORPLAN,0,60.001938791014254,151049,4,7406073869.660301,1,0.05941504146903753,428,1,7456610121.557367,0,60.000249583274126,3515649,8,7456624389.919054
QGFRDXPN,0,60.00104054156691,42115,4,100790579777.6002,1,0.0677292076870799,288,1,100790586109.21646,1,43.02099779155105,1859075,1,100790584814.65247
QGROW15,1,1.3563627498224378,1111,0,-101691801.96453916,1,0.10356795787811279,482,1,-101693645.05847943,0,60.00031349994242,1893448,8,-101694507.74285181
QGROW22,1,2.518064041621983,1463,0,-149626326.9011813,1,0.21332699991762638,681,1,-149628984.6821781,0,60.00036537554115,1300412,8,-149691233.69475433
QGROW7,1,0.23620020784437656,520,0,-42797849.01132259,1,0.01105758361518383,108,1,-42798691.57210706,1,4.087954166345298,287975,1,-42798690.134863466
QISRAEL,1,0.44226087536662817,3305,0,25347837.797942806,1,0.005286290310323238,97,1,25347835.380718473,1,1.0184306669980288,112725,1,25347838.300993018
QPCBLEND,1,0.004275082610547543,68,0,-0.007847654055644547,1,0.0012260423973202705,49,1,-0.007844866628003965,1,0.006521041505038738,1950,1,-0.007843196016759858
QPCBOEI1,1,0.02391512505710125,74,0,11503769.410157029,1,0.01413191668689251,102,1,11503910.679773314,0,60.00025249924511,2985474,8,11503914.009768106
QPCBOEI2,1,0.1021055830642581,2632,0,8171950.95960364,0,0.004615083336830139,109,-3,0.0,0,60.0002202084288,9590573,8,8171962.241274002
QPCSTAIR,1,0.09880999941378832,200,0,6204361.185350169,1,0.029200042597949505,181,1,6204387.476040235,1,0.5064787920564413,19025,1,6204387.476082068
QPILOTNO,0,60.144486708566546,6878,4,4730371.372850952,1,0.934136874973774,774,1,4728586.6461463515,0,60.00038000009954,439200,8,4728104.772968477
QPTEST,1,0.00013574957847595215,11,0,4.37187070100447,1,6.087496876716614e-05,7,1,4.371886847690245,1,0.0001822086051106453,75,1,4.371875000034403
QRECIPE,1,0.001978708431124687,34,0,-266.6159994721247,1,0.0010096244513988495,25,1,-266.6159285066268,1,0.001845208927989006,300,1,-266.61599261419036
QSC205,1,0.007353249937295914,48,0,-0.005813829367465495,1,0.0018935836851596832,34,1,-0.00581484635058647,1,0.00151162501424551,200,1,-0.0058140237176510364
QSCAGR25,1,2.811899958178401,3799,0,201737853.6847881,1,0.03415854275226593,277,1,201737941.33913258,1,0.2880790000781417,21850,1,201738264.2777991
QSCAGR7,1,0.01355783361941576,109,0,26865976.562992863,1,0.00456079188734293,132,1,26865927.951936785,0,60.00026216544211,17455990,8,26864811.87481221
QSCFXM1,1,1.0228844992816448,1232,0,16881147.858623292,1,0.040822166949510574,258,1,16882688.43437653,0,60.000349124893546,3353330,8,16882690.74065263
QSCFXM2,1,7.110912625677884,3381,0,27775268.4512878,1,0.12379324994981289,378,1,27776425.100651115,0,60.00033212546259,1616648,8,27776161.82317906
QSCFXM3,1,7.243496874347329,2885,0,30813877.777060244,1,0.22420179098844528,470,1,30816493.04110246,0,60.00042541604489,1058210,8,30816355.130562242
QSCORPIO,1,0.1134275421500206,378,0,1880.5095651373333,0,0.008249749429523945,75,-3,0.0,0,60.000354499556124,5738479,8,1881.4855166482882
QSCRS8,1,3.4201645413413644,2717,0,904.56001771674,1,0.0753110833466053,270,1,904.5602850558504,1,4.626415332779288,158175,1,904.5657725260388
QSCSD1,1,0.0421554995700717,55,0,8.666683904861763,1,0.01470929104834795,99,1,8.666665230088045,1,0.02756637427955866,1575,1,8.66666556102771
QSCSD6,1,1.650896042585373,1237,0,50.808213803423264,1,0.06633700057864189,243,1,50.80822113364923,1,0.4972621249035001,15675,1,50.80821380503227
QSCSD8,1,0.8600277081131935,180,0,940.7635069674994,1,0.20582566689699888,339,1,940.7635540182777,1,0.10487216711044312,1550,1,940.7629281336145
QSCTAP1,1,0.1123631251975894,184,0,1415.8610177693738,1,0.028300415724515915,239,1,1415.861124962817,0,60.00024841632694,4549425,8,1409.5844527090107
QSCTAP2,1,0.19070416688919067,67,0,1735.026499532814,1,0.07921212445944548,143,1,1735.0261569985635,0,60.0004007499665,940345,8,1734.8190984973132
QSCTAP3,1,0.3036881247535348,78,0,1438.7545041745798,1,0.10918312426656485,139,1,1438.7545745753218,0,60.00052287429571,726421,8,1438.7239897976722
QSEBA,0,60.023197083733976,5771,4,77078527.68525864,1,0.029392666183412075,128,1,81480256.47216193,1,6.291107333265245,241875,1,81481644.97525421
QSHARE1B,0,60.00024100020528,588773,4,720166.813484343,1,0.022557375021278858,423,1,720078.2814725242,1,0.6872937073931098,99700,1,720090.2644355464
QSHARE2B,1,0.023916084319353104,385,0,11703.678084539544,1,0.0040758755058050156,153,1,11703.660116057361,0,60.000286917202175,15754086,8,11703.51944997541
QSHELL,0,60.03681454155594,7022,4,1572638449514.8867,1,0.4717628750950098,386,1,1572636841659.7815,1,0.9092032080516219,6800,1,1572637324312.4363
QSHIP04L,1,1.6497645005583763,962,0,2420011.5524599254,1,0.14581045787781477,364,1,2420014.8340989184,1,0.253388749435544,5525,1,2420015.7196363537
QSHIP04S,1,0.5731761660426855,438,0,2424993.6396012018,1,0.09558141604065895,328,1,2424993.554990882,1,0.0805393336340785,2550,1,2424994.394322844
QSHIP08L,1,9.660662583075464,654,0,2376040.6054618745,1,0.8231003750115633,369,1,2376040.636811156,1,2.6945937499403954,8500,1,2376040.8346574446
QSHIP08S,1,3.8497868748381734,626,0,2385726.9029477844,1,0.23375645745545626,292,1,2385728.4352404317,1,0.44989616703242064,4200,1,2385727.988467625
QSHIP12L,0,60.124570958316326,4065,4,3018834.1754021607,1,1.5888525824993849,454,1,3018876.5267719775,1,1.4429921247065067,2725,1,3018876.3882172466
QSHIP12S,0,60.0531351249665,8367,4,3058489.603877322,1,0.33418983314186335,368,1,3056961.570086856,1,0.26275254134088755,2050,1,3056962.0523159727
QSIERRA,1,0.6368691669777036,245,0,23750284.193194807,1,0.14841504115611315,371,1,23750486.066666275,1,0.5839332500472665,9375,1,23750677.842889067
QSTAIR,1,31.518761499784887,34683,0,7985467.1789037315,1,0.06777562480419874,297,1,7985452.718992157,0,60.00071379262954,1930499,8,7985452.756271106
QSTANDAT,1,0.12266158312559128,108,0,6411.836642770878,1,0.008833084255456924,36,1,6411.832555866471,1,0.211172042414546,8325,1,6411.849765518491
S268,1,0.0008530421182513237,174,0,-1.204234649776481e-06,1,9.145773947238922e-05,7,1,-14462.99960512596,1,0.0002244589850306511,200,1,-14462.99981913051
STADAT1,0,60.00374279264361,34377,4,-15550178.67346885,1,0.9084902917966247,1104,1,-28526860.722362,0,60.000577583909035,692030,8,-28707135.754461452
STADAT2,0,60.009790416806936,46767,4,-16.244056493084887,1,0.3125897506251931,447,1,-32.62666092617278,0,60.000532417558134,691128,8,-34.55309234233699
STADAT3,0,60.01478737499565,24008,4,-2.6211011060417078,1,0.9567575827240944,616,1,-35.779460263322335,0,60.000914542004466,349095,8,-38.59258845413079
STCQP1,1,45.67743250075728,125,0,155142.83661601343,1,0.13233995903283358,47,1,155143.55088111933,1,0.028732165694236755,75,1,155143.55470415507
STCQP2,1,19.074542792513967,329,0,22327.293151660855,1,0.2279251655563712,40,1,22327.31294054062,1,0.05190908256918192,75,1,22327.313272417334
TAME,1,8.88751819729805e-05,4,0,2.500005324880991e-11,1,7.329229265451431e-05,4,1,2.6937728588081415e-24,1,0.000159374438226223,50,1,2.4651903288156624e-32
UBH1,0,60.00994958356023,24695,4,1.554190908559784,1,0.5525151249021292,200,1,1.6168367627172242,1,18.49315708409995,37575,1,1.1160009612366915
VALUES,1,0.01055416651070118,62,0,-1.3113275094876724,1,0.002825583331286907,38,1,-1.3966207845262746,1,0.009996708482503891,975,1,-1.3966225798117733
YAO,1,0.6510884165763855,675,0,6.02798843051653,1,2.2358814999461174,5734,1,-167.1496076128745,0,60.000414040870965,906146,8,-258.48213418222343
ZECEVIC2,1,7.666647434234619e-05,6,0,-4.125000561593843,1,7.058307528495789e-05,5,1,-4.125000000185003,1,0.00016299914568662643,100,1,-4.124999965783571
