name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,ssn_avg_ram_mb,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,qpalm_avg_ram_mb,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time,osqp_avg_ram_mb
CVXQP2S,1,0,25,917,8120.94004724182,2.8982689577756154e-07,0.028164583,100.09375,1,1,13,35,8120.940202582617,2.9894142578729133e-06,0.000838373,100.828125,1,1,75,8120.9404799686345,2.417171244380056e-05,0.000384708,101.171875
CVXQP3L,0,4,6,116,51959097.03618139,0.4447899148127942,63.068717583,182.828125,0,-5,26,98,115458702.70602618,168264.8997980395,61.190010249,198.37557533914728,0,2,8007,115710652.01238567,0.06096736281744504,60.004863291,169.20268308080807
CVXQP3M,0,4,1660,82207,1362823.2061313007,2.0492407398098587e-06,60.002818167,117.875,1,1,28,113,1362828.3891311693,7.10070703294005e-07,0.21172091599999998,104.78645833333333,1,1,3000,1362828.7028892862,0.00825832462459175,0.46899841600000003,103.578125
CVXQP3S,1,0,15,57,11943.425119446809,5.790584443407182e-07,0.011297125,102.015625,1,1,13,39,11943.432069999924,4.6227034311563386e-07,0.001298041,100.328125,1,1,100,11943.431057830818,0.0005429048965229752,0.000647875,99.265625
DPKLO1,0,-2,11,212,1e+20,1e+20,0.021382916000000002,103.75,0,-3,10,40,0.0,11.86178311202819,0.002972415,100.3125,0,3,425,1e+30,1.264812104424721,0.004377041,99.671875
DTOC3,1,0,30,1356,235.26306483663953,9.879426797483317e-08,1.886426792,123.984375,1,1,63,126,235.25594524888942,3.182060531791293e-07,0.246840791,143.484375,1,1,350,235.26226608649705,3.169136064684608e-09,0.15023575,125.578125
DUAL1,1,0,17,41,0.035012966012371215,4.511559357154816e-08,0.01140425,102.53125,1,1,5,21,0.035012946828452435,5.92393485573422e-07,0.001338998,101.578125,1,1,50,0.0350129660096062,1.1735757621239687e-07,0.000648624,101.609375
DUAL2,1,0,22,416,0.03373367625585044,2.779313986517588e-07,0.045536125,102.484375,1,1,5,13,0.03373367841103344,5.526352853634779e-08,0.001198541,102.859375,1,1,50,0.03373367619184395,8.551843232637011e-08,0.000823749,101.453125
DUAL3,1,0,4,7,0.1357558040093919,1.981949634624371e-07,0.0065562500000000004,103.40625,1,1,5,15,0.13575574835334817,9.67961809123614e-07,0.00161104,101.609375,1,1,50,0.13575583620789974,2.2753632223728123e-07,0.001106374,102.390625
DUAL4,1,0,20,57,0.7460908419568234,7.959240166546806e-08,0.01166475,103.421875,1,1,6,15,0.746090432363693,5.948457377901318e-07,0.000689166,101.71875,1,1,50,0.7460908274281847,2.7668418488829187e-07,0.000519416,100.890625
DUALC1,1,0,13,232,6141.304446913567,6.83505619915915e-08,0.0049299999999999995,101.71875,1,1,4,23,6138.272441608012,3.272041525947667,0.000564499,101.3125,1,1,700,6155.206621109025,0.2467804240673979,0.003440041,100.5625
DUALC2,1,0,5,27,3551.3166731709243,6.885359769050369e-07,0.000758417,101.234375,1,1,3,15,3550.8232574552844,0.06332185420299345,0.000363832,101.421875,1,1,275,3551.3114210176377,0.0074792586293513635,0.001331874,100.90625
DUALC5,1,0,24,886,427.2323279655013,1.737509170088568e-07,0.017803208,102.140625,1,1,3,8,426.5879814024128,0.0004881111785337967,0.000305832,100.8125,1,1,75,427.2323132275329,3.1711021341462787e-06,0.000593583,101.25
DUALC8,1,0,9,300,18308.025089128583,7.904858671915859e-07,0.010797708,101.046875,1,1,4,16,18304.442542577093,0.0003570508417570405,0.000805665,101.546875,1,1,75,18309.355283092387,0.010200102129238305,0.001054666,101.546875
EXDATA,0,4,4,168,-136.48852995431824,0.004425957952227039,74.98260608300001,234.734375,1,1,7,260,-141.84343218931332,3.644195818191382e-06,5.549606207,320.3579963235294,1,1,1150,-141.84342941699765,1.2244061563748687e-05,3.568232791,321.144775390625
GENHS28,1,0,3,4,0.927173705585224,3.974858435407822e-08,6.5333e-05,100.28125,1,1,3,6,0.9271741307488796,3.227389637108796e-07,3.8415000000000004e-05,99.609375,1,1,50,0.9271736960999132,3.5902230077766717e-09,4.2666e-05,100.8125
GOULDQP2,1,0,41,903,0.0006307072087484947,7.171604692265822e-07,0.152852292,103.3125,1,1,8,39,0.00018426838465668575,2.51165804509807e-05,0.006984249,102.140625,1,1,2175,0.00018427067682943185,3.3626324349000924e-05,0.038616916,99.90625
GOULDQP3,1,0,4,19,2.0632328212050197,6.117015377612415e-09,0.011719708,103.796875,1,1,9,33,-29647.83721752834,8.692746439309974e-06,0.005207957,101.953125,1,1,50,-29647.837216027085,1.6314600638861325e-08,0.001340916,101.640625
HS118,1,0,9,63,664.8204499885358,3.512336157066484e-07,0.0005928330000000001,101.03125,1,1,8,31,664.8204414358344,1.2980326753009308e-05,0.000140416,100.328125,1,1,675,664.8204396149034,1.8258031726503532e-06,0.00033358300000000003,100.375
HS21,1,0,2,4,-99.95999999978504,7.804657728720269e-07,4.825e-05,101.734375,1,1,3,7,0.03999999995026208,1.2434472960245361e-09,2.1915999999999998e-05,100.375,1,1,75,0.03999996951412155,7.621471061431369e-07,2.1915999999999998e-05,99.25
HS268,1,0,4,17,-3.036864654859528e-06,5.141661866041285e-07,0.00015062500000000002,100.671875,1,1,5,7,-14462.99960512596,0.006628919754078942,2.6207e-05,100.328125,1,1,250,-14462.999794079466,0.005304771692429691,8.9125e-05,100.3125
HS35,1,0,3,6,0.11111097214750743,1.3892042968138223e-07,7.9833e-05,103.265625,1,1,3,7,-8.888888905998193,7.699187213620706e-08,2.4374e-05,100.28125,1,1,50,-8.888888888869706,8.632054319351658e-11,2.4208e-05,100.296875
HS35MOD,1,0,11,81,0.25000002342471106,3.9830260275171746e-08,0.00037204100000000004,102.28125,1,1,2,5,-8.749997346908247,2.653084714032694e-06,2.0582e-05,101.5,1,1,50,-8.750000000693987,7.3020942625845456e-09,2.5373999999999998e-05,100.359375
HS51,1,0,2,3,4.654398980896701e-06,7.755360342423838e-07,5.0125000000000005e-05,101.90625,1,1,0,1,-5.999999999999967,1.199999934421039e-06,2.3248e-05,101.265625,1,1,50,-6.000000000000001,2.089423086999933e-08,2.7708e-05,100.390625
HS52,1,0,3,4,5.3266476035345045,1.81031500815257e-07,4.7958000000000004e-05,101.328125,1,1,3,6,-0.6733533767373755,1.0628607886873243e-07,3.0623e-05,100.125,1,1,50,-0.6733524354511669,3.23211434597046e-11,2.7082000000000003e-05,100.125
HS53,1,0,3,4,4.093022827323019,4.384910858517583e-08,5.1625e-05,101.625,1,1,3,6,-1.9069769803178196,3.7216970211696554e-08,3.3082e-05,99.90625,1,1,25,-1.906974138520308,4.239780164513428e-06,2.3333e-05,100.640625
HS76,1,0,27,700,-4.681818112282643,4.79641737291377e-07,0.001734875,101.125,1,1,4,11,-4.6818181901781415,1.8232286684204177e-08,3.2165e-05,100.828125,1,1,50,-4.681817614451218,4.077907657635047e-07,3.2166e-05,101.859375
HUES-MOD,0,4,1698,83894,34824463.87334493,0.0020761773277271495,60.018054084000006,77.078125,1,1,8,20,34824463.77527447,0.005057961706321813,0.023285957,122.453125,0,3,300,1e+30,21.47720565510747,0.068912041,114.953125
HUESTIS,1,0,18,498,348244638726.5418,2.3825899475576534e-09,0.28850758400000004,113.3125,1,1,21,44,348244638718.7173,0.006443815615589654,0.038762082,121.65625,0,3,75,1e+30,451.9330197346037,0.020794123999999997,115.171875
KSIP,1,0,9,24,0.5757966315603874,6.813625949572411e-07,0.012235833,108.296875,1,1,8,31,0.575797289323914,1.752831657486631e-06,0.004887041,102.453125,1,1,9750,0.5757966427081465,1.8676944946172114e-06,0.254610749,102.40625
LASER,1,0,5,35,2409601.3975558886,6.771131165432372e-09,0.031164834,105.53125,1,1,15,68,2409601.325399873,0.00013482811169295047,0.017678206999999998,104.828125,1,1,125,2409600.8223030427,2.274457874368842e-05,0.004667249,103.109375
LISWET1,1,0,13,76,25.00331738776822,6.901371077476997e-07,0.253544375,133.28125,1,1,245,1708,-2500.1553386984506,1.022727959843918e-06,4.218072373,133.6456866197183,0,2,186242,-2500.4060378433223,3.605671894812152e-06,60.000996957,119.4375
LISWET10,1,0,11,60,25.00187979428847,9.305677984252233e-07,0.197839875,134.9375,1,1,40,209,-2500.9475559784087,2.022948080083225e-06,0.593833249,133.8890625,1,1,51075,-2500.948049332299,2.0975045657445887e-06,16.585241998999997,118.390625
LISWET11,1,0,11,51,24.99927901992214,7.746695325082748e-07,0.19323179099999999,132.21875,1,1,26,147,-2500.749545531532,1.8871541964376854e-06,0.41984466600000003,132.484375,1,1,60150,-2500.7506181897866,2.097722587370439e-06,19.257302041,120.078125
LISWET12,1,0,11,42,24.99866550034494,9.520735261136416e-07,0.217339709,122.4375,1,1,175,1701,-2474.07076413204,1.1014314702130688e-06,4.127109249,133.0301177536232,0,2,187485,-2500.750767935257,1.9461572605968995e-06,60.000680833,118.484375
LISWET2,1,0,15,122,24.997733359825133,7.230734364359902e-08,0.399171458,135.625,1,1,35,159,-1666.9921263687343,1.1151948283708783e-06,0.448850958,133.41964285714286,1,1,59100,-1666.9924998719473,1.9952038370814768e-06,19.018742874,119.515625
LISWET3,1,0,14,95,25.00097090531267,1.4419618893068867e-07,0.303392875,135.21875,1,1,35,158,-1000.258856440592,1.1387214737558093e-06,0.431151581,133.70089285714286,1,1,58475,-1000.259219983006,1.9948545444227144e-06,18.797209624,119.421875
LISWET4,1,0,12,70,24.999696052570926,3.862327187414882e-07,0.229719666,134.390625,1,1,34,153,-714.5159808836387,8.190943407866564e-07,0.429897998,132.16964285714286,1,1,58250,-714.5163358241806,1.994810995322854e-06,19.141016500000003,102.46547067901234
LISWET5,1,0,12,72,25.033838159441075,3.8411857783953777e-07,0.23299850000000003,131.96875,1,1,26,126,-15976.16589247832,2.280410738483724e-06,0.375843082,132.53125,1,1,17225,-15976.166328700703,3.71137449396743e-06,5.5239013329999995,118.359375
LISWET6,1,0,13,85,24.995382607283773,2.0796248543691021e-07,0.279703458,142.84375,1,1,37,168,-2162.224350426666,1.2721850906142943e-06,0.473801082,131.71484375,1,1,49300,-2162.22474439134,2.097678335396316e-06,15.839698499,119.390625
LISWET7,1,0,13,88,25.00243287997273,2.086595427229216e-07,0.291411541,133.765625,1,1,42,199,-2500.2572754359853,1.1797280182765744e-06,0.557746665,132.15277777777777,1,1,60425,-2500.2576853324863,1.9998867851766855e-06,19.415216583,119.9375
LISWET8,1,0,12,64,25.00230105933133,3.8753830616223427e-07,0.24000479200000002,127.46875,1,1,34,157,-2500.257240275201,1.1730390148759751e-06,0.451866582,132.640625,1,1,60300,-2500.257730431732,1.999748039837957e-06,19.481837749,116.453125
LISWET9,1,0,11,65,25.001748773606323,7.363176301854383e-07,0.2222465,135.703125,1,1,165,1757,-2457.538346494665,1.911732372909935e-06,4.2303212079999994,133.24933978873239,1,1,63375,-2500.2581692637887,1.99995028749158e-06,20.579851375,118.62952184813754
LOTSCHD,1,0,21,561,2398.415891379592,3.902658315380447e-08,0.001871958,101.59375,1,1,12,28,2398.4157529392673,9.031201145975063e-05,9.7416e-05,101.6875,1,1,175,2398.4143264024315,2.3425836699152044e-05,9.5832e-05,100.46875
MOSARQP1,1,0,30,920,-952.8754355299443,1.3400808594683223e-07,0.331619792,105.5,1,1,6,32,-952.8754420096203,2.402688714375767e-06,0.012884999,105.59375,1,1,575,-952.8754444195737,2.8524315078826135e-06,0.039156873999999994,103.21875
MOSARQP2,1,0,13,122,-1597.4821131642311,3.222459170655804e-07,0.029745875,104.125,1,1,4,26,-1597.4821192242548,1.5854472007470477e-07,0.004982749,102.328125,1,1,225,-1597.48212021698,1.5547282152059892e-06,0.012025998999999999,103.140625
POWELL20,1,0,22,959,44308311944.05646,9.682091089953098e-07,1.5299048339999999,127.859375,1,1,7261,14571,52089333761.32368,0.00549095710630354,17.525970707,124.87537076271187,0,8,188363,52032494435.66193,0.021705774000110978,60.000739208,118.796875
PRIMAL1,1,0,2,9,-0.035012964779542854,7.312426402242278e-09,0.002060291,101.671875,1,1,3,20,-0.03501296589708461,3.6269811320988055e-08,0.00329429,100.796875,1,1,75,-0.035012964839671486,2.8257352233801436e-07,0.0026255,101.5
PRIMAL2,1,0,3,26,-0.03373367620682127,5.5308963461122335e-08,0.0079725,103.328125,1,1,4,24,-0.03373366688588175,3.581849705724949e-08,0.006521041,101.359375,1,1,50,-0.03373367611378219,2.4540057486088784e-11,0.003113874,102.375
PRIMAL3,1,0,5,37,-0.13575583726706908,2.549265542661338e-08,0.021556541,107.15625,1,1,3,40,-0.13575583686436157,1.237023011801952e-09,0.018657166000000003,104.6875,1,1,75,-0.1357558401184539,2.2411393637688376e-07,0.009999916,103.53125
PRIMAL4,1,0,4,36,-0.7460908415480212,5.306619649259048e-08,0.013855207999999999,106.171875,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.017951082,104.484375,1,1,125,-0.7460908445259042,6.081792901999061e-07,0.011501749,102.796875
PRIMALC1,1,0,16,167,-6155.250825174475,1.3877513314847553e-07,0.004412124999999999,102.125,1,1,3,9,-6154.912184040492,0.003514453743364825,0.000449291,99.671875,0,5,525,-1e+30,769540.8526134107,0.005224541,100.4375
PRIMALC2,1,0,11,117,-3551.3079556469916,8.266470336953182e-07,0.0034489580000000002,100.921875,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.000391332,100.203125,0,5,450,-1e+30,667228.8116400382,0.0039096239999999996,99.875
PRIMALC5,1,0,40,1704,-427.23232678360347,9.53881893474662e-07,0.061143,101.890625,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000498416,101.734375,0,5,75,-1e+30,100.25949776647589,0.001164166,101.453125
PRIMALC8,1,0,19,132,-18309.429788430498,6.048390768064083e-07,0.011096042,102.125,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001202248,101.125,0,5,8425,-1e+30,88897.54663647003,0.17448975,101.890625
Q25FV47,1,0,29,891,13744423.087323459,8.249229820049878e-07,7.6636335419999995,152.171875,1,1,43,1025,13744444.700920153,0.0007616491640564021,1.998706207,123.01148897058823,1,1,62275,13744447.95562193,0.007276235603095738,13.551566333,115.78118176855895
QADLITTL,1,0,7,71,480313.4394941566,7.249151227274405e-07,0.006232125,100.4375,1,1,12,95,480318.54830195516,0.00022410237715271534,0.00205629,99.828125,1,1,2300,480319.2200923401,0.002542711479573224,0.006006041,100.265625
QAFIRO,1,0,380,5528,-1.5907727327149306,5.926957646215905e-08,0.12313975,100.578125,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.000244332,99.078125,1,1,200,-1.590778705452883,5.126268490251995e-07,0.000193583,100.78125
QBANDM,1,0,11,196,16352.350969756517,1.2415219640151785e-07,0.16405825,102.90625,1,1,15,272,16352.341088072659,0.0007075688001139217,0.036643123,101.0625,1,1,19975,16352.342904581357,0.0008218697847599069,0.34680320800000003,100.953125
QBEACONF,1,0,14,76,164724.4574323569,8.714061566832474e-07,0.031948333,101.75,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.007689207,102.703125,1,1,3450,164712.7120890567,0.0024530615756105482,0.045143708,100.25
QBORE3D,1,0,16,151,3106.695664708581,6.616326339453655e-07,0.102821125,103.625,1,1,18,113,3100.19301612506,0.0012892896988514512,0.010578499,101.09375,0,8,5898736,3100.2756000961645,0.011058018839737368,60.000027833,100.78125
QBRANDY,1,0,8,168,28375.249279531454,6.616192636462969e-07,0.07739375,101.15625,1,1,22,285,28374.63638460621,0.001945293746287535,0.026004206999999998,100.59375,1,1,38875,28375.087710661508,0.0026409966102424105,0.468717874,101.578125
QCAPRI,1,0,55,1472,66773670.47616216,9.899701011181229e-07,0.801172125,103.53125,1,1,42,572,66774754.19874133,0.0058312895549922986,0.068475457,100.5625,1,1,3191800,66793180.31791784,0.014573435183170199,47.910476749000004,101.34375
QE226,1,0,13,281,212.65366063276497,8.597475334257209e-09,0.2001635,101.359375,1,1,8,239,205.54001879393977,6.21412391099696e-06,0.02550779,101.109375,0,8,3569552,205.5362630342433,0.0018476496505631724,60.000030206999995,101.796875
QETAMACR,1,0,27,635,86760.36931815771,3.981438070037864e-08,0.677644125,109.078125,1,1,27,226,86759.50707193787,0.0002164809951819509,0.14699416599999998,105.046875,1,1,79550,86760.19689898615,9.600514279844242e-06,7.766995249,104.609375
QFFFFF80,1,0,22,594,874165.714707369,2.706475191767286e-07,1.56470975,111.40625,1,1,25,266,873049.7026772605,0.04997601957329715,0.108017582,103.46875,1,1,184075,873154.7765432381,0.00567690172720603,10.828315582,102.453125
QFORPLAN,1,0,63,1582,7447532365.008513,6.004211500156485e-07,0.7119182909999999,104.578125,1,1,29,428,7456610121.557367,3.3741726541261685,0.056091707000000005,102.5,1,1,2857200,7456616554.048579,0.0002534990366029888,48.522200332,102.546875
QGFRDXPN,1,0,20,562,100790585197.20952,2.650310271988688e-08,0.441533875,105.640625,1,1,27,288,100790586109.21646,0.08347844856781202,0.065580332,103.0,1,1,471650,100790584650.26138,0.06645796910476362,10.947350375000001,102.140625
QGROW15,1,0,311,15020,-101422773.83846405,9.8562050031139e-07,3.828302458,105.40625,1,1,7,482,-101693645.05847943,0.01665695211354342,0.102369206,102.6875,0,8,1909935,-101694379.70252872,50.674370084040774,60.000063416,101.265625
QGROW22,1,0,333,16008,-149241027.24679333,9.985495459033472e-07,6.3994005,109.015625,1,1,9,681,-149628984.6821781,0.03987106818057248,0.213118374,103.8125,0,8,1300092,-149640327.1444541,609.0130165627246,60.000103332,101.65625
QGROW7,1,0,176,8184,-42671247.04897122,8.918149293383896e-07,1.021559375,102.03125,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010823208,101.65625,1,1,287975,-42798690.134863466,0.7286203087438526,4.121341582,101.109375
QISRAEL,1,0,13,124,25347841.200299248,8.38715479999833e-08,0.021253166,102.359375,1,1,10,97,25347835.380718473,0.13644992155772281,0.005011707,101.5,1,1,112725,25347838.300993018,0.025961765397206377,1.020096457,101.21875
QPCBLEND,1,0,9,41,-0.007847581306159203,6.820098508296611e-07,0.0025127500000000002,102.21875,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001095166,99.203125,1,1,1950,-0.007843196016759858,5.34918253522707e-07,0.006190083,99.1875
QPCBOEI1,1,0,8,77,11503905.303591292,2.960319270299314e-07,0.015480542,103.53125,1,1,27,102,11503910.679773314,0.003241252894387504,0.012574249000000001,102.765625,1,1,14300,11503891.160087863,0.0039194630982813715,0.291017957,100.9375
QPCBOEI2,1,0,259,12065,8171950.998642447,9.944015741576078e-07,0.26927449999999997,102.234375,0,-3,34,109,0.0,13.992618166321689,0.004532582,99.578125,0,3,60125,1e+30,0.07503410917119392,0.374521666,100.421875
QPCSTAIR,1,0,15,195,6204339.703519153,5.368601286655215e-07,0.057354125000000006,103.9375,1,1,58,181,6204387.476040235,0.000102544162646629,0.027103457,101.40625,1,1,4075,6204381.081574964,0.0037843810197217354,0.106745749,101.53125
QPILOTNO,1,0,95,3020,4729119.297149488,9.023128788776254e-07,19.113792,122.546875,1,1,35,774,4728586.6461463515,0.026988785253107155,0.9240297900000001,107.740625,0,8,437142,4728104.864732725,0.04463900716066022,60.000264666,99.53897833006856
QPTEST,1,0,3,5,4.371875216485173,5.820083406358678e-08,6.4459e-05,99.78125,1,1,3,7,4.371886847690245,2.7713878246806724e-06,2.2289e-05,99.0,1,1,75,4.371875000034403,2.9616197457533726e-10,2.4916e-05,99.03125
QRECIPE,1,0,6,25,-266.6159177689545,5.566708629457975e-07,0.001369375,100.84375,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.0009456239999999999,99.40625,1,1,300,-266.61599261419036,1.6118898855665975e-06,0.001514249,100.1875
QSC205,1,0,6,42,-0.005813627848962383,1.9278784055876632e-07,0.006490292,101.640625,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.001959124,102.53125,1,1,200,-0.0058140237176510364,4.933837852709895e-07,0.001329832,100.46875
QSCAGR25,1,0,9,236,201737955.91139185,1.955141656149135e-07,0.131928292,105.71875,1,1,19,277,201737941.33913258,0.0009258424672788053,0.033370832,101.546875,1,1,21850,201738264.2777991,0.051672416382753196,0.284054791,100.90625
QSCAGR7,1,0,10,177,26865932.35366748,1.8871496844867478e-08,0.01421,102.09375,1,1,11,132,26865927.951936785,0.0014142579177176852,0.0044484979999999995,101.203125,0,8,17503896,26868209.096952274,0.3017297861740648,60.000012749,74.43037118977385
QSCFXM1,1,0,16,472,16882521.6424145,2.0193542201374595e-07,0.41857875,104.125,1,1,23,258,16882688.43437653,0.004340391451759029,0.038991123999999995,101.5,1,1,115575,16882696.49698507,0.014107205756822524,2.099760082,101.3125
QSCFXM2,1,0,33,882,27775118.511987086,4.84300461589887e-07,1.828056125,108.90625,1,1,28,378,27776425.100651115,0.008775195521903388,0.119809791,103.296875,1,1,95250,27776246.250413857,0.024187502309732177,3.564595166,101.796875
QSCFXM3,1,0,30,970,30816295.720976558,7.657549533703369e-08,3.259816167,114.484375,1,1,30,470,30816493.04110246,0.0006405880321886557,0.22020741600000002,104.484375,1,1,71025,30816462.261566896,0.020182761338905758,4.020498916,101.84375
QSCORPIO,1,0,14,70,1880.5095533861252,1.2124543186524493e-09,0.057858708,101.8125,0,-3,7,75,0.0,0.00017328598395983247,0.008209832,100.578125,0,8,5726924,1882.5213766935442,0.01669507120145255,60.000032499999996,99.828125
QSCRS8,1,0,18,397,904.5607136545902,1.1563679859507833e-07,0.522248084,104.328125,1,1,8,270,904.5602850558504,0.0013738382157267596,0.072498999,102.65625,1,1,158175,904.5657725260388,0.005186395555067505,4.669179124,102.484375
QSCSD1,1,0,11,57,8.666666685384097,3.615008539029425e-10,0.053452625,103.546875,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.014140291000000001,102.03125,1,1,1575,8.66666556102771,1.7987164676989734e-06,0.026627583,102.375
QSCSD6,1,0,10,113,50.80820980419207,8.022503155337056e-07,0.210293375,104.0625,1,1,9,243,50.80822113364923,1.1099593639708673e-06,0.064270624,102.015625,1,1,15675,50.80821380503227,5.469556267813159e-06,0.474925041,101.75
