System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,AUG2D,2.38603,1.41402e-06,1.68741e+06,43,70,0,70,5.92872e-07,1.14665e-08,0.774155,0
S,1,0,0,AUG2DC,3.84005,2.11181e-06,1.81836e+06,33,34,0,34,8.92176e-07,1.3338e-09,0.374592,0
S,1,0,0,AUG2DCQP,4.42901,6.81582e-07,6.49813e+06,43,185,1575,185,2.75233e-07,1.11478e-07,2.72052,0
S,1,0,0,AUG2DQP,8.28246,1.32795e-06,6.237e+06,45,96,1338,96,5.38555e-07,2.41337e-08,1.73106,0
S,1,0,0,AUG3D,0.000666546,1.203e-06,554.067,7,8,0,8,8.70888e-07,8.66291e-07,0.0174943,0
S,1,0,0,AUG3DC,0.000600991,7.7923e-07,771.262,8,9,0,9,4.60627e-07,1.32359e-09,0.0193903,0
S,1,0,0,AUG3DCQP,0.00106122,1.06831e-06,993.361,16,44,365,44,4.74535e-07,1.20857e-07,0.125193,0
S,1,0,0,AUG3DQP,0.000698024,1.03375e-06,675.237,15,31,275,31,4.5976e-07,4.13166e-12,0.0680043,0
S,1,4,0,BOYD1,17606.5,0.000285194,-6.17176e+07,455,17188,2072,17207,0.000458641,0.00406612,600.601,19
K,0,4,0,BOYD2,39.5489,1.86053,60.8057,207,7305,0,3022,0.00743824,0.599708,654.284,0
S,1,0,0,CONT-050,1.29833e-06,2.84481e-07,-4.56385,66,310,493,310,8.45948e-07,5.0552e-08,1.67369,0
S,1,0,0,CONT-100,2.19115e-05,4.71783e-06,-4.64438,74,500,708,500,9.11144e-07,4.76502e-08,19.6295,0
S,1,0,0,CONT-101,5.2778e-05,0.000269926,0.19558,92,1094,4535,1094,9.65156e-07,1.5281e-07,37.5203,0
S,1,0,0,CONT-200,0.000305593,6.52297e-05,-4.68457,86,1071,979,1071,8.74854e-07,4.9809e-08,269.126,0
S,1,0,0,CONT-201,0.000675171,0.00350768,0.193159,104,1701,11104,1701,9.83733e-07,5.38874e-07,386.121,0
S,0,4,0,CONT-300,0.285214,1.48927,-0.0937019,52,728,15983,728,0.000302168,3.12421e-08,605.657,0
S,0,4,0,CVXQP1L,1.06062e+08,0.975686,2.643e+06,20,156,15600,156,0.796632,0.00088236,623.085,0
S,0,4,0,CVXQP1M,32286,0.029688,1.05523e+06,183,7480,44976,7558,0.0105583,0.0069213,601.311,78
S,1,0,0,CVXQP1S,0.0137579,1.18697e-06,11590.7,58,636,3661,636,8.33862e-07,3.6234e-05,0.284238,0
S,0,4,0,CVXQP2L,7.51569e+07,0.918312,6.68557e+06,26,162,16199,162,0.657776,0.00805304,639.026,0
S,1,0,0,CVXQP2M,0.0355351,4.33272e-08,820155,70,1222,15202,1222,8.46472e-07,0.00250343,39.4921,0
S,1,0,0,CVXQP2S,0.00403404,4.96746e-07,8120.94,42,241,3677,241,4.25354e-07,2.3942e-07,0.0576645,0
S,0,4,0,CVXQP3L,1.1316e+08,0.977949,2.55151e+06,19,160,16000,160,0.767551,0.0104039,669.353,0
S,0,4,0,CVXQP3M,256308,0.188071,1.10652e+06,172,6395,33321,6465,0.0160018,0.00568531,601.473,70
S,1,0,0,CVXQP3S,0.0118583,9.92868e-07,11943.4,118,2702,12689,2702,9.86073e-07,0.000122656,1.70709,0
S,1,0,0,DPKLO1,1.94469e-07,5.25454e-07,0.370096,10,19,1,19,2.14507e-07,1.04355e-08,0.00561446,0
S,1,0,0,DTOC3,0.00716627,3.04608e-05,235.255,174,5819,11637,5819,8.16151e-07,2.30516e-05,27.5642,0
S,1,0,0,DUAL1,6.38186e-08,1.82271e-06,0.0350129,16,34,473,34,4.39359e-07,5.73457e-08,0.022307,0
S,1,0,0,DUAL2,2.95527e-08,8.76058e-07,0.0337336,15,43,251,43,6.73822e-07,5.824e-08,0.0314501,0
S,1,0,0,DUAL3,7.59861e-08,5.59726e-07,0.135756,22,45,540,45,4.57117e-07,5.19824e-08,0.0519638,0
S,1,0,0,DUAL4,8.09508e-07,1.085e-06,0.74609,29,82,880,82,6.90225e-07,3.79569e-08,0.0358359,0
K,1,0,0,DUALC1,3.53741,0.000574698,6151.71,51,317,0,75,5.87904e-07,7.35987e-06,0.00712917,0
K,1,0,0,DUALC2,0.0885182,2.49255e-05,3551.4,23,78,0,40,3.63567e-07,9.20218e-07,0.00231217,0
K,1,0,0,DUALC5,0.000153838,3.6008e-07,427.232,29,330,0,31,8.45128e-07,1.50316e-07,0.00929996,0
K,1,0,0,DUALC8,0.308081,1.68264e-05,18309.1,74,2277,0,78,9.85043e-07,1.13637e-05,0.0992027,0
K,1,0,0,EXDATA,4.15584e-07,2.92988e-09,-141.843,44,431,0,260,6.99919e-07,1.74891e-06,122.153,0
S,1,0,0,GENHS28,6.13395e-07,6.61575e-07,0.927174,6,9,0,9,3.69486e-07,5.06083e-08,0.000200417,0
S,1,0,0,GOULDQP2,4.12961e-06,0.02241,0.000188405,41,88,228,88,8.14936e-07,3.6068e-11,0.0514164,0
S,1,0,0,GOULDQP3,2.94519e-06,1.42778e-06,2.06279,17,40,428,40,3.37591e-07,6.11994e-08,0.0296156,0
K,1,0,0,HS118,1.67085e-06,2.51323e-09,664.82,25,179,0,45,2.46588e-07,2.15127e-06,0.00111067,0
S,1,0,0,HS21,1.6764e-09,1.67707e-11,-99.96,6,8,0,4,1.3934e-07,2.93666e-15,6.1625e-05,0
S,1,0,0,HS268,1.98054e-06,3.4558,-1.40743e-06,32,468,24,3,8.24567e-07,1.29421e-05,0.00186462,0
S,1,0,0,HS35,3.45431e-07,3.10888e-06,0.111111,6,7,17,2,4.89626e-07,1.37753e-07,9.4459e-05,0
S,1,0,0,HS35MOD,1.58476e-06,6.33903e-06,0.249998,10,35,42,19,6.50477e-07,1.02589e-07,0.000597125,0
S,1,0,0,HS51,3.29127e-06,3.70564e+09,-3.29127e-06,8,14,0,14,4.66898e-07,2.90415e-09,0.000196417,0
S,1,0,0,HS52,3.98136e-06,7.47442e-07,5.32664,13,16,0,16,2.8202e-07,5.62816e-09,0.000431084,0
S,1,0,0,HS53,2.34158e-06,5.7209e-07,4.09302,11,14,0,14,2.35488e-07,9.33404e-10,0.000193166,0
S,1,0,0,HS76,1.48293e-08,3.16742e-09,-4.68182,8,25,64,7,1.17937e-07,5.80889e-08,0.000240958,0
S,1,4,0,HUES-MOD,226.127,6.49329e-06,3.48245e+07,10028,377229,267,378829,0.00339438,0.00332295,600.002,1600
S,1,0,0,HUESTIS,2.26799e+06,6.5126e-06,3.48245e+11,9,72,33,72,2.71847e-07,1.7137e-07,0.117375,0
K,1,0,0,KSIP,1.29418e-06,2.24763e-06,0.575797,55,229,0,73,6.73795e-07,5.13757e-08,0.0422939,0
S,1,0,0,LASER,0.128595,5.33677e-08,2.4096e+06,19,50,56,37,8.34898e-07,2.44444e-08,0.0601966,0
S,0,0,0,LISWET1,11.115,0.307703,25.0074,162,942,2075,251,9.91735e-07,1.99484e-10,2.70777,0
S,0,0,0,LISWET10,24.4838,0.494763,25.002,84,328,709,196,9.47698e-07,4.79286e-08,1.30636,0
S,0,0,0,LISWET11,24.5245,0.495204,24.9995,88,290,1741,141,9.39031e-07,3.87337e-09,1.36138,0
S,0,0,0,LISWET12,1704.51,0.981335,32.419,38694,135286,130895,1779,9.99999e-07,7.59241e-11,219.161,0
S,1,0,0,LISWET2,0.000515474,2.06206e-05,24.9976,86,449,776,238,9.91073e-07,2.86574e-08,1.63764,0
S,1,0,0,LISWET3,0.000367194,1.4687e-05,25.0009,78,315,787,143,9.16527e-07,1.75945e-08,1.10051,0
S,1,0,0,LISWET4,0.000379553,1.51821e-05,24.9997,82,303,788,157,9.45996e-07,4.30323e-08,1.13309,0
S,1,0,0,LISWET5,0.000379829,1.51724e-05,25.0339,92,406,780,181,9.51208e-07,3.89198e-09,1.29291,0
S,1,0,0,LISWET6,0.000423064,1.69255e-05,24.9953,84,309,850,153,9.92298e-07,3.91887e-09,1.16512,0
S,0,0,0,LISWET7,473.839,0.949879,25.0024,85,302,948,161,9.22964e-07,5.56346e-09,1.24479,0
S,0,0,0,LISWET8,7119.7,0.996501,25.0023,85,307,829,154,9.25537e-07,3.77755e-09,1.15788,0
S,0,0,0,LISWET9,1932.26,0.984217,30.9864,38698,189593,185056,1211,1e-06,1.47775e-10,280.322,0
S,1,0,0,LOTSCHD,0.00453344,1.89018e-06,2398.41,18,113,454,113,6.91016e-07,7.35816e-08,0.0016135,0
S,1,0,0,MOSARQP1,4.57621e-06,4.80252e-09,-952.875,25,112,1196,22,6.71214e-07,3.7257e-08,0.112869,0
S,1,0,0,MOSARQP2,5.53748e-05,3.46638e-08,-1597.48,18,53,510,22,4.14825e-07,4.83721e-08,0.024727,0
S,1,0,0,POWELL20,1.79204e+08,0.0034403,5.19104e+10,451,15904,7180,3830,9.89986e-07,4.66867e-07,28.526,0
S,1,0,0,PRIMAL1,1.05019e-07,2.99943e-06,-0.0350129,5,11,11,9,6.19647e-07,1.91106e-08,0.00481625,0
S,1,0,0,PRIMAL2,1.08085e-08,3.20406e-07,-0.0337337,4,11,14,8,3.13764e-07,1.55068e-08,0.00613733,0
S,1,0,0,PRIMAL3,6.77494e-09,4.99053e-08,-0.135756,4,20,9,18,2.97839e-07,6.44235e-09,0.0216015,0
S,1,0,0,PRIMAL4,4.18437e-08,5.60839e-08,-0.746091,4,26,21,20,5.11944e-07,1.43768e-08,0.0159469,0
S,1,0,0,PRIMALC1,9.69369e-05,1.57486e-08,-6155.25,96,1636,1879,21,9.70334e-07,1.05661e-06,0.0432786,0
S,1,0,0,PRIMALC2,0.00121891,3.43228e-07,-3551.31,54,287,406,28,8.77289e-07,1.18141e-07,0.00787029,0
S,1,0,0,PRIMALC5,0.00331086,7.74957e-06,-427.229,39,762,3638,24,4.05122e-07,5.65866e-07,0.0362226,0
S,1,0,0,PRIMALC8,0.000199788,1.09117e-08,-18309.4,99,1469,5781,35,8.53067e-07,2.79086e-06,0.118375,0
S,1,0,0,Q25FV47,119.306,8.6803e-06,1.37443e+07,590,23157,82226,1605,5.46218e-07,7.78954e-05,62.6429,132
S,1,0,0,QADLITTL,1.39214,2.89837e-06,480317,37,292,1984,74,7.07186e-07,9.51644e-07,0.016657,0
S,1,0,0,QAFIRO,8.18334e-05,5.14423e-05,-1.5907,16,251,2442,10,2.30699e-07,1.11094e-07,0.00449033,0
S,1,0,0,QBANDM,0.000200812,1.22803e-08,16352.3,96,2687,2756,2687,6.82092e-07,2.15595e-05,2.70503,0
S,1,0,0,QBEACONF,0.859728,5.21958e-06,164713,778,29445,5404,61,6.77524e-07,9.65714e-06,0.900996,0
S,1,0,0,QBORE3D,0.0143757,4.63702e-06,3100.22,2383,93769,70446,2609,4.76315e-08,1.55876e-05,3.73797,0
S,1,0,0,QBRANDY,0.09477,3.3399e-06,28375.2,44,300,3606,180,6.93538e-07,1.94741e-06,0.162332,0
S,1,0,0,QCAPRI,21382.6,0.00032013,6.67719e+07,46197,2000723,4539073,255649,9.99978e-07,1.28381e-05,344.608,11906
S,1,0,0,QE226,2.52995e-05,1.18971e-07,212.653,50,346,3723,244,1.93037e-08,6.72783e-07,0.265541,0
S,1,0,0,QETAMACR,0.589071,6.78963e-06,86759.8,1796,74610,246540,3248,9.97036e-07,4.83068e-05,27.0627,762
S,1,0,0,QFFFFF80,11.9178,1.36493e-05,873159,543,21380,75444,2276,9.93519e-07,2.12282e-05,10.7089,91
S,0,-2,1,QFORPLAN,1e+20,1.34109e+10,1e+20,71,1415,7394,236,1e+20,1e+20,0.421459,67
S,1,0,0,QGFRDXPN,5097.53,5.05755e-08,1.00791e+11,957,38393,51641,2497,8.11961e-07,6.63145e-05,6.87425,337
S,1,0,0,QGROW15,1829.56,1.79909e-05,-1.01692e+08,468,16587,1947,16587,9.85869e-07,8.21817e-05,18.2497,0
S,1,0,0,QGROW22,2620.62,1.75141e-05,-1.49626e+08,445,15722,2372,15722,8.2513e-07,7.15165e-05,26.0923,0
S,1,0,0,QGROW7,859.714,2.00874e-05,-4.27979e+07,479,17055,1367,17055,7.00304e-07,5.8377e-05,8.47887,0
K,1,0,0,QISRAEL,0.136124,5.37025e-09,2.53478e+07,69,974,0,174,9.27353e-07,1.02201e-05,0.0562488,0
S,1,0,0,QPCBLEND,3.29378e-06,0.000419989,-0.00784583,44,153,1487,67,5.49457e-07,1.08974e-07,0.00875463,0
S,1,0,0,QPCBOEI1,42.798,3.7203e-06,1.15039e+07,37,236,2764,87,8.82678e-07,1.5581e-07,0.0424612,0
K,1,0,0,QPCBOEI2,10.9076,1.33476e-06,8.17195e+06,217,4304,0,299,9.59661e-07,1.15603e-06,0.0632075,0
S,1,0,0,QPCSTAIR,51.4892,8.29883e-06,6.20434e+06,61,242,3940,166,5.82231e-07,4.08812e-06,0.152046,0
S,1,0,0,QPILOTNO,500.593,0.000105865,4.72909e+06,5098,203219,333800,7312,9.99958e-07,2.19921e-05,128.115,25
S,1,0,0,QPTEST,9.66963e-06,2.21178e-06,4.37187,7,9,16,2,8.75026e-07,2.17885e-09,9.35e-05,0
S,1,0,0,QRECIPE,6.57046e-07,2.46439e-09,-266.616,32,77,430,20,2.48893e-08,7.69866e-08,0.00439592,0
K,1,0,0,QSC205,6.86762e-07,0.000118123,-0.00581464,31,116,0,99,3.11222e-07,3.42541e-08,0.0157886,0
S,1,0,0,QSCAGR25,33.3573,1.6535e-07,2.01738e+08,55,1373,4955,290,6.99828e-07,3.1004e-05,0.326852,0
