System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,QSCAGR7,35.3388,1.31538e-06,2.6866e+07,63,1573,2958,100,8.6784e-07,3.21417e-06,0.0546705,0
S,1,0,0,QSCFXM1,1386.32,8.21149e-05,1.68813e+07,102,2695,10959,571,9.52564e-07,4.04449e-05,0.96004,23
S,1,0,0,QSCFXM2,2024.89,7.29004e-05,2.77741e+07,172,6039,25940,1167,9.59623e-07,4.35529e-05,3.73485,65
S,1,0,0,QSCFXM3,2124.75,6.89489e-05,3.08142e+07,188,6771,31068,1295,9.25012e-07,0.000222607,5.98584,88
K,1,0,0,QSCORPIO,7.31225e-05,3.88844e-08,1880.51,65,680,0,167,2.42042e-07,0.000125354,0.0633472,0
S,1,0,0,QSCRS8,0.00533772,5.9009e-06,904.565,53,544,8826,439,8.21494e-08,0.000151019,0.586083,0
S,1,0,0,QSCSD1,2.6119e-06,3.01373e-07,8.66667,25,71,2994,71,3.68433e-08,1.36432e-08,0.0636423,0
S,1,0,0,QSCSD6,2.00881e-05,3.95372e-07,50.8082,56,542,6060,542,4.25775e-07,2.09389e-06,0.471448,0
S,1,0,0,QSCSD8,3.14505e-05,3.34308e-08,940.764,31,284,7180,284,3.48891e-07,4.6296e-07,1.1038,0
S,0,-2,1,QSCTAP1,1e+20,7.06284e+16,1e+20,36,168,4618,168,1e+20,1e+20,0.107244,0
S,1,0,0,QSCTAP2,1.10309e-05,6.35776e-09,1735.03,23,68,2993,67,1.33159e-07,5.75151e-09,0.203442,0
S,1,0,0,QSCTAP3,6.87776e-05,4.78035e-08,1438.75,32,132,5284,76,7.07862e-07,6.66279e-08,0.443877,0
S,1,0,0,QSEBA,623.123,7.64739e-06,8.14812e+07,3307,140980,250480,2672,9.99252e-07,1.11952e-05,79.8476,1345
S,1,0,0,QSHARE1B,42.9436,5.96375e-05,720121,826,31262,1989,455,9.75546e-07,8.44406e-05,0.756107,0
K,1,0,0,QSHARE2B,0.17951,1.53379e-05,11703.5,55,747,0,129,8.72425e-07,4.97614e-05,0.0192213,0
S,1,0,0,QSHELL,40759.9,2.59182e-08,1.57264e+12,734,32182,175210,1606,9.68533e-07,2.36993e-05,52.2146,335
S,1,0,0,QSHIP04L,5.32654,2.20103e-06,2.42001e+06,85,1992,24590,343,4.22326e-07,0.000283595,1.76466,42
S,1,0,0,QSHIP04S,12.4248,5.12366e-06,2.42498e+06,86,1762,21689,311,8.00554e-07,0.000335801,0.923687,49
S,1,0,0,QSHIP08L,2.33838,9.84149e-07,2.37604e+06,134,3987,62257,546,8.86563e-07,0.000195963,18.9556,76
S,1,0,0,QSHIP08S,6.7003,2.80849e-06,2.38572e+06,124,3382,52489,645,7.0563e-07,0.000504745,8.15984,81
S,1,0,0,QSHIP12L,23.9638,7.93799e-06,3.01885e+06,341,13031,135925,1189,8.9631e-07,0.00015951,65.9612,187
S,1,0,0,QSHIP12S,22.8172,7.464e-06,3.05694e+06,308,11276,89660,1014,8.62662e-07,0.000243781,20.1979,166
S,1,0,0,QSIERRA,265.75,1.11893e-05,2.37507e+07,38,304,10453,195,5.12026e-07,8.18692e-05,0.591882,0
S,1,0,0,QSTAIR,12.8159,1.6049e-06,7.98547e+06,961,39353,61400,303,9.01176e-07,0.000299723,6.04791,453
S,1,0,0,QSTANDAT,0.00208753,3.25575e-07,6411.84,34,138,4292,126,6.30133e-07,1.56406e-07,0.183483,0
S,1,0,0,S268,1.98054e-06,3.4558,-1.40743e-06,32,468,24,3,8.24567e-07,1.29421e-05,0.00171758,0
K,1,0,0,STADAT1,161.533,5.66248e-06,-2.85267e+07,5004,196650,0,160434,9.15724e-07,1.5259e-05,271.77,0
K,0,4,0,STADAT2,7.17327,0.219859,-25.4534,11083,431765,0,427063,0.480118,4.78402,600.007,0
K,0,4,0,STADAT3,28.1379,0.786426,-7.64158,6352,247882,0,241718,0.00106247,5.45019,600,0
S,1,0,0,STCQP1,0.281406,1.81384e-06,155143,33,201,784,201,3.5984e-07,8.32164e-07,335.141,0
S,1,0,0,STCQP2,0.0108243,4.84802e-07,22327.3,34,211,1157,211,5.28303e-07,2.83426e-07,74.4886,0
S,1,0,0,TAME,2.50004e-11,inf,2.50004e-11,4,5,2,5,9.57442e-07,7.78545e-12,7.9875e-05,0
S,0,4,0,UBH1,0.223095,0.199906,1.3391,2718,104580,79895,104580,8.27336e-06,9.53186e-06,600.215,0
S,0,0,0,VALUES,0.0852936,0.0610714,-1.31133,76,745,2889,745,8.9343e-07,3.52841e-08,0.12956,0
S,0,0,0,YAO,110.109,0.556938,87.5952,42443,1329219,3150278,8272,9.99998e-07,2.22049e-09,382.062,0
S,1,0,0,ZECEVIC2,1.56408e-06,3.79172e-07,-4.125,6,7,0,2,3.41096e-07,1.30353e-08,6.1334e-05,0
