problem,nc,n_display,alpha1,alpha2,ssn_status,ssn_solved,pmm_iter,ssn_iter,krylov_iter,ssn_time,ssn_obj,ssn_peak_ram_mb,qpalm_status,qpalm_solved,qpalm_iter,qpalm_time,qpalm_obj,qpalm_peak_ram_mb,osqp_status,osqp_solved,osqp_iter,osqp_time,osqp_obj,osqp_peak_ram_mb
poisson,7,33282,0.0001,0.1,0,1,27,228,92,5.420531167648733,0.2652965534280947,605.46875,1,1,35,1.5995342088863254,0.08697396821600673,605.953125,8,0,31627,100.00738366600126,4.736507060463491,610.78125
poisson,7,33282,0.0001,0.01,0,1,27,229,108,5.299034125171602,0.26528450946566673,437.765625,1,1,35,1.6042447919026017,0.0869739682160125,477.546875,8,0,31588,100.00525391567498,92.81558057850152,450.890625
poisson,7,33282,0.0001,0.0001,0,1,27,223,95,5.0289651257917285,0.2652525239132867,379.359375,1,1,83,2.9729161243885756,0.08697397198455344,412.375,8,0,31639,100.00531599950045,0.14215374904137826,412.421875
poisson,7,33282,0.0001,1e-06,0,1,27,224,88,5.172211458906531,0.2652521255730382,464.84375,1,1,91,3.35948795825243,0.08697397268693004,499.21875,8,0,31684,100.0061652502045,79.25265211089865,499.25
poisson,7,33282,0.0001,0.0,0,1,27,223,91,4.983160624280572,0.26525212153999117,439.3125,1,1,91,3.3108612075448036,0.08697397268175258,467.828125,8,0,31618,100.00861441716552,16.12145465958419,484.890625
