System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,AUG2D,360.478,0.000213627,1.68705e+06,88,228,9.13668e-05,7.94554e-07,30.6015
S,1,0,0,AUG2DC,406.734,0.000223681,1.81796e+06,87,96,9.53508e-05,4.68494e-11,13.4776
S,1,0,0,AUG2DCQP,776.517,0.000119498,6.49736e+06,55,100,9.79257e-05,4.11095e-08,25.6158
S,1,0,0,AUG2DQP,568.18,9.10981e-05,6.23644e+06,55,96,7.4588e-05,2.94208e-08,24.2827
S,1,0,0,AUG3D,0.0248262,4.48071e-05,554.093,5,6,2.45152e-05,5.77316e-14,0.155449
S,1,0,0,AUG3DC,0.110409,0.000143153,771.152,4,5,8.36352e-05,5.0604e-14,0.129144
S,1,0,0,AUG3DCQP,0.0928185,9.34388e-05,993.269,19,28,9.03066e-05,3.37634e-11,0.749783
S,1,0,0,AUG3DQP,0.0596299,8.83095e-05,675.178,17,26,8.54193e-05,5.95646e-11,0.752825
S,1,0,0,CONT-050,0.0273797,0.00599925,-4.53647,56,102,9.10386e-05,4.57344e-06,6.49602
S,0,0,0,CONT-100,0.846143,0.182186,-3.79826,53,92,9.76464e-05,4.02911e-06,42.2034
S,0,0,0,CONT-101,0.091154,0.466196,0.286681,140,325,7.61539e-05,2.25567e-09,156.134
S,0,0,0,CONT-200,1.54818,0.330464,-3.13669,67,117,8.57739e-05,8.54416e-10,349.376
S,0,0,0,CONT-201,0.461679,2.39854,0.654162,242,812,9.99267e-05,6.66526e-09,2366.73
S,1,2,0,CVXQP1S,63.1803,0.00545094,11527.5,206,6021,0.00295911,1.03214e-06,25.4445
S,1,0,0,CVXQP2S,0.22287,2.74439e-05,8120.72,98,250,9.72818e-05,2.29563e-07,1.30866
S,1,2,0,CVXQP3S,8.67145,0.000726044,11934.8,219,6011,0.00187511,4.19105e-08,32.6665
S,1,0,0,DPKLO1,2.78437e-05,7.52337e-05,0.370068,7,8,5.02237e-05,2.91534e-14,0.0399411
S,0,2,0,DTOC3,31.1465,0.13239,204.116,152,6023,0.00805831,0.00553398,478.385
S,1,0,0,DUAL1,1.62466e-05,0.000464016,0.0349967,7,11,8.93029e-05,1.05981e-09,0.115632
S,1,0,0,DUAL2,5.01333e-06,0.000148615,0.0337287,7,10,7.21071e-05,1.05675e-12,0.102101
S,1,0,0,DUAL3,1.8355e-05,0.000135206,0.135737,18,20,9.09109e-05,2.12086e-08,0.317416
S,1,0,0,DUAL4,0.000182089,0.000244057,0.745909,33,36,9.60435e-05,8.23357e-05,0.250818
K,0,2,0,DUALC1,1.38983e+06,225.795,-1.38367e+06,162,6043,0.450837,2.0246e-05,3.11359
K,0,2,0,DUALC2,116920,32.9232,-113369,130,6043,0.464435,0.00237636,2.53501
K,0,3,0,DUALC5,6.64435,0.0155521,420.588,159,1014,0.00336194,2.72821e-08,0.872172
K,0,3,0,DUALC8,18425.8,1.00636,-116.418,99,2173,0.434752,2.6662e-05,2.18872
S,1,0,0,GENHS28,8.2727e-05,8.92249e-05,0.927256,4,5,4.4991e-05,7.28153e-14,0.00451
S,1,0,0,GOULDQP2,4.52448e-05,0.245528,0.00022952,23,27,9.43043e-05,3.78729e-05,0.304822
S,1,0,0,GOULDQP3,4.81051e-05,2.33205e-05,2.06274,17,28,5.79531e-05,8.03522e-08,0.425228
S,1,0,0,HS118,8.35622e-05,1.25691e-07,664.82,34,855,5.81906e-05,0.00221703,0.086364
S,1,0,0,HS21,4.11051e-07,4.11216e-09,-99.96,4,52,1.65724e-05,1.85961e-16,0.0054705
K,1,0,0,HS268,9.61298e-05,167.734,-9.55567e-05,15,36,7.77421e-05,3.11136e-05,0.0107491
S,1,0,0,HS35,3.57165e-06,3.21448e-05,0.111115,6,14,1.14527e-05,5.69095e-05,0.0046347
S,1,0,0,HS35MOD,1.89738e-05,7.58953e-05,0.250019,5,57,3.25485e-05,3.05099e-13,0.0061439
S,1,0,0,HS51,0.000261956,2.94937e+11,0.000261956,6,7,5.22028e-05,1.38098e-13,0.0044368
S,1,0,0,HS52,0.00112855,0.000211869,5.32552,12,13,8.00379e-05,7.43957e-13,0.0462627
S,1,0,0,HS53,0.000780749,0.000190751,4.09224,9,10,8.0114e-05,1.91977e-13,0.0085924
K,1,0,0,HS76,8.65507e-05,1.84866e-05,-4.6819,6,63,3.4889e-05,1.4467e-07,0.0112924
S,1,0,0,HUES-MOD,227.132,6.52214e-06,3.48245e+07,9,21,3.63043e-05,2.00157e-09,0.53213
S,1,3,1,HUESTIS,5.40649e+08,0.00155249,3.47706e+11,117,330,2.35891,9.29012e-07,8.24418
S,1,0,0,KSIP,5.71013e-05,9.91689e-05,0.575741,25,270,9.39985e-05,0.000729616,64.0943
K,1,0,0,LASER,2.43418,1.0102e-06,2.4096e+06,59,881,8.78925e-05,2.06131e-05,13.3791
K,0,0,0,LISWET1,11.1223,0.307907,25.0001,54,733,9.78e-05,5.06422e-05,51.5728
S,0,0,0,LISWET10,24.4861,0.49481,24.9997,51,516,9.92824e-05,4.58369e-05,25.0345
S,0,0,0,LISWET11,24.5267,0.495248,24.9973,51,535,9.56882e-05,4.36693e-05,25.4738
