System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,QSHARE1B,42.9351,5.96256e-05,720121,2484,19706,2318,433,9.93515e-07,3.15609e-06,0.6219,0
K,1,0,0,QSHARE2B,0.164362,1.40436e-05,11703.5,117,776,0,198,7.73586e-07,0.000101978,0.0227658,0
S,1,4,0,QSHELL,2.16402e+09,0.00137604,1.57047e+12,8987,83414,787271,2068,0.700396,9.42608e-05,180.006,4150
S,1,0,0,QSHIP04L,6.55298,2.70782e-06,2.42001e+06,242,2233,36726,365,5.52472e-07,0.000899624,2.42163,106
S,1,0,0,QSHIP04S,15.7699,6.50306e-06,2.42498e+06,281,2665,37962,361,9.80579e-07,0.00021105,1.53809,146
S,1,0,0,QSHIP08L,2.51066,1.05666e-06,2.37604e+06,576,5466,113367,630,9.77854e-07,0.000165184,30.6876,241
S,1,0,0,QSHIP08S,9.74323,4.08396e-06,2.38572e+06,548,5241,155898,2423,9.77748e-07,0.000165915,24.3572,270
S,1,0,0,QSHIP12L,26.9091,8.91361e-06,3.01885e+06,2497,24548,351729,2608,9.96381e-07,4.10286e-05,160.232,1123
S,1,0,0,QSHIP12S,26.5806,8.6951e-06,3.05694e+06,2369,23049,252379,3782,9.97351e-07,6.00894e-06,57.6887,1070
S,1,0,0,QSIERRA,56.7183,2.38809e-06,2.37505e+07,47,300,11105,229,2.09277e-07,9.56867e-05,0.6869,2
S,1,4,0,QSTAIR,81.9282,1.02597e-05,7.98537e+06,33826,302013,4430685,263,7.45247e-05,0.000802038,180.001,6409
S,1,0,0,QSTANDAT,0.0020661,3.22233e-07,6411.84,35,130,3628,114,4.73276e-07,4.88931e-07,0.160538,0
S,1,0,0,S268,9.55058e-07,1.66646,-3.81951e-07,19,84,13,3,9.93637e-07,5.46547e-06,0.000421625,0
K,1,4,0,STADAT1,60461.4,0.00211945,-2.84664e+07,18797,149443,0,97016,3.47667e-05,0.000362926,180.005,0
K,0,4,0,STADAT2,4.79573,0.146988,-27.8309,16282,128405,0,127289,0.000135442,0.00293781,180.012,0
K,0,4,0,STADAT3,27.7831,0.77651,-7.99635,9252,72602,0,71752,0.00017386,0.0126173,180.008,0
S,1,0,0,STCQP1,0.630055,4.06111e-06,155143,30,104,923,27,8.13976e-07,9.72603e-06,51.9913,0
S,1,0,0,STCQP2,0.0208664,9.34568e-07,22327.3,36,128,1478,32,9.97437e-07,4.75074e-06,14.8528,0
S,1,0,0,TAME,2.5e-11,inf,2.5e-11,4,5,5,2,3.7762e-08,3.91468e-13,6.3834e-05,0
S,0,4,0,UBH1,1.53346,1.37407,2.64946,7815,62094,162807,231,6.31709e-05,8.35241e-05,180.021,0
S,0,0,0,VALUES,0.0852936,0.0610714,-1.31133,51,225,1184,26,9.36816e-07,1.58835e-07,0.0210963,0
S,0,0,0,YAO,191.932,0.970802,5.77253,355,2559,6333,1271,9.86006e-07,5.75885e-08,1.81667,0
S,1,0,0,ZECEVIC2,1.55842e-06,3.77799e-07,-4.125,5,6,0,2,2.59737e-07,1.22214e-07,6.9833e-05,0
